key,date,number,league,phase,site,away,away.score,away.manager,home,home.score,home.manager,A,T,forfeit.to,status,status.reason,outsatend,filename,source,away.score.1,away.score.2,away.score.3,away.score.4,away.score.5,away.score.6,away.score.7,away.score.8,away.score.9,away.score.10,away.score.11,away.score.12,home.score.1,home.score.2,home.score.3,home.score.4,home.score.5,home.score.6,home.score.7,home.score.8,home.score.9,home.score.10,home.score.11,home.score.12
CGVTZWR,1910-05-28,0,Central Kansas,regular,,Concordia,5,,Abilene,6,,,,,final,,,1910/1910-ADR/ADR-19100523.txt,"Abilene Daily Reflector May 31, 1910",0,4,0,0,0,0,1,0,0,0,0,0,0,2,2,0,0,0,1,0,0,0,0,1
MPMJNQN,1910-06-23,0,Central Kansas,regular,,Abilene,2,,Beloit,1,,,1:55,,final,,,1910/1910-ADR/ADR-19100620.txt,"Abilene Daily Reflector Jun 24, 1910",1,0,0,0,0,0,0,1,5,,,,0,0,1,0,0,0,0,0,0,,,
