game.key,league.year,league.name,game.date,game.number,game.phase,ref,name.last,name.first
DNTNFWP,1909,Central Kansas League,1909-06-14,0,regular,P5922726,Hamlin,
MKXXNYH,1909,Central Kansas League,1909-06-15,0,regular,P5922726,Hamlin,
NJMSKFK,1909,Central Kansas League,1909-06-16,0,regular,P5922726,Hamlin,
RVLLSQT,1909,Central Kansas League,1909-06-17,0,regular,P3867149,,
XWQPHCB,1909,Central Kansas League,1909-06-19,0,regular,P3867149,,
VLHSTQF,1909,Central Kansas League,1909-06-23,0,regular,P4800816,Brumage,
DXNFXXG,1909,Central Kansas League,1909-06-24,0,regular,P4800816,Brumage,
TPTHNVM,1909,Central Kansas League,1909-06-29,0,regular,P0055474,McKee,
XQTTDXF,1909,Central Kansas League,1909-06-30,0,regular,P0055474,McKee,
YLNPFGQ,1909,Central Kansas League,1909-07-01,0,regular,P0055474,McKee,
PTHCVKN,1909,Central Kansas League,1909-07-07,0,regular,P0055474,McKee,
PJZHVHR,1909,Central Kansas League,1909-07-15,0,regular,P7847507,Sigler,
JNBQTPK,1909,Central Kansas League,1909-07-19,0,regular,P7847507,Sigler,
DLBBZZN,1909,Central Kansas League,1909-07-20,0,regular,P7847507,Sigler,
DMQSYKR,1909,Central Kansas League,1909-07-21,0,regular,P7847507,Sigler,
HQPDXVV,1909,Central Kansas League,1909-07-26,0,regular,P4800816,Brumage,
WXHRCYK,1909,Central Kansas League,1909-07-27,0,regular,P4800816,Brumage,
WVRGSXJ,1909,Central Kansas League,1909-07-29,0,regular,P7847507,Sigler,
