game.key,league.year,league.name,game.date,game.number,game.phase,name.last,name.first,club.name,pos,seq,B_AB,B_R,B_ER,B_H,B_2B,B_3B,B_HR,B_RBI,B_BB,B_SO,B_HP,B_SH,B_SF,B_SB,B_XO,B_LOB,B_ROE,P_IP,P_R,P_ER,P_H,P_BB,P_SO,P_HP,P_WP,P_BK,F_PO,F_A,F_E,F_DP,F_TP,F_PB,F_SB
1561635b-3e66-5ada-94e9-0f8c4ed7eebd,1915,Colonial League,1915-05-20,0,regular,Demoe,,New Bedford,2b-ss,1,5,2,,2,,,,,,,,,,,,,,,,,,,,,,,1,4,0,1,,,
1561635b-3e66-5ada-94e9-0f8c4ed7eebd,1915,Colonial League,1915-05-20,0,regular,Eaton,,New Bedford,p,10,4,0,,0,,,,,,,,,,,,,,,,,,3,6,2,,,0,5,1,,,,
1561635b-3e66-5ada-94e9-0f8c4ed7eebd,1915,Colonial League,1915-05-20,0,regular,Cassavant,,New Bedford,ss,2,1,0,,0,,,,,,,,,,,,,,,,,,,,,,,1,0,0,,,,
1561635b-3e66-5ada-94e9-0f8c4ed7eebd,1915,Colonial League,1915-05-20,0,regular,Gleason,,New Bedford,2b,3,2,1,,1,,,,,,,,,,1,,,,,,,,,,,,,1,2,0,1,,,
1561635b-3e66-5ada-94e9-0f8c4ed7eebd,1915,Colonial League,1915-05-20,0,regular,Linder,,New Bedford,lf,4,4,1,,2,1,,,,,,,,,,,,,,,,,,,,,,1,0,1,,,,
1561635b-3e66-5ada-94e9-0f8c4ed7eebd,1915,Colonial League,1915-05-20,0,regular,Melvin,,New Bedford,cf,5,5,1,,3,,,,,,,,,,,,,,,,,,,,,,,1,0,2,,,,
1561635b-3e66-5ada-94e9-0f8c4ed7eebd,1915,Colonial League,1915-05-20,0,regular,Greenalade,,New Bedford,rf,6,4,0,,2,,,,,,,,,,,,,,,,,,,,,,,1,2,0,,,,
1561635b-3e66-5ada-94e9-0f8c4ed7eebd,1915,Colonial League,1915-05-20,0,regular,Gammons,,New Bedford,1b,7,3,0,,1,,,,,,,,,,2,,,,,,,,,,,,,0,1,0,1,,,
1561635b-3e66-5ada-94e9-0f8c4ed7eebd,1915,Colonial League,1915-05-20,0,regular,Doherty,,New Bedford,3b,8,4,0,,0,,,,,,,,,,,,,,,,,,,,,,,1,0,1,,,,
1561635b-3e66-5ada-94e9-0f8c4ed7eebd,1915,Colonial League,1915-05-20,0,regular,Phillips,,New Bedford,c,9,4,0,,1,,,,,,,,,,,,,,,,,,,,,,,8,1,2,,,,
1561635b-3e66-5ada-94e9-0f8c4ed7eebd,1915,Colonial League,1915-05-20,0,regular,TOTALS,,New Bedford,,,36,6,,12,,,,,,,,,,,,,,,,,,,,,,,24,15,7,,,,
1561635b-3e66-5ada-94e9-0f8c4ed7eebd,1915,Colonial League,1915-05-20,0,regular,Proulx,,Taunton,3b,1,3,1,,1,1,,,,,,,,,,,,,,,,,,,,,,2,1,1,,,,
1561635b-3e66-5ada-94e9-0f8c4ed7eebd,1915,Colonial League,1915-05-20,0,regular,Connell,,Taunton,ss,2,4,2,,2,,,,,,,,1,,,,,,,,,,,,,,,3,1,1,,,,
1561635b-3e66-5ada-94e9-0f8c4ed7eebd,1915,Colonial League,1915-05-20,0,regular,Kiley,,Taunton,cf,3,3,2,,1,,,,,,,1,1,,1,,,,,,,,,,,,,1,0,0,,,,
1561635b-3e66-5ada-94e9-0f8c4ed7eebd,1915,Colonial League,1915-05-20,0,regular,Whiteside,,Taunton,lf,4,5,0,,1,1,,,,,,,,,,,,,,,,,,,,,,3,1,0,,,,
1561635b-3e66-5ada-94e9-0f8c4ed7eebd,1915,Colonial League,1915-05-20,0,regular,Barry,,Taunton,c,5,4,0,,2,,,,,,,,,1,1,,,,,,,,,,,,,10,3,0,1,,,
1561635b-3e66-5ada-94e9-0f8c4ed7eebd,1915,Colonial League,1915-05-20,0,regular,Freitag,,Taunton,rf,6,4,2,,2,,,,,,,,,,1,,,,,,,,,,,,,0,0,0,,,,
1561635b-3e66-5ada-94e9-0f8c4ed7eebd,1915,Colonial League,1915-05-20,0,regular,Dean,,Taunton,2b,7,4,1,,2,,,,,,,,,,1,,,,,,,,,,,,,1,3,0,1,,,
1561635b-3e66-5ada-94e9-0f8c4ed7eebd,1915,Colonial League,1915-05-20,0,regular,Hart,,Taunton,1b,8,4,1,,0,,,,,,,,,,1,,,,,,,,,,,,,7,0,0,,,,
1561635b-3e66-5ada-94e9-0f8c4ed7eebd,1915,Colonial League,1915-05-20,0,regular,Sherman,,Taunton,p,9,3,0,,1,,,,,,,1,,,,,,,,,,,8,9,,2,,0,4,0,,,,
1561635b-3e66-5ada-94e9-0f8c4ed7eebd,1915,Colonial League,1915-05-20,0,regular,TOTALS,,Taunton,,,34,9,,12,,,,,,,,,,,,,,,,,,,,,,,27,13,2,,,,
1a83223e-ec7f-57ba-aea7-23e018e86408,1915,Colonial League,1915-05-20,0,regular,Fryer,,Pawtucket,2b,1,5,1,,0,,,,,,,,,,,,,,,,,,,,,,,0,5,0,,,,
1a83223e-ec7f-57ba-aea7-23e018e86408,1915,Colonial League,1915-05-20,0,regular,Geran,,Pawtucket,p,10,3,0,,0,,,,,,,,,,,,,,7,,,6,1,2,,,,0,5,1,,,,
1a83223e-ec7f-57ba-aea7-23e018e86408,1915,Colonial League,1915-05-20,0,regular,Crowther,,Pawtucket,ss,2,5,2,,2,1,,,,,,,,,2,,,,,,,,,,,,,3,4,1,,,,
1a83223e-ec7f-57ba-aea7-23e018e86408,1915,Colonial League,1915-05-20,0,regular,Aldred,,Pawtucket,lf,3,3,2,,2,,,,,,,,1,,,,,,,,,,,,,,,1,0,0,,,,
1a83223e-ec7f-57ba-aea7-23e018e86408,1915,Colonial League,1915-05-20,0,regular,Gilmore,,Pawtucket,rf,4,4,1,,3,1,2,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,
1a83223e-ec7f-57ba-aea7-23e018e86408,1915,Colonial League,1915-05-20,0,regular,Burns,,Pawtucket,1b,5,4,0,,1,,,,,,,,,,,,,,,,,,,,,,,13,2,0,,,,
1a83223e-ec7f-57ba-aea7-23e018e86408,1915,Colonial League,1915-05-20,0,regular,Killian,,Pawtucket,cf,6,5,0,,1,,,,,,,,,,,,,,,,,,,,,,,3,0,0,,,,
1a83223e-ec7f-57ba-aea7-23e018e86408,1915,Colonial League,1915-05-20,0,regular,Cooney,,Pawtucket,3b,7,4,0,,1,,,,,,,,,,,,,,,,,,,,,,,0,1,0,,,,
1a83223e-ec7f-57ba-aea7-23e018e86408,1915,Colonial League,1915-05-20,0,regular,McGinley,,Pawtucket,c,8,4,0,,1,,,,,,,,,,,,,,,,,,,,,,,5,2,0,,,,
1a83223e-ec7f-57ba-aea7-23e018e86408,1915,Colonial League,1915-05-20,0,regular,McAlroy,,Pawtucket,p,9,1,0,,0,,,,,,,,,,,,,,1,,,4,4,2,,,,0,0,0,,,,
1a83223e-ec7f-57ba-aea7-23e018e86408,1915,Colonial League,1915-05-20,0,regular,TOTALS,,Pawtucket,,,38,6,,11,,,,,,,,,,,,8,,,,,,,,,,,24,19,3,,,,
1a83223e-ec7f-57ba-aea7-23e018e86408,1915,Colonial League,1915-05-20,0,regular,Quinn,,Springfield,1b,1,2,1,,0,,,,,,,,,,,,,,,,,,,,,,,8,0,0,1,,,
1a83223e-ec7f-57ba-aea7-23e018e86408,1915,Colonial League,1915-05-20,0,regular,Sharpe,,Springfield,cf,2,4,2,,1,1,,,,,,,,,,,,,,,,,,,,,,1,0,0,,,,
1a83223e-ec7f-57ba-aea7-23e018e86408,1915,Colonial League,1915-05-20,0,regular,Swander,,Springfield,lf,3,4,1,,3,1,,,,,,,,,,,,,,,,,,,,,,2,0,0,,,,
1a83223e-ec7f-57ba-aea7-23e018e86408,1915,Colonial League,1915-05-20,0,regular,Young,,Springfield,rf,4,2,0,,0,,,,,,,,1,,,,,,,,,,,,,,,1,1,1,,,,
1a83223e-ec7f-57ba-aea7-23e018e86408,1915,Colonial League,1915-05-20,0,regular,Keyes,,Springfield,3b,5,2,0,,1,1,,,,,,,,,,,,,,,,,,,,,,3,1,0,,,,
1a83223e-ec7f-57ba-aea7-23e018e86408,1915,Colonial League,1915-05-20,0,regular,Wilcox,,Springfield,2b,6,4,0,,2,,,,,,,,,,,,,,,,,,,,,,,4,2,2,1,,,
1a83223e-ec7f-57ba-aea7-23e018e86408,1915,Colonial League,1915-05-20,0,regular,Thompson,,Springfield,ss,7,3,2,,1,,,1,,,,,,,,,,,,,,,,,,,,2,4,1,2,,,
1a83223e-ec7f-57ba-aea7-23e018e86408,1915,Colonial League,1915-05-20,0,regular,Bridges,,Springfield,c,8,4,1,,2,,,,,,,,,,,,,,,,,,,,,,,6,2,0,1,,1,
1a83223e-ec7f-57ba-aea7-23e018e86408,1915,Colonial League,1915-05-20,0,regular,Woodman,,Springfield,p,9,3,1,,0,,,,,,,,,,,,,,,,,,3,1,,,,0,6,1,,,,
1a83223e-ec7f-57ba-aea7-23e018e86408,1915,Colonial League,1915-05-20,0,regular,TOTALS,,Springfield,,,30,8,,10,,,,,,,,,,,,4,,,,,,,,,,,27,16,5,,,,
d137771f-5743-571d-869a-f5508c68a641,1915,Colonial League,1915-05-20,0,regular,Speraw,,Brockton,3b,1,5,0,,1,,,,,,,,,,,,,,,,,,,,,,,0,1,1,,,,
