key,date,number,league,site,away,away.score,away.manager,home,home.score,home.manager,A,T,forfeit.to,status,status.reason,filename,source,away.score.1,away.score.2,away.score.3,away.score.4,away.score.5,away.score.6,away.score.7,away.score.8,away.score.9,away.score.10,away.score.11,away.score.12,away.score.13,away.score.14,away.score.15,home.score.1,home.score.2,home.score.3,home.score.4,home.score.5,home.score.6,home.score.7,home.score.8,home.score.9,home.score.10,home.score.11,home.score.12,home.score.13,home.score.14,home.score.15
795033b8-e01d-543c-9637-fa3f28bef4ff,1915-05-22,0,Colonial,,Fall River,1,,New Bedford,2,,,1:50,,,,transcript/1915/1915-HC/boxes/HC-19150520.txt,"Hartford Courant, May 23, 1915",0,0,1,0,0,0,0,0,0,,,,,,,2,0,0,0,0,0,0,0,x,,,,,,
c7646cc0-deb3-58f9-aac0-0da5e6291839,1915-05-22,0,Colonial,,Pawtucket,3,,New Haven,0,,"1,500",1:36,,,,transcript/1915/1915-HC/boxes/HC-19150520.txt,"Hartford Courant, May 23, 1915",0,0,0,0,0,3,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,
1c5fba81-6388-5829-9c59-d09db7d20ee8,1915-05-23,0,Colonial,,Pawtucket,0,,New Haven,4,,,1:38,,,,transcript/1915/1915-HC/boxes/HC-19150520.txt,"Hartford Courant, May 24, 1915",0,0,0,0,0,0,0,0,0,,,,,,,0,1,0,0,2,1,0,0,x,,,,,,
9a2fe456-5f29-5295-a681-2b99bba4b2d7,1915-05-24,0,Colonial,,New Bedford,2,,Fall River,3,,,1:41,,,,transcript/1915/1915-HC/boxes/HC-19150520.txt,"Hartford Courant, May 25, 1915",0,0,0,0,0,0,0,1,1,,,,,,,0,0,0,0,0,3,0,0,x,,,,,,
7da7db3f-e9ba-5393-af04-e59ed4f3c12c,1915-05-24,0,Colonial,,Taunton,,,Hartford,,,,,,postponed,rain,transcript/1915/1915-HC/boxes/HC-19150520.txt,"Hartford Courant, May 25, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a1f1e885-1140-5854-bcf2-b4a947647c68,1915-05-24,0,Colonial,,Brockton,2,,Springfield,1,,,2:00,,,,transcript/1915/1915-HC/boxes/HC-19150520.txt,"Hartford Courant, May 25, 1915",0,1,0,0,0,0,0,0,0,1,,,,,,0,0,0,0,0,1,0,0,0,0,,,,,
e98dc0ce-3dfb-5c16-a6c0-3680fb3cf021,1915-05-25,0,Colonial,,New Haven,3,,Fall River,4,,,1:45,,,,transcript/1915/1915-HC/boxes/HC-19150520.txt,"Hartford Courant, May 26, 1915",0,0,0,1,0,0,2,0,0,,,,,,,0,0,0,0,3,0,0,0,1,,,,,,
43a53acb-a16c-5441-a551-b5f671e53430,1915-05-25,0,Colonial,,Taunton,4,,Hartford,14,,,1:45,,,,transcript/1915/1915-HC/boxes/HC-19150520.txt,"Hartford Courant, May 26, 1915",2,0,1,0,0,0,0,0,1,,,,,,,5,0,1,0,0,0,2,6,x,,,,,,
23329789-35f0-52fa-9ca0-76216995a236,1915-05-25,0,Colonial,,Pawtucket,7,,New Bedford,4,,,1:55,,,,transcript/1915/1915-HC/boxes/HC-19150520.txt,"Hartford Courant, May 26, 1915",0,0,2,1,1,0,2,0,1,,,,,,,0,0,1,0,0,0,3,0,0,,,,,,
cd26928a-0b26-52f2-8313-a60a3df0fd2d,1915-05-25,0,Colonial,,Brockton,5,,Springfield,3,,,1:57,,,,transcript/1915/1915-HC/boxes/HC-19150520.txt,"Hartford Courant, May 26, 1915",0,0,0,1,0,2,2,0,0,,,,,,,0,3,0,0,0,0,0,0,0,,,,,,
db37426b-f994-5767-9598-7c43db648d60,1915-05-26,0,Colonial,,Pawtucket,,,Fall River,,,,,,postponed,wet grounds,transcript/1915/1915-HC/boxes/HC-19150520.txt,"Hartford Courant, May 27, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c7ea321f-2fb3-55d7-a270-e58c7d35ba28,1915-05-26,1,Colonial,,Taunton,,,Hartford,,,,,,postponed,wet grounds,transcript/1915/1915-HC/boxes/HC-19150520.txt,"Hartford Courant, May 27, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235bc470-cd1f-5938-be6a-112b6ffb905f,1915-05-26,2,Colonial,,Taunton,,,Hartford,,,,,,postponed,wet grounds,transcript/1915/1915-HC/boxes/HC-19150520.txt,"Hartford Courant, May 27, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e30ec323-bff7-5726-9301-ab1b180bbde1,1915-05-26,0,Colonial,,New Haven,,,New Bedford,,,,,,postponed,wet grounds,transcript/1915/1915-HC/boxes/HC-19150520.txt,"Hartford Courant, May 27, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62bd2951-9279-56f6-b894-3a808b9b8ff5,1915-05-26,0,Colonial,,Brockton,,,Springfield,,,,,,postponed,wet grounds,transcript/1915/1915-HC/boxes/HC-19150520.txt,"Hartford Courant, May 27, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4f2a286f-0195-5139-a5f2-49c398540847,1915-05-27,0,Colonial,,Pawtucket,2,,Fall River,5,,,2:20,,,,transcript/1915/1915-HC/boxes/HC-19150527.txt,"Hartford Courant, May 28, 1915",0,1,0,0,0,0,1,0,0,,,,,,,1,0,0,0,4,0,0,0,x,,,,,,
b18aff60-1414-58d1-8f26-b2a32d8e673b,1915-05-27,0,Colonial,,Brockton,1,,Hartford,2,,,1:55,,,,transcript/1915/1915-HC/boxes/HC-19150527.txt,"Hartford Courant, May 28, 1915",0,0,0,0,0,0,0,0,1,0,,,,,,0,0,0,0,1,0,0,0,0,1,,,,,
62e03baf-f490-56fa-a2c8-70b3d9ec95d2,1915-05-27,0,Colonial,,New Haven,6,,New Bedford,2,,,1:48,,,,transcript/1915/1915-HC/boxes/HC-19150527.txt,"Hartford Courant, May 28, 1915",3,0,0,0,0,0,3,0,0,,,,,,,0,0,0,0,0,0,0,2,0,,,,,,
6934ea6e-63e6-508e-9928-0d81943ec583,1915-05-27,0,Colonial,,Taunton,4,,Springfield,1,,,1:28,,,,transcript/1915/1915-HC/boxes/HC-19150527.txt,"Hartford Courant, May 28, 1915",0,1,0,0,0,0,0,0,3,,,,,,,0,0,0,0,0,0,0,1,0,,,,,,
7834c52b-40d0-5806-8b6b-1bbfc5363a98,1915-05-28,0,Colonial,,New Haven,4,,Fall River,5,,,,,,,transcript/1915/1915-HC/boxes/HC-19150527.txt,"Hartford Courant, May 29, 1915",0,0,1,2,0,0,0,0,1,,,,,,,0,1,0,0,0,4,0,0,x,,,,,,
f9479521-3499-583a-8541-c9991b0d8677,1915-05-28,0,Colonial,,Brockton,1,,Hartford,2,,,1:50,,,,transcript/1915/1915-HC/boxes/HC-19150527.txt,"Hartford Courant, May 29, 1915",0,0,0,0,0,0,0,0,1,,,,,,,0,0,0,1,0,0,1,0,x,,,,,,
320cc261-96fe-5f53-98f1-ed177fb824ae,1915-05-28,0,Colonial,,New Bedford,6,,Pawtucket,5,,,1:52,,,,transcript/1915/1915-HC/boxes/HC-19150527.txt,"Hartford Courant, May 29, 1915",0,0,2,1,0,1,0,2,0,,,,,,,0,0,3,0,2,0,0,0,0,,,,,,
7357d336-6b54-54a5-9cf0-5227c4194317,1915-05-28,0,Colonial,,Taunton,9,,Springfield,10,,,2:15,,,,transcript/1915/1915-HC/boxes/HC-19150527.txt,"Hartford Courant, May 29, 1915",0,1,0,0,0,0,0,0,3,,,,,,,0,0,0,0,0,0,0,1,0,,,,,,
4d827a46-0531-5a47-af1f-610309abc338,1915-05-29,0,Colonial,,Brockton,3,,Fall River,4,,,2:10,,,,transcript/1915/1915-HC/boxes/HC-19150527.txt,"Hartford Courant, May 30, 1915",0,2,1,0,0,0,0,0,0,0,,,,,,0,0,1,1,0,1,0,0,0,1,,,,,
ab1a4b32-7cf4-5879-ac4f-0b92a00b791e,1915-05-29,0,Colonial,,Taunton,5,,New Bedford,7,,,1:46,,,,transcript/1915/1915-HC/boxes/HC-19150527.txt,"Hartford Courant, May 30, 1915",0,0,5,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,2,5,x,,,,,,
316877a2-2c9c-5423-b72a-a21f44fe1889,1915-05-29,0,Colonial,,New Haven,2,,Pawtucket,3,,,2:00,,,,transcript/1915/1915-HC/boxes/HC-19150527.txt,"Hartford Courant, May 30, 1915",1,0,0,0,0,1,0,0,0,0,0,,,,,1,1,0,0,0,0,0,0,0,0,1,,,,
18f869c0-1d2a-5ef5-9ee7-87c2e6664c9f,1915-05-29,0,Colonial,,Hartford,9,,Springfield,5,,,1:50,,,,transcript/1915/1915-HC/boxes/HC-19150527.txt,"Hartford Courant, May 30, 1915",0,3,0,0,2,2,0,2,0,,,,,,,1,1,2,1,0,0,0,0,0,,,,,,
bc0bd36c-2305-52ce-bbf6-f6c28f51730a,1915-05-31,2,Colonial,,Taunton,1,,Brockton,3,,,1:40,,,,transcript/1915/1915-HC/boxes/HC-19150527.txt,"Hartford Courant, June 1, 1915",0,1,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,3,0,0,x,,,,,,
b03c9f2d-3fd6-55d9-b97f-d0ffb1324a33,1915-05-31,2,Colonial,,New Bedford,0,,Fall River,3,,,1:19,,,,transcript/1915/1915-HC/boxes/HC-19150527.txt,"Hartford Courant, June 1, 1915",0,0,0,0,0,0,0,0,0,,,,,,,1,0,0,0,1,0,0,1,x,,,,,,
d22166a9-15c1-5bb5-82cb-f9bdb09d4e07,1915-05-31,1,Colonial,,Springfield,6,,Hartford,0,,,1:45,,,,transcript/1915/1915-HC/boxes/HC-19150527.txt,"Hartford Courant, June 1, 1915",0,0,0,1,0,0,2,3,0,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,
d405a896-f2c5-56fa-8d8b-aaf436e9e64a,1915-05-31,1,Colonial,,Fall River,1,,New Bedford,2,,,1:30,,,,transcript/1915/1915-HC/boxes/HC-19150527.txt,"Hartford Courant, June 1, 1915",1,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,2,0,x,,,,,,
159d48fa-f3c0-5b10-a241-d996a2a3df68,1915-05-31,1,Colonial,,Pawtucket,2,,New Haven,4,,,1:45,,,,transcript/1915/1915-HC/boxes/HC-19150527.txt,"Hartford Courant, June 1, 1915",0,0,0,0,1,1,0,0,0,,,,,,,1,0,0,1,0,0,0,2,x,,,,,,
24cfdeb3-be1f-543a-b599-13b79324f069,1915-05-31,2,Colonial,,Pawtucket,6,,New Haven,3,,,2:00,,,,transcript/1915/1915-HC/boxes/HC-19150527.txt,"Hartford Courant, June 1, 1915",0,3,0,0,0,0,0,3,0,,,,,,,1,1,0,0,1,0,0,0,0,,,,,,
2bc327a5-7d9c-5cb8-b241-3f930b1d6fd8,1915-05-31,2,Colonial,,Hartford,5,,Springfield,2,,,2:00,,,,transcript/1915/1915-HC/boxes/HC-19150527.txt,"Hartford Courant, June 1, 1915",0,0,2,0,0,0,1,0,2,,,,,,,0,0,0,0,0,2,0,0,0,,,,,,
f4811b86-eb49-5319-9a29-111c1e9f8de6,1915-05-31,1,Colonial,,Brockton,4,,Taunton,1,,,,,,,transcript/1915/1915-HC/boxes/HC-19150527.txt,"Hartford Courant, June 1, 1915",0,0,0,0,3,1,0,0,0,,,,,,,0,0,0,0,0,0,0,1,0,,,,,,
9046ab87-e20c-5f21-a92b-8ad37bebb608,1915-06-01,0,Colonial,,New Bedford,5,,Brockton,2,,,2:00,,,,transcript/1915/1915-HC/boxes/HC-19150527.txt,"Hartford Courant, June 2, 1915",0,1,0,0,0,0,0,2,2,,,,,,,0,0,0,0,0,0,1,0,1,,,,,,
75d858f2-a1db-5eae-b2ef-79ff3c0b666d,1915-06-01,0,Colonial,,Springfield,3,,New Haven,12,,,2:00,,,,transcript/1915/1915-HC/boxes/HC-19150527.txt,"Hartford Courant, June 2, 1915",1,0,0,0,0,1,0,0,1,,,,,,,5,0,1,0,2,0,2,2,x,,,,,,
f920f7dc-e3ec-52e9-be5a-aa33059c4b7e,1915-06-01,0,Colonial,,Fall River,0,,Pawtucket,1,,,1:40,,,,transcript/1915/1915-HC/boxes/HC-19150527.txt,"Hartford Courant, June 2, 1915",0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,1,,,,,
02269d3a-b18a-5a95-b756-5e433f9e7cec,1915-06-01,0,Colonial,,Hartford,4,,Taunton,0,,,1:30,,,,transcript/1915/1915-HC/boxes/HC-19150527.txt,"Hartford Courant, June 2, 1915",0,0,0,1,0,0,3,0,0,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,
8a1098f3-f332-535f-9309-880dcdc62f24,1915-06-02,0,Colonial,,Hartford,6,,Brockton,7,,,1:58,,,,transcript/1915/1915-HC/boxes/HC-19150527.txt,"Hartford Courant, June 3, 1915",1,0,2,3,0,0,0,0,0,,,,,,,1,0,2,1,0,0,0,3,x,,,,,,
0d155b27-69bf-5135-97b4-4d76a06d0ea9,1915-06-02,0,Colonial,,Springfield,,,New Haven,,,,,,postponed,cold weather,transcript/1915/1915-HC/boxes/HC-19150527.txt,"Hartford Courant, June 3, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85fb23cc-8f79-534c-b394-2ff4a5576074,1915-06-02,0,Colonial,,Fall River,,,Pawtucket,,,,,,postponed,cold weather,transcript/1915/1915-HC/boxes/HC-19150527.txt,"Hartford Courant, June 3, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bcfdc275-020a-5f64-9a33-1ef4908a5c76,1915-06-02,0,Colonial,,New Bedford,,,Taunton,,,,,,postponed,cold weather,transcript/1915/1915-HC/boxes/HC-19150527.txt,"Hartford Courant, June 3, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b506acb-36b5-5c51-b0c8-9d3cb8247520,1915-06-03,0,Colonial,,New Bedford,5,,Pawtucket,3,,,2:05,,,,transcript/1915/1915-HC/boxes/HC-19150603.txt,"Hartford Courant, June 4, 1915",3,0,0,0,0,0,0,0,0,2,,,,,,0,0,0,0,3,0,0,0,0,0,,,,,
d8abbd04-2358-5a65-85aa-45886027aa15,1915-06-03,0,Colonial,,Fall River,0,,Taunton,4,,,1:48,,,,transcript/1915/1915-HC/boxes/HC-19150603.txt,"Hartford Courant, June 4, 1915",0,0,0,0,0,0,0,0,0,,,,,,,1,0,1,0,1,0,1,0,x,,,,,,
702c0d7c-e700-5a0e-9b86-e5d9b4179623,1915-06-04,0,Colonial,,Fall River,4,,Brockton,1,,,1:59,,,,transcript/1915/1915-HC/boxes/HC-19150603.txt,"Hartford Courant, June 5, 1915",2,0,0,0,0,0,0,1,1,,,,,,,0,1,0,0,0,0,0,0,0,,,,,,
52061607-9c98-55af-a6bf-d2d9da785744,1915-06-04,0,Colonial,,New Bedford,2,,Pawtucket,1,,,1:38,,,,transcript/1915/1915-HC/boxes/HC-19150603.txt,"Hartford Courant, June 5, 1915",0,0,0,0,1,0,0,1,0,,,,,,,0,1,0,0,0,0,0,0,0,,,,,,
1a3162f1-887b-58d0-98b8-8b4861d7b11d,1915-06-05,0,Colonial,,Taunton,8,,Fall River,3,,,2:11,,,,transcript/1915/1915-HC/boxes/HC-19150603.txt,"Hartford Courant, June 6, 1915",0,0,0,1,0,0,0,5,2,,,,,,,0,0,0,1,0,0,0,2,0,,,,,,
d4046072-c4aa-5b88-bb7a-97c22445d43d,1915-06-05,0,Colonial,,Brockton,1,,New Bedford,3,,,1:45,,,,transcript/1915/1915-HC/boxes/HC-19150603.txt,"Hartford Courant, June 6, 1915",0,0,0,1,0,0,0,0,0,,,,,,,0,0,0,0,1,0,0,2,x,,,,,,
135bd9e1-9cb6-5263-9a11-2d3750158a64,1915-06-05,0,Colonial,,Hartford,3,,Pawtucket,1,,,1:32,,,,transcript/1915/1915-HC/boxes/HC-19150603.txt,"Hartford Courant, June 6, 1915",0,0,0,1,0,0,0,0,0,2,,,,,,0,0,0,0,0,0,0,0,1,0,,,,,
469629f6-d6e1-5e1e-b75a-8f6a77740ca6,1915-06-05,1,Colonial,,New Haven,5,,Springfield,0,,,1:35,,,,transcript/1915/1915-HC/boxes/HC-19150603.txt,"Hartford Courant, June 6, 1915",0,0,3,0,1,0,0,1,0,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,
94430860-e1d2-530d-bbb4-ee861e5b31b3,1915-06-05,2,Colonial,,New Haven,4,,Springfield,3,,,1:40,,,,transcript/1915/1915-HC/boxes/HC-19150603.txt,"Hartford Courant, June 6, 1915",1,0,0,1,0,0,0,0,2,,,,,,,0,0,0,0,0,0,3,0,0,,,,,,
3e9742a6-b6d0-5282-9a48-6b1a3cc781bb,1915-06-07,0,Colonial,,Springfield,5,,Brockton,4,,,2:00,,,,transcript/1915/1915-HC/boxes/HC-19150603.txt,"Hartford Courant, June 8, 1915",0,1,2,0,1,0,0,0,0,1,,,,,,1,1,0,0,0,0,0,2,0,0,,,,,
36bc215f-31fa-5d89-99d7-58885210ace4,1915-06-07,0,Colonial,,New Bedford,6,,Fall River,3,,,1:50,,,,transcript/1915/1915-HC/boxes/HC-19150603.txt,"Hartford Courant, June 8, 1915",0,0,0,0,0,1,0,3,2,,,,,,,0,0,2,0,0,1,0,0,0,,,,,,
a3d8c97f-058c-5764-955c-4dba43f0880f,1915-06-07,0,Colonial,,Hartford,1,,New Haven,2,,,1:50,,,,transcript/1915/1915-HC/boxes/HC-19150603.txt,"Hartford Courant, June 8, 1915",1,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,0,0,1,,,,,
6f7837e1-e8cb-5b8b-9272-4b3c450b824d,1915-06-07,0,Colonial,,Pawtucket,6,,Taunton,5,,,1:55,,,,transcript/1915/1915-HC/boxes/HC-19150603.txt,"Hartford Courant, June 8, 1915",0,0,0,6,0,0,0,0,0,,,,,,,3,0,0,0,0,0,0,0,2,,,,,,
c93e034e-b69c-56e9-ad35-7917475a08d8,1915-06-08,1,Colonial,,Springfield,0,,Brockton,1,,,2:10,,,,transcript/1915/1915-HC/boxes/HC-19150603.txt,"Hartford Courant, June 9, 1915",0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,1,0,0,0,x,,,,,,
76351d7c-3b01-55cc-b743-32b97564c96b,1915-06-08,2,Colonial,,Springfield,1,,Brockton,2,,,1:30,,,,transcript/1915/1915-HC/boxes/HC-19150603.txt,"Hartford Courant, June 9, 1915",0,0,0,0,1,0,0,0,,,,,,,,0,0,0,0,1,0,0,1,,,,,,,
557825aa-75c7-5130-b1d4-9410071f8a1e,1915-06-08,0,Colonial,,New Bedford,1,,Hartford,3,,,1:40,,,,transcript/1915/1915-HC/boxes/HC-19150603.txt,"Hartford Courant, June 9, 1915",0,0,0,1,0,0,0,0,0,,,,,,,2,1,0,0,0,0,0,0,x,,,,,,
db5abfe1-f4eb-52c9-8066-656088d8d611,1915-06-08,0,Colonial,,Fall River,2,,New Haven,1,,,1:20,,,,transcript/1915/1915-HC/boxes/HC-19150603.txt,"Hartford Courant, June 9, 1915",0,0,0,0,0,0,0,1,1,,,,,,,0,0,0,0,0,0,0,1,0,,,,,,
9086fcdb-dbc1-5226-826d-37ddf3c6b51f,1915-06-08,0,Colonial,,Pawtucket,,,Taunton,,,,,,postponed,cold weather,transcript/1915/1915-HC/boxes/HC-19150603.txt,"Hartford Courant, June 9, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dae57a72-49c3-5e4b-9cff-ce6396fc4425,1915-06-09,0,Colonial,,New Bedford,4,,Hartford,6,,,1:40,,,,transcript/1915/1915-HC/boxes/HC-19150603.txt,"Hartford Courant, June 10, 1915",0,0,0,0,0,1,0,3,0,,,,,,,3,0,1,1,0,0,0,1,x,,,,,,
e9fbd45d-c531-55d8-a3cd-a704fcc28328,1915-06-09,0,Colonial,,Fall River,4,,New Haven,0,,,1:40,,,,transcript/1915/1915-HC/boxes/HC-19150603.txt,"Hartford Courant, June 10, 1915",0,0,0,3,0,0,0,1,0,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,
af47db01-b622-5b5e-bc57-e10f4868ec8f,1915-06-09,0,Colonial,,Pawtucket,2,,Taunton,7,,,1:45,,,,transcript/1915/1915-HC/boxes/HC-19150603.txt,"Hartford Courant, June 10, 1915",0,0,1,0,0,1,0,0,0,,,,,,,0,0,0,1,0,0,4,2,x,,,,,,
815085e7-835d-5e2d-82ad-8e34b3bba44b,1915-06-10,0,Colonial,,Pawtucket,3,,Brockton,0,,,1:41,,,,transcript/1915/1915-HC/boxes/HC-19150610.txt,"Hartford Courant, June 11, 1915",0,0,3,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,
adf7233d-30a7-518d-b76c-dc8ae782d6d6,1915-06-10,0,Colonial,,New Bedford,5,,Hartford,0,,,1:30,,,,transcript/1915/1915-HC/boxes/HC-19150610.txt,"Hartford Courant, June 11, 1915",0,0,1,0,0,2,0,0,2,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,
7de7687d-0aa6-51db-9030-30fecd917473,1915-06-10,0,Colonial,,Fall River,1,,New Haven,2,,,1:30,,,,transcript/1915/1915-HC/boxes/HC-19150610.txt,"Hartford Courant, June 11, 1915",0,0,0,1,0,0,0,0,0,,,,,,,0,0,1,0,0,0,0,1,x,,,,,,
8cb78f34-943f-530b-8cd9-1aebdd62d580,1915-06-10,0,Colonial,,Springfield,9,,Taunton,7,,,2:22,,,,transcript/1915/1915-HC/boxes/HC-19150610.txt,"Hartford Courant, June 11, 1915",1,0,0,1,0,0,0,3,2,2,,,,,,1,0,0,0,0,0,0,3,3,0,,,,,
0006dce0-4998-5bc7-8d38-daaa10a6c711,1915-06-11,0,Colonial,,Pawtucket,3,,Brockton,4,,,1:44,,,,transcript/1915/1915-HC/boxes/HC-19150610.txt,"Hartford Courant, June 12, 1915",0,1,0,0,0,0,0,2,0,,,,,,,0,2,1,0,0,1,0,0,x,,,,,,
c775b2df-cc49-538c-a818-f0c0f5eb2629,1915-06-11,0,Colonial,,Fall River,4,,Hartford,2,,,1:30,,,,transcript/1915/1915-HC/boxes/HC-19150610.txt,"Hartford Courant, June 12, 1915",0,0,0,0,3,0,1,0,0,,,,,,,0,1,0,0,0,0,0,1,0,,,,,,
bcae80e0-2e66-5a41-89f0-ef5ea232c344,1915-06-11,0,Colonial,,New Bedford,1,,New Haven,2,,,2:00,,,,transcript/1915/1915-HC/boxes/HC-19150610.txt,"Hartford Courant, June 12, 1915",1,0,0,0,0,0,0,0,0,0,,,,,,1,0,0,0,0,0,0,0,0,1,,,,,
73e0fc36-6087-549c-86e8-b4bb19ed64c2,1915-06-11,0,Colonial,,Springfield,6,,Taunton,2,,,2:08,,,,transcript/1915/1915-HC/boxes/HC-19150610.txt,"Hartford Courant, June 12, 1915",1,0,0,3,1,0,0,1,0,,,,,,,0,2,0,0,0,0,0,0,0,,,,,,
94e3decb-a917-53be-ac0c-fc62d715ee23,1915-06-12,0,Colonial,,Taunton,2,,Brockton,3,,,1:43,,,,transcript/1915/1915-HC/boxes/HC-19150610.txt,"Hartford Courant, June 13, 1915",0,0,0,0,0,0,2,0,0,,,,,,,0,0,2,1,0,0,0,0,x,,,,,,
43db0c04-e6c3-5699-bc87-b51d3e4a7066,1915-06-12,1,Colonial,,Fall River,4,,Hartford,5,,,2:10,,,,transcript/1915/1915-HC/boxes/HC-19150610.txt,"Hartford Courant, June 13, 1915",0,0,2,0,0,1,0,0,0,1,,,,,,1,0,0,0,0,2,0,0,0,2,,,,,
b53185a2-620c-524a-b47e-ab7abd348040,1915-06-12,2,Colonial,,Fall River,3,,Hartford,8,,,1:30,,,,transcript/1915/1915-HC/boxes/HC-19150610.txt,"Hartford Courant, June 13, 1915",0,0,1,0,0,1,1,,,,,,,,,0,0,4,1,0,3,x,,,,,,,,
e755eee6-1c26-518c-8762-eb82153050eb,1915-06-12,0,Colonial,,New Bedford,3,,New Haven,0,,,1:31,,,,transcript/1915/1915-HC/boxes/HC-19150610.txt,"Hartford Courant, June 13, 1915",0,1,0,0,1,0,0,0,1,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,
