league.year,league.name,person.ref,person.name.last,person.name.given,entry.name,S_FIRST,S_LAST,B_G,P_G,F_1B_G,F_2B_G,F_3B_G,F_SS_G,F_OF_G,F_LF_G,F_CF_G,F_RF_G,F_C_G,F_P_G
1915,Colonial League,ATMS0101,Adams,,Pawtucket,1915-05-31,1915-08-03,20,19,0,0,0,0,1,1,0,0,0,19
1915,Colonial League,ALTR0104,Aldred,,Brockton,1915-06-10,1915-07-10,24,0,0,0,0,0,24,0,0,24,0,0
1915,Colonial League,ALTR0204,Aldred,,New Bedford,1915-07-22,1915-08-11,19,0,0,0,0,0,19,17,2,0,0,0
1915,Colonial League,ALTR0304,Aldred,,Pawtucket,1915-05-20,1915-06-07,11,0,0,0,0,0,11,10,0,1,0,0
1915,Colonial League,ALTR0404,Aldrich,,Pawtucket,1915-05-23,1915-05-23,1,0,0,0,0,0,1,1,0,0,0,0
1915,Colonial League,ALRT0101,Alward,,Brockton,1915-07-05,1915-07-05,1,0,0,0,0,0,1,0,0,1,0,0
1915,Colonial League,PNKS0101,Bangs,,Brockton,1915-05-20,1915-08-11,58,0,0,58,0,0,0,0,0,0,0,0
1915,Colonial League,PRZZ0102,Barry,,Pawtucket,1915-07-13,1915-08-11,22,0,0,0,0,0,0,0,0,0,21,0
1915,Colonial League,PRZZ0202,Barry,,Taunton,1915-05-20,1915-07-05,37,0,0,0,0,0,0,0,0,0,37,0
1915,Colonial League,PNSN0101,Benson,,Brockton,1915-05-21,1915-08-07,20,18,0,0,0,0,2,0,0,2,0,18
1915,Colonial League,PNTL0102,Bentley,,Fall River,1915-05-20,1915-07-10,46,0,0,0,37,9,0,0,0,0,0,0
1915,Colonial League,PNTL0202,Bentley,,Springfield,1915-07-12,1915-08-11,27,0,0,0,2,23,0,0,0,0,0,0
1915,Colonial League,PLML0101,Bielmiller,,Springfield,1915-05-29,1915-06-01,4,0,0,0,0,4,0,0,0,0,0,0
1915,Colonial League,PLRT0101,Billiard,,Hartford,1915-05-20,1915-08-06,23,17,0,0,0,0,3,0,0,3,0,17
1915,Colonial League,PLKZ0101,Black,,Brockton,1915-06-30,1915-07-10,11,0,0,0,0,0,11,0,11,0,0,0
1915,Colonial League,PTML0102,Bottomley,,Pawtucket,1915-06-17,1915-08-10,27,0,0,0,0,0,19,5,12,2,6,0
1915,Colonial League,PTML0202,Bottomly,,Pawtucket,1915-06-10,1915-08-11,11,0,0,0,0,1,5,2,2,1,6,0
1915,Colonial League,PXRZ0101,Boucher,,Pawtucket,1915-05-29,1915-07-22,42,0,0,10,0,32,0,0,0,0,0,0
1915,Colonial League,PRKZ0102,Bourcier,,Springfield,1915-08-07,1915-08-07,1,1,0,0,0,0,0,0,0,0,0,1
1915,Colonial League,PLZZ0102,Boyle,,Pawtucket,1915-08-03,1915-08-11,6,2,0,0,0,0,4,2,2,0,0,2
1915,Colonial League,PRKL0101,Brickley,,Fall River,1915-05-27,1915-05-27,1,0,0,0,0,0,1,0,0,1,0,0
1915,Colonial League,PRJS0101,Bridges,,Springfield,1915-05-20,1915-06-01,6,0,0,0,0,0,0,0,0,0,4,0
1915,Colonial League,PRKZ0202,Burke,,Hartford,1915-06-26,1915-06-26,1,0,0,0,0,0,0,0,0,0,1,0
1915,Colonial League,PRNS0102,Burns,,Brockton,1915-07-06,1915-07-06,1,0,0,1,0,0,0,0,0,0,0,0
1915,Colonial League,PRNS0202,Burns,,Pawtucket,1915-05-20,1915-07-10,39,0,39,0,0,0,0,0,0,0,0,0
1915,Colonial League,PXZZ0101,Bush,,Brockton,1915-06-21,1915-06-21,1,0,0,0,0,1,0,0,0,0,0,0
1915,Colonial League,KPRR0101,Cabrera,,Springfield,1915-06-12,1915-07-10,24,0,0,0,0,24,0,0,0,0,0,0
1915,Colonial League,KNNZ0101,Cannon,,Hartford,1915-05-25,1915-06-28,25,0,0,2,0,0,0,0,0,0,23,0
1915,Colonial League,KRZZ0101,Carr,,Pawtucket,1915-05-23,1915-08-10,63,1,0,0,63,1,0,0,0,0,0,1
1915,Colonial League,KSFN0102,Casavant,,New Bedford,1915-05-25,1915-05-27,2,0,0,0,0,0,1,1,0,0,0,0
1915,Colonial League,KSFN0202,Cassavant,,New Bedford,1915-05-20,1915-06-12,14,1,0,0,0,1,12,0,0,12,0,1
1915,Colonial League,KFNK0102,Cavanaugh,,Hartford,1915-07-06,1915-07-09,4,0,0,0,0,0,4,0,0,4,0,0
1915,Colonial League,XPLZ0103,Chapelle,,New Haven,1915-06-29,1915-06-29,1,1,0,0,0,0,0,0,0,0,0,1
1915,Colonial League,XPLZ0203,Chappell,,New Haven,1915-06-22,1915-06-22,1,1,0,0,0,0,0,0,0,0,0,1
1915,Colonial League,XPLZ0303,Chappelle,,New Haven,1915-05-23,1915-06-23,10,10,0,0,0,0,0,0,0,0,0,10
1915,Colonial League,XNRT0101,Chouinard,,Hartford,1915-05-20,1915-08-11,70,0,0,7,0,42,21,7,14,0,0,0
1915,Colonial League,XNNR0101,Chouninard,,Hartford,1915-06-26,1915-06-26,1,0,0,0,0,1,0,0,0,0,0,0
1915,Colonial League,KRMN0103,Clairmont,,Taunton,1915-06-17,1915-06-17,1,1,0,0,0,0,0,0,0,0,0,1
1915,Colonial League,KRMN0203,Claremont,,Taunton,1915-05-28,1915-05-28,1,1,0,0,0,0,0,0,0,0,0,1
1915,Colonial League,KRMN0303,Clermont,,Taunton,1915-06-01,1915-06-11,3,3,0,0,0,0,0,0,0,0,0,3
1915,Colonial League,KLZZ0107,Cole,,New Haven,1915-06-14,1915-06-14,1,0,0,0,0,0,1,0,1,0,0,0
1915,Colonial League,KLSZ0101,Coles,,New Haven,1915-05-20,1915-08-11,73,0,0,0,0,0,73,0,73,0,0,0
1915,Colonial League,KLNS0101,Collins,,Springfield,1915-07-15,1915-08-11,26,1,0,0,0,0,26,0,26,0,0,1
1915,Colonial League,KNLZ0103,Connell,,Fall River,1915-05-20,1915-07-10,20,0,2,0,0,0,0,0,0,0,17,0
1915,Colonial League,KNLZ0203,Connell,,New Bedford,1915-06-16,1915-07-03,12,0,0,0,0,0,4,0,0,4,8,0
1915,Colonial League,KNLZ0303,Connell,,Taunton,1915-05-20,1915-05-20,1,0,0,0,0,1,0,0,0,0,0,0
1915,Colonial League,KNZZ0103,Cooney,,Pawtucket,1915-05-20,1915-05-22,2,0,0,0,2,0,0,0,0,0,0,0
1915,Colonial League,KRTN0101,Courtney,,Brockton,1915-06-16,1915-08-11,39,0,7,0,17,0,15,0,10,6,0,0
1915,Colonial League,KKZZ0102,Crook,,New Bedford,1915-06-11,1915-08-02,16,0,16,0,0,0,0,0,0,0,0,0
1915,Colonial League,KKZZ0202,Crooke,,New Bedford,1915-06-26,1915-06-26,1,0,1,0,0,0,0,0,0,0,0,0
1915,Colonial League,KKSZ0101,Crooks,,New Bedford,1915-06-17,1915-08-11,39,0,39,0,0,0,0,0,0,0,0,0
1915,Colonial League,K0RZ0101,Crowther,,Pawtucket,1915-05-20,1915-05-28,6,0,0,0,0,6,0,0,0,0,0,0
1915,Colonial League,TLZZ0101,Daly,,Fall River,1915-06-10,1915-06-10,1,1,0,0,0,0,0,0,0,0,0,1
1915,Colonial League,TPRJ0101,De Bridges,,Pawtucket,1915-07-29,1915-07-29,1,0,0,0,0,0,1,0,1,0,0,0
1915,Colonial League,TNZZ0102,Dean,,Taunton,1915-05-20,1915-06-12,15,0,0,15,0,0,0,0,0,0,0,0
1915,Colonial League,TNZZ0202,Deane,,Taunton,1915-05-22,1915-05-22,1,0,0,1,0,0,0,0,0,0,0,0
1915,Colonial League,TLHN0102,Delahanty,,Hartford,1915-06-23,1915-07-17,13,0,0,12,0,0,0,0,0,0,0,0
1915,Colonial League,TLHN0202,Delehanty,,Hartford,1915-05-20,1915-08-10,47,0,1,45,0,0,0,0,0,0,0,0
1915,Colonial League,TMZZ0103,Demo,,New Bedford,1915-06-04,1915-06-04,1,0,0,1,0,0,0,0,0,0,0,0
1915,Colonial League,TMZZ0203,Demoe,,Hartford,1915-07-15,1915-08-11,27,0,0,0,0,27,0,0,0,0,0,0
1915,Colonial League,TMZZ0303,Demoe,,New Bedford,1915-05-20,1915-07-07,36,0,0,36,0,1,0,0,0,0,0,0
1915,Colonial League,TMPS0102,Dempsey,,Brockton,1915-05-20,1915-08-11,58,0,0,0,0,0,1,0,0,1,57,0
1915,Colonial League,TFNZ0104,Deviney,,New Bedford,1915-05-29,1915-05-29,1,1,0,0,0,0,0,0,0,0,0,1
1915,Colonial League,TFNZ0204,Devinney,,New Bedford,1915-06-01,1915-08-09,21,15,0,0,0,0,4,1,1,2,0,15
1915,Colonial League,TKRS0101,Dickerson,,Brockton,1915-06-05,1915-06-05,1,0,0,0,0,0,1,0,0,1,0,0
1915,Colonial League,TKNS0101,Dickinson,,Brockton,1915-05-27,1915-06-08,11,0,0,0,0,0,11,0,0,11,0,0
1915,Colonial League,TFNZ0304,Diviney,,New Bedford,1915-05-24,1915-07-15,3,3,0,0,0,0,0,0,0,0,0,3
1915,Colonial League,TFNZ0404,Divinney,,New Bedford,1915-06-25,1915-07-21,3,2,0,0,0,0,1,0,1,0,0,2
1915,Colonial League,THRT0102,Doherty,,Brockton,1915-05-20,1915-08-11,70,0,0,0,0,70,0,0,0,0,0,0
1915,Colonial League,THRT0202,Doherty,,New Bedford,1915-05-20,1915-05-20,1,0,0,0,1,0,0,0,0,0,0,0
1915,Colonial League,TLNZ0101,Dolan,,Fall River,1915-06-10,1915-06-12,3,1,0,0,0,0,2,0,1,1,0,1
1915,Colonial League,TRTZ0101,Dougherty,,Brockton,1915-05-24,1915-05-24,1,0,0,0,0,1,0,0,0,0,0,0
1915,Colonial League,TKTZ0102,Dukett,,New Bedford,1915-06-24,1915-06-24,1,0,0,0,0,0,1,0,0,1,0,0
1915,Colonial League,TKTZ0202,Dukette,,New Bedford,1915-06-21,1915-08-11,49,0,0,4,0,0,45,2,0,43,0,0
1915,Colonial League,ATNZ0105,Eaton,,New Bedford,1915-05-20,1915-06-11,7,7,0,0,0,0,0,0,0,0,0,7
1915,Colonial League,ATNZ0205,Eaton,,New Haven,1915-08-09,1915-08-09,1,1,0,0,0,0,0,0,0,0,0,1
1915,Colonial League,ATNZ0305,Eaton,,Pawtucket,1915-07-13,1915-07-29,5,5,1,0,0,0,0,0,0,0,0,5
1915,Colonial League,ATNZ0405,Eaton,,Taunton,1915-06-16,1915-07-10,9,9,0,0,0,0,0,0,0,0,0,9
1915,Colonial League,ATRT0102,Edwards,,New Haven,1915-05-20,1915-08-11,72,1,0,0,72,0,0,0,0,0,0,1
1915,Colonial League,ARRT0101,Erhart,,New Haven,1915-06-09,1915-06-16,3,0,1,0,0,1,1,0,0,1,0,0
1915,Colonial League,FLZZ0101,Foley,,Springfield,1915-06-05,1915-06-08,5,0,5,0,0,0,0,0,0,0,0,0
1915,Colonial League,FRSR0103,Fraser,,New Haven,1915-05-29,1915-08-07,11,0,0,11,0,0,0,0,0,0,0,0
1915,Colonial League,FRSZ0103,Frasier,,New Haven,1915-06-07,1915-08-11,45,0,0,45,0,0,0,0,0,0,0,0
1915,Colonial League,FRSR0203,Frazer,,New Haven,1915-05-25,1915-06-23,4,0,0,4,0,0,0,0,0,0,0,0
1915,Colonial League,FRSZ0203,Frazier,,New Haven,1915-05-20,1915-07-29,13,0,0,13,0,0,0,0,0,0,0,0
1915,Colonial League,FRTR0106,Frederich,,New Haven,1915-06-29,1915-06-29,1,0,1,0,0,0,0,0,0,0,0,0
1915,Colonial League,FRTR0206,Frederick,,New Haven,1915-06-21,1915-07-22,6,0,5,0,0,0,0,0,0,0,0,0
1915,Colonial League,FRTR0306,Fredericks,,New Haven,1915-07-20,1915-07-26,7,0,7,0,0,0,0,0,0,0,0,0
1915,Colonial League,FRTR0406,Freidrich,,New Haven,1915-07-07,1915-07-13,2,0,2,0,0,0,0,0,0,0,0,0
1915,Colonial League,FRTK0101,Freitag,,Taunton,1915-05-20,1915-05-20,1,0,0,0,0,0,1,0,0,1,0,0
1915,Colonial League,FRTR0506,Friederich,,New Haven,1915-06-22,1915-07-31,8,0,6,0,2,0,0,0,0,0,0,0
1915,Colonial League,FRTR0606,Friedrich,,New Haven,1915-06-25,1915-07-27,16,1,15,0,0,0,0,0,0,0,0,1
1915,Colonial League,FRSR0303,Froser,,New Haven,1915-05-22,1915-05-22,1,0,0,1,0,0,0,0,0,0,0,0
1915,Colonial League,FRRZ0101,Fryer,,Pawtucket,1915-05-20,1915-07-10,37,0,0,37,0,0,0,0,0,0,0,0
1915,Colonial League,FRSZ0303,Fryes,,Pawtucket,1915-06-03,1915-06-03,1,0,0,1,0,0,0,0,0,0,0,0
1915,Colonial League,KNRZ0101,Gagner,,Springfield,1915-08-11,1915-08-11,1,0,0,0,0,1,0,0,0,0,0,0
1915,Colonial League,KNZZ0203,Gagnier,,Springfield,1915-06-16,1915-08-10,52,0,0,51,0,1,0,0,0,0,0,0
1915,Colonial League,KMNS0101,Gammons,,New Bedford,1915-05-20,1915-06-09,5,0,1,0,0,0,2,1,0,1,3,0
1915,Colonial League,KTTZ0102,Gaudett,,Hartford,1915-06-14,1915-06-14,1,0,0,0,0,0,1,0,0,1,0,0
1915,Colonial League,KTTZ0202,Gaudette,,Hartford,1915-05-20,1915-08-11,70,8,0,0,0,0,62,27,1,34,0,8
1915,Colonial League,JRNZ0101,Gearin,,Pawtucket,1915-05-23,1915-08-10,19,19,0,0,0,0,0,0,0,0,0,19
1915,Colonial League,JNST0101,Genest,,Springfield,1915-06-25,1915-07-14,17,0,0,0,0,0,17,0,17,0,0,0
1915,Colonial League,KRNZ0101,Geran,,Pawtucket,1915-05-20,1915-05-20,1,1,0,0,0,0,0,0,0,0,0,1
1915,Colonial League,JKSZ0103,Giggs,,New Bedford,1915-05-31,1915-06-05,4,0,0,0,4,0,0,0,0,0,0,0
1915,Colonial League,KLLZ0107,Gilhooley,,Fall River,1915-07-03,1915-07-10,7,0,5,0,2,0,0,0,0,0,0,0
1915,Colonial League,KLLZ0207,Gilhooley,,Pawtucket,1915-07-15,1915-08-06,7,0,7,0,1,0,0,0,0,0,0,0
1915,Colonial League,KLLZ0307,Gilhooly,,Fall River,1915-06-28,1915-07-07,4,0,1,0,3,0,0,0,0,0,0,0
1915,Colonial League,KLLZ0407,Gilhooly,,Pawtucket,1915-08-09,1915-08-09,1,0,1,0,0,0,0,0,0,0,0,0
1915,Colonial League,KLLZ0507,Gillooley,,Pawtucket,1915-07-20,1915-07-20,1,0,1,0,0,0,0,0,0,0,0,0
1915,Colonial League,KLLZ0607,Gillooly,,Fall River,1915-06-24,1915-07-05,5,0,1,0,3,1,0,0,0,0,0,0
1915,Colonial League,KLLZ0707,Gillooly,,Pawtucket,1915-07-12,1915-08-11,19,0,17,0,1,0,2,0,2,0,0,0
1915,Colonial League,KLMR0101,Gilmore,,Pawtucket,1915-05-20,1915-08-11,64,0,0,0,0,0,64,0,1,63,0,0
1915,Colonial League,KLRZ0101,Gilroy,,Taunton,1915-05-22,1915-07-10,31,1,0,0,0,0,27,0,0,27,1,1
1915,Colonial League,JRZZ0101,Giroux,,Fall River,1915-05-20,1915-05-24,4,0,0,0,0,0,4,0,0,4,0,0
1915,Colonial League,KLSN0101,Gleason,,New Bedford,1915-05-20,1915-08-11,30,18,0,2,0,0,8,7,0,1,0,18
1915,Colonial League,KLNN0101,Glennon,,Fall River,1915-05-20,1915-07-10,36,0,0,0,0,35,0,0,0,0,0,0
1915,Colonial League,KLTN0101,Golden,,Fall River,1915-05-25,1915-07-09,18,9,0,0,0,0,9,0,0,9,0,9
1915,Colonial League,KFZZ0101,Gough,,Taunton,1915-06-21,1915-06-21,1,1,0,0,0,0,0,0,0,0,0,1
1915,Colonial League,KRNL0101,Greenalade,,New Bedford,1915-05-20,1915-05-20,1,0,0,0,0,0,1,0,0,1,0,0
1915,Colonial League,KRNS0101,Greenslade,,New Bedford,1915-05-22,1915-07-10,38,0,0,0,0,0,38,28,0,10,0,0
1915,Colonial League,KRPR0102,Gruber,,Brockton,1915-05-20,1915-06-08,12,0,12,0,0,0,0,0,0,0,0,0
1915,Colonial League,KRPR0202,Grueber,,Brockton,1915-05-29,1915-05-31,2,0,2,0,0,0,0,0,0,0,0,0
1915,Colonial League,HTKZ0101,Haddock,,New Haven,1915-08-09,1915-08-09,1,1,0,0,0,0,0,0,0,0,0,1
1915,Colonial League,HTKS0102,Haddocks,,New Haven,1915-07-19,1915-07-19,1,1,0,0,0,0,0,0,0,0,0,1
1915,Colonial League,HTKS0202,Haddox,,New Haven,1915-07-24,1915-08-02,3,3,0,0,0,0,0,0,0,0,0,3
1915,Colonial League,HLZZ0101,Haley,,Fall River,1915-05-20,1915-06-30,10,10,0,0,0,0,0,0,0,0,0,10
1915,Colonial League,HLFR0103,Hallfrick,,Hartford,1915-07-29,1915-07-29,1,0,0,0,0,0,1,0,0,1,0,0
1915,Colonial League,HRZZ0103,Hare,,Springfield,1915-06-12,1915-06-12,1,1,0,0,0,0,0,0,0,0,0,1
1915,Colonial League,HRLZ0102,Harlow,,New Bedford,1915-05-22,1915-07-21,49,0,0,0,0,47,2,0,0,2,0,0
1915,Colonial League,HRLZ0202,Harlowe,,New Bedford,1915-05-31,1915-05-31,1,0,0,0,0,1,0,0,0,0,0,0
1915,Colonial League,HRSZ0101,Harris,,New Haven,1915-07-19,1915-07-19,1,0,0,0,0,0,0,0,0,0,0,0
1915,Colonial League,HRTZ0101,Hart,,Taunton,1915-05-20,1915-05-31,7,0,1,0,0,0,6,0,0,6,0,0
1915,Colonial League,HRZZ0203,Heir,,New Haven,1915-07-09,1915-07-26,7,7,0,0,1,0,0,0,0,0,0,7
1915,Colonial League,HRZZ0303,Heir,,Springfield,1915-06-22,1915-06-26,2,2,0,0,0,0,0,0,0,0,0,2
1915,Colonial League,HLFR0203,Hellfrich,,Hartford,1915-07-05,1915-08-07,8,7,0,0,0,0,1,0,1,0,0,7
1915,Colonial League,HLFR0303,Hellfricht,,Hartford,1915-08-11,1915-08-11,1,1,0,0,0,0,0,0,0,0,0,1
1915,Colonial League,HRNK0101,Herring,,New Haven,1915-07-07,1915-08-07,14,10,0,0,0,0,0,0,0,0,0,10
