league.year,league.name,league.phase,person.ref,person.name.last,person.name.given,S_FIRST,S_LAST,U_G
1908,Central Kansas League,regular,P4298158,,,1908-06-29,1908-08-08,10
1908,Central Kansas League,regular,P7869979,Ashton,,1908-06-22,1908-07-24,17
1908,Central Kansas League,regular,P7601312,Bush,,1908-07-01,1908-07-08,4
1908,Central Kansas League,regular,P7200585,Crow,,1908-06-24,1908-06-24,1
1908,Central Kansas League,regular,P9766932,Eddy,,1908-07-28,1908-07-28,1
1908,Central Kansas League,regular,P3836235,Ivey,,1908-07-29,1908-07-29,1
1908,Central Kansas League,regular,P2889413,L. Ludes,,1908-06-22,1908-06-23,2
1908,Central Kansas League,regular,P9701719,Leo Herzig,,1908-07-23,1908-07-23,1
1908,Central Kansas League,regular,P3021355,Ludes,,1908-06-24,1908-08-10,4
1908,Central Kansas League,regular,P3310035,Miller,,1908-07-06,1908-07-06,1
1908,Central Kansas League,regular,P4971117,Rimer,,1908-07-03,1908-08-10,14
1908,Central Kansas League,regular,P6333574,Salthouse,,1908-06-23,1908-06-26,4
1908,Central Kansas League,regular,P2557825,Shaw,,1908-06-26,1908-07-28,3
