key,date,number,league,phase,site,away,away.score,away.manager,home,home.score,home.manager,A,T,forfeit.to,status,status.reason,outsatend,filename,source,away.score.1,away.score.2,away.score.3,away.score.4,away.score.5,away.score.6,away.score.7,away.score.8,away.score.9,away.score.10,away.score.11,away.score.12,home.score.1,home.score.2,home.score.3,home.score.4,home.score.5,home.score.6,home.score.7,home.score.8,home.score.9,home.score.10,home.score.11,home.score.12
KZSPLZG,1908-06-26,0,Central Kansas,regular,,McPherson,3,,Minneapolis,8,,,,,,,,1908/1908-SDU/SDU-19080622.txt,"The Salina Daily Union Jun 27, 1908",,,,,,,,,,,,,,,,,,,,,,,,
RNJBSRV,1908-06-26,0,Central Kansas,regular,,Little River,0,,Salina,1,,,1:15,,,,,1908/1908-SDU/SDU-19080622.txt,"The Salina Daily Union Jun 27, 1908",0,0,0,0,0,0,0,0,0,,,,0,0,1,0,0,0,0,0,x,,,
NGVPHSM,1908-06-27,0,Central Kansas,regular,,Salina,2,,Little River,4,,,,,,,,1908/1908-SDU/SDU-19080622.txt,"The Salina Daily Union Jun 29, 1908",1,1,0,0,0,0,0,0,0,,,,0,1,0,0,0,3,0,0,0,,,
ZQHYLTW,1908-06-29,0,Central Kansas,regular,,Minneapolis,2,,Little River,0,,,,,,,,1908/1908-SDU/SDU-19080629.txt,The Salina Daily Union,0,0,0,0,0,0,0,2,0,,,,0,0,0,0,0,0,0,0,x,,,
XVHQYFN,1908-06-29,0,Central Kansas,regular,,Ellsworth,1,,McPherson,1,,,,,,,,1908/1908-SDU/SDU-19080629.txt,"The Salina Daily Union Jun 30, 1908",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
KRZMJHD,1908-06-29,0,Central Kansas,regular,,Salina,1,,Newton,2,,,,,,,,1908/1908-SDU/SDU-19080629.txt,The Salina Daily Union,0,0,0,0,0,0,1,0,0,,,,0,0,0,0,0,2,0,0,x,,,
SVBQNVM,1908-06-30,0,Central Kansas,regular,,Salina,5,,Newton,3,,,1:35,,,,,1908/1908-SDU/SDU-19080629.txt,The Salina Daily Union,0,0,5,0,0,0,0,0,0,,,,2,0,0,0,0,1,0,0,0,,,
YXSVDQB,1908-07-01,0,Central Kansas,regular,,Minneapolis,2,,Little River,5,,,1:25,,,,,1908/1908-SDU/SDU-19080629.txt,"The Salina Saily Union Jul 2, 1908",,,,,,,,,,,,,,,,,,,,,,,,
PKBQMVC,1908-07-01,0,Central Kansas,regular,,Salina,0,,Newton,1,,,1:20,,,,,1908/1908-SDU/SDU-19080629.txt,"The Salina Daily Union Jul 2, 1908",0,0,0,0,0,0,0,0,0,,,,0,0,1,0,0,0,0,0,0,,,
CSWSJPV,1908-07-02,0,Central Kansas,regular,,Salina,3,,McPherson,1,,,,,,,,1908/1908-SDU/SDU-19080629.txt,"The Salina Daily Union Jul 3, 1908",0,0,0,3,0,0,0,0,0,,,,0,0,1,0,0,0,0,0,0,,,
KDVJYQN,1908-07-02,0,Central Kansas,regular,,Minneapolis,6,,Newton,0,,,1:35,,,,,1908/1908-SDU/SDU-19080629.txt,"The Salina Daily Union Jul 3, 1908",0,0,0,0,0,0,0,6,0,,,,0,0,0,0,0,0,0,0,0,,,
VHPYYKZ,1908-07-03,0,Central Kansas,regular,,Ellsworth,1,,Little River,9,,,1:25,,,,,1908/1908-SDU/SDU-19080629.txt,"The Salina Daily Union Jul 4, 1908",0,0,1,0,0,0,0,0,0,,,,1,1,0,0,1,1,1,4,x,,,
NLNCQPG,1908-07-03,0,Central Kansas,regular,,Salina,6,,McPherson,1,,,,,,,,1908/1908-SDU/SDU-19080629.txt,"The Salina Daily Union Jul 4, 1908",3,0,0,1,0,2,0,0,0,,,,0,0,0,0,0,0,0,0,1,,,
JGQGPFB,1908-07-04,1,Central Kansas,regular,,Little River,1,,McPherson,3,,,,,,,,1908/1908-SDU/SDU-19080629.txt,"The Salina Dail Union Jul 6, 1908",0,0,0,0,0,0,1,0,0,,,,0,2,1,0,0,0,0,0,x,,,
FSNFDFP,1908-07-04,2,Central Kansas,regular,,Little River,2,,McPherson,4,,,,,,,,1908/1908-SDU/SDU-19080629.txt,"The Salina Daily Union Jul 6, 1908",0,0,0,0,2,0,0,,,,,,0,0,0,0,4,0,x,,,,,
XMZHDSM,1908-07-04,1,Central Kansas,regular,,Ellsworth,2,,Newton,0,,250,1:25,,,,,1908/1908-SDU/SDU-19080629.txt,"The Salina Daily Union Jul 6, 1908",0,0,0,1,0,1,0,0,0,,,,0,0,0,0,0,0,0,0,0,,,
NXBFPHS,1908-07-04,2,Central Kansas,regular,,Ellsworth,1,,Newton,2,,1500,1:45,,,,1,1908/1908-SDU/SDU-19080629.txt,"The Salina Daily Union Jul 6, 1908",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
FCQGZXK,1908-07-04,1,Central Kansas,regular,,Minneapolis,4,,Salina,1,,2000,1:27,,,,,1908/1908-SDU/SDU-19080629.txt,"The Salina Daily Union Jul 6, 1908",4,0,0,0,0,0,0,0,0,,,,0,0,0,1,0,0,0,0,0,,,
YMNNBBS,1908-07-04,2,Central Kansas,regular,,Minneapolis,1,,Salina,2,,2000,1:50,,,,2,1908/1908-SDU/SDU-19080629.txt,"The Salina Daily Union Jul 6, 1908",0,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,1,0,1,
ZWVCQVS,1908-07-06,0,Central Kansas,regular,,Salina,3,,Little River,4,,,,,,,,1908/1908-SDU/SDU-19080706.txt,"The Salina Daily Union Jul 7, 1908",0,0,0,0,0,0,0,1,2,,,,3,0,1,0,0,0,0,0,x,,,
CRVJKLT,1908-07-06,0,Central Kansas,regular,,Ellsworth,,,Minneapolis,,,,,,postponed,wet grounds,,1908/1908-SDU/SDU-19080706.txt,"The Salina Daily Union Jul 7, 1908",,,,,,,,,,,,,,,,,,,,,,,,
FWHLMRR,1908-07-06,0,Central Kansas,regular,,McPherson,4,,Newton,5,,,1:45,,,,1,1908/1908-SDU/SDU-19080706.txt,"The Salina Daily Union Jul 7, 1908",0,2,1,1,0,0,0,0,0,,,,0,0,1,0,0,0,0,0,4,,,
TRJPHJF,1908-07-07,0,Central Kansas,regular,,Salina,4,,Little River,8,,,,,,,,1908/1908-SDU/SDU-19080706.txt,"The Salina Daily Union Jul 8, 1908",1,0,0,0,0,1,2,0,0,,,,0,0,0,1,0,3,4,0,x,,,
XNPVXNT,1908-07-07,1,Central Kansas,regular,,Ellsworth,2,,Minneapolis,4,,700,,,,,,1908/1908-SDU/SDU-19080706.txt,"The Salina Daily Union Jul 8, 1908",1,0,0,0,1,0,0,0,0,,,,0,0,0,2,0,0,2,0,x,,,
PLSRRXD,1908-07-07,2,Central Kansas,regular,,Ellsworth,3,,Minneapolis,2,,,,,,,,1908/1908-SDU/SDU-19080706.txt,"The Salina Daily Union Jul 8, 1908",1,2,0,0,0,0,0,0,0,,,,0,0,0,1,0,0,0,1,0,,,
ZFCQQKF,1908-07-08,0,Central Kansas,regular,,Salina,12,,Little River,5,,,2:15,,,,,1908/1908-SDU/SDU-19080706.txt,"The Salina Daily Union Jul 9, 1908",0,0,4,1,3,0,1,3,0,,,,0,0,3,0,0,1,1,0,0,,,
CDFGPJS,1908-07-20,0,Central Kansas,regular,,Newton,3,,Minneapolis,4,,,,,,,,1908/1908-SDU/SDU-19080720.txt,"The Salina Daily Union Jul 21, 1908",0,0,0,0,0,0,0,2,1,,,,0,0,0,0,3,0,0,1,x,,,
WGQNTSG,1908-07-21,0,Central Kansas,regular,,Newton,2,,Minneapolis,5,,,,,,,,1908/1908-SDU/SDU-19080720.txt,"The Salina Daily Union Jul 22, 1908",2,0,0,0,0,0,0,0,0,,,,0,0,3,0,0,2,0,0,x,,,
FQVCXQB,1908-07-22,0,Central Kansas,regular,,Ellsworth,9,,Little River,3,,,,,,,,1908/1908-SDU/SDU-19080720.txt,"The Salina Daily Union Jul 23, 1908",0,0,0,0,6,1,0,0,2,,,,0,0,0,1,1,0,0,1,0,,,
QKYMSWT,1908-07-22,0,Central Kansas,regular,,Salina,6,,McPherson,10,,,,,,,,1908/1908-SDU/SDU-19080720.txt,"The Salina Daily Union Jul 23, 1908",0,2,0,0,2,2,0,0,0,,,,1,0,0,0,2,4,1,2,x,,,
NQCFWWQ,1908-07-22,0,Central Kansas,regular,,Newton,2,,Minneapolis,7,,,,,,,,1908/1908-SDU/SDU-19080720.txt,"The Salina Daily Union Jul 23, 1908",1,0,0,0,0,0,0,0,1,,,,2,0,0,0,2,0,1,2,x,,,
MZRHZMJ,1908-07-23,0,Central Kansas,regular,,McPherson,0,,Little River,6,,,,,,,,1908/1908-SDU/SDU-19080720.txt,"The Salina Daily Union Jul 24, 1908",0,0,0,0,0,0,0,0,0,,,,2,0,0,4,0,0,0,0,x,,,
STDZBNS,1908-07-23,0,Central Kansas,regular,,Salina,1,,Minneapolis,2,,,,,,,,1908/1908-SDU/SDU-19080720.txt,"The Salina Daily Union Jul 24, 1908",0,0,0,0,0,0,0,0,1,,,,0,0,0,0,0,1,0,1,x,,,
GXWVKFR,1908-07-24,0,Central Kansas,regular,,Salina,4,,Minneapolis,4,,,,,,,,1908/1908-SDU/SDU-19080720.txt,"The Salina Daily Union Jul 25, 1908",3,0,0,0,1,0,0,0,0,,,,0,0,0,0,0,3,0,0,1,,,
ZMGCXWS,1908-07-27,0,Central Kansas,regular,,McPherson,0,,Minneapolis,7,,,,,,,,1908/1908-SDU/SDU-19080727.txt,"The Salina Daily Union Jul 28, 1908",0,0,0,0,0,0,0,0,0,,,,0,0,1,0,5,1,0,0,x,,,
VRQNSDD,1908-07-27,0,Central Kansas,regular,,Ellsworth,2,,Salina,1,,750,1:50,,,,,1908/1908-SDU/SDU-19080727.txt,"The Salina Daily Union Jul 28, 1908",0,0,0,0,0,1,1,0,0,,,,1,0,0,0,0,0,0,0,0,,,
VMMBWHF,1908-07-28,0,Central Kansas,regular,,McPherson,2,,Minneapolis,4,,,,,,,,1908/1908-SDU/SDU-19080727.txt,"The Salina Daily Union Jul 29, 1908",2,0,0,0,0,0,0,0,0,,,,2,0,1,0,1,0,0,0,x,,,
XWMVNCS,1908-07-28,0,Central Kansas,regular,,Little River,1,,Newton,9,,,,,called after 6 innings,allow teams to catch trains,,1908/1908-SDU/SDU-19080727.txt,"The Salina Daily Union Jul 29, 1908",1,0,0,0,0,0,,,,,,,3,1,0,0,2,3,,,,,,
TDBCKMF,1908-07-28,0,Central Kansas,regular,,Ellsworth,3,,Salina,1,,,1:55,,,,,1908/1908-SDU/SDU-19080727.txt,"The Salina Daily Union Jul 29, 1908",0,2,0,0,0,0,0,1,0,,,,0,0,0,1,0,0,0,0,0,,,
XZVTJYP,1908-07-29,0,Central Kansas,regular,,Newton,3,,Ellsworth,6,,438,1:40,,,,,1908/1908-SDU/SDU-19080727.txt,"The Salina Daily Union Jul 30, 1908",1,2,0,0,0,0,0,0,0,,,,0,0,1,3,0,0,1,1,x,,,
WVCWCCR,1908-07-29,0,Central Kansas,regular,,Little River,6,,Salina,1,,,1:45,,,,,1908/1908-SDU/SDU-19080727.txt,"The Salina Daily Union Jul 30, 1908",0,0,3,0,2,0,1,0,0,,,,0,0,0,0,0,0,0,0,1,,,
SHCNVJV,1908-07-30,0,Central Kansas,regular,,Newton,2,,Ellsworth,0,,,2:00,,,,,1908/1908-SDU/SDU-19080727.txt,"The Salina Daily Union Jul 31, 1908",1,1,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,,,
HPZVSYB,1908-07-30,0,Central Kansas,regular,,Little River,,,Salina,,,,,,postponed,rain,,1908/1908-SDU/SDU-19080727.txt,"The Salina Daily Union Jul 31, 1908",,,,,,,,,,,,,,,,,,,,,,,,
WHCYMPX,1908-07-31,0,Central Kansas,regular,,Salina,2,,Ellsworth,1,,,,,,,,1908/1908-SDU/SDU-19080727.txt,"The Salina Daily Union Aug 1, 1908",0,0,0,0,0,0,2,0,0,,,,1,0,0,0,0,0,0,0,0,,,
HBWWXSV,1908-08-01,0,Central Kansas,regular,,Salina,2,,Ellsworth,3,,,2:05,,,,,1908/1908-SDU/SDU-19080727.txt,"The Salina Daily Union Aug 3, 1908",0,0,2,0,0,0,0,0,0,,,,0,2,0,1,0,0,0,0,x,,,
YHKCNJJ,1908-08-01,0,Central Kansas,regular,,Minneapolis,5,,Little River,9,,,,,,,,1908/1908-SDU/SDU-19080727.txt,"The Salina Daily Union Aug 3, 1908",0,2,0,0,0,0,3,0,0,,,,0,0,8,0,0,0,0,1,x,,,
LNCXNXZ,1908-08-06,0,Central Kansas,regular,,McPherson,0,,Ellsworth,4,,332,,,,,,1908/1908-SDU/SDU-19080803.txt,"The Salina Daily Union Aug 7, 1908",0,0,0,0,0,0,0,0,0,,,,0,0,0,0,1,1,2,0,x,,,
HBBXGWF,1908-08-07,0,Central Kansas,regular,,McPherson,1,,Ellsworth,0,,365,,,,,,1908/1908-SDU/SDU-19080803.txt,"The Salina Daily Union Aug 8, 1908",0,0,0,0,0,1,0,0,0,,,,0,0,0,0,0,0,0,0,0,,,
XSDWQFH,1908-08-07,0,Central Kansas,regular,,Salina,1,,Minneapolis,13,,,,,,,,1908/1908-SDU/SDU-19080803.txt,"The Salina Daily Union Aug 8, 1908",1,0,0,0,0,0,0,0,0,,,,0,0,5,2,2,0,2,2,x,,,
PXZLNMD,1908-08-08,1,Central Kansas,regular,,Salina,3,,Minneapolis,0,,,,,,,,1908/1908-SDU/SDU-19080803.txt,"The Salina Daily Union Aug 10, 1908",1,0,2,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,,,
MPZJDWB,1908-08-08,2,Central Kansas,regular,,Salina,2,,Minneapolis,5,,,,,,,,1908/1908-SDU/SDU-19080803.txt,"The Salina Saily Union Aug 10, 1908",0,0,0,0,0,0,2,0,0,,,,1,0,1,0,2,0,1,0,x,,,
NDSTLCC,1908-08-09,0,Central Kansas,regular,,Ellsworth,4,,Newton,4,,,,,called after 7 innings,allow Ellsworth to catch a train,,1908/1908-SDU/SDU-19080803.txt,"The Salina Daily Union Aug 10, 1908",0,0,1,0,0,1,2,,,,,,1,0,0,2,0,0,1,,,,,
BKBTLJF,1908-08-10,0,Central Kansas,regular,,Little River,4,,Ellsworth,6,,390,1:57,,,,,1908/1908-SDU/SDU-19080810.txt,"The Salina Daily Union Aug 11, 1908",,,,,,,,,,,,,,,,,,,,,,,,
MYNFXGS,1908-08-10,0,Central Kansas,regular,,Newton,0,,Minneapolis,2,,,,,,,,1908/1908-SDU/SDU-19080810.txt,"The Salina Daily Union Aug 11, 1908",0,0,0,0,0,0,0,0,0,,,,0,1,0,0,0,0,1,0,x,,,
VKPHKXN,1908-08-10,0,Central Kansas,regular,,McPherson,1,,Salina,3,,,1:25,,,,,1908/1908-SDU/SDU-19080810.txt,"The Salina Daily Union Aug 11, 1908",0,1,0,0,0,0,0,0,0,,,,2,0,0,0,0,0,1,0,x,,,
DFTLPQC,1908-08-11,0,Central Kansas,regular,,McPherson,9,,Salina,0,,,,,forfeited to Salina,,,1908/1908-SDU/SDU-19080810.txt,"The Salina Daily Union Aog 12, 1908",,,,,,,,,,,,,,,,,,,,,,,,
