key,date,number,league,phase,site,away,away.score,away.manager,home,home.score,home.manager,A,T,forfeit.to,status,status.reason,outsatend,filename,source,away.score.1,away.score.2,away.score.3,away.score.4,away.score.5,away.score.6,away.score.7,away.score.8,away.score.9,away.score.10,away.score.11,away.score.12,away.score.13,away.score.14,home.score.1,home.score.2,home.score.3,home.score.4,home.score.5,home.score.6,home.score.7,home.score.8,home.score.9,home.score.10,home.score.11,home.score.12,home.score.13,home.score.14
MTJGZFY,1915-04-12,0,South Atlantic,regular,,Columbus,3,,Albany,4,,,1:29,,,,,transcript/1915/1915-CS/boxes/CS-19150412.txt,"Columbia State, April 13, 1915",0,0,0,0,0,0,0,0,3,,,,,,0,0,0,0,0,0,0,1,3,,,,,
TQGFQKQ,1915-04-12,0,South Atlantic,regular,,Augusta,18,,Columbia,3,,2645,,,,,,transcript/1915/1915-CS/boxes/CS-19150412.txt,"Columbia State, April 13, 1915",0,3,1,0,4,0,3,4,3,,,,,,0,0,0,0,1,0,0,0,2,,,,,
SLCFDQS,1915-04-12,0,South Atlantic,regular,,Macon,5,,Jacksonville,10,,,2:02,,,,,transcript/1915/1915-CS/boxes/CS-19150412.txt,"Columbia State, April 13, 1915",0,0,0,0,3,1,0,0,1,,,,,,0,0,0,2,2,1,4,1,x,,,,,
FSBZBLX,1915-04-12,0,South Atlantic,regular,,Charleston,7,,Savannah,4,,,2:45,,,,,transcript/1915/1915-CS/boxes/CS-19150412.txt,"Columbia State, April 13, 1915",0,0,2,0,1,1,0,0,0,0,0,0,0,3,0,0,0,1,0,0,1,2,0,0,0,0,0,0
RHFNKHY,1915-04-13,0,South Atlantic,regular,,Columbus,4,,Albany,12,,,1:50,,,,,transcript/1915/1915-CS/boxes/CS-19150412.txt,"Columbia State, April 14, 1915",0,0,0,0,1,0,1,1,1,,,,,,0,1,4,2,0,0,0,5,x,,,,,
ZRKCTKY,1915-04-13,0,South Atlantic,regular,,Augusta,11,,Columbia,1,,,2:08,,,,,transcript/1915/1915-CS/boxes/CS-19150412.txt,"Columbia State, April 14, 1915",0,1,0,0,4,5,0,0,1,,,,,,0,0,0,0,0,0,0,0,1,,,,,
GJTWFDQ,1915-04-13,0,South Atlantic,regular,,Macon,5,,Jacksonville,4,,,1:54,,,,,transcript/1915/1915-CS/boxes/CS-19150412.txt,"Columbia State, April 14, 1915",2,0,2,1,0,0,0,0,0,,,,,,2,0,1,0,1,0,0,0,0,,,,,
XHNLBTX,1915-04-13,0,South Atlantic,regular,,Charleston,2,,Savannah,3,,,1:55,,,,,transcript/1915/1915-CS/boxes/CS-19150412.txt,"Columbia State, April 14, 1915",2,0,0,0,0,0,0,0,0,,,,,,0,1,1,0,0,0,0,0,1,,,,,
VGTTSBY,1915-04-14,0,South Atlantic,regular,,Columbus,5,,Albany,2,,,,,,,,transcript/1915/1915-CS/boxes/CS-19150412.txt,"Columbia State, April 15, 1915",0,0,0,0,0,2,3,0,0,,,,,,0,0,1,0,0,0,1,0,0,,,,,
DBXVSHN,1915-04-14,0,South Atlantic,regular,,Augusta,0,,Columbia,19,,,2:01,,,,,transcript/1915/1915-CS/boxes/CS-19150412.txt,"Columbia State, April 15, 1915",0,0,0,0,0,0,0,0,0,,,,,,3,3,2,8,1,2,0,0,x,,,,,
RYWSXPQ,1915-04-14,0,South Atlantic,regular,,Macon,7,,Jacksonville,6,,,1:546,,,,,transcript/1915/1915-CS/boxes/CS-19150412.txt,"Columbia State, April 15, 1915",4,0,0,0,2,0,1,0,0,,,,,,1,0,0,0,2,0,0,1,2,,,,,
GTZKLPC,1915-04-14,0,South Atlantic,regular,,Charleston,3,,Savannah,2,,,1:30,,,,,transcript/1915/1915-CS/boxes/CS-19150412.txt,"Columbia State, April 15, 1915",0,0,3,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,2,0,,,,,
PWGXSZV,1915-04-15,0,South Atlantic,regular,,Jacksonville,1,,Albany,7,,,,,,,,transcript/1915/1915-CS/boxes/CS-19150412.txt,"Columbia State, April 16, 1915",0,0,0,0,0,1,0,0,0,,,,,,1,0,2,0,0,4,0,0,0,,,,,
FVVRCVM,1915-04-15,0,South Atlantic,regular,,Savannah,3,,Augusta,0,,,1:16,,,,,transcript/1915/1915-CS/boxes/CS-19150412.txt,"Columbia State, April 16, 1915",0,0,0,0,0,0,2,0,1,,,,,,0,0,0,0,0,0,0,0,0,,,,,
WSDTLTB,1915-04-15,0,South Atlantic,regular,,Columbia,0,,Charleston,5,,,1:45,,,,,transcript/1915/1915-CS/boxes/CS-19150412.txt,"Columbia State, April 16, 1915",0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,3,0,0,2,x,,,,,
