game.key,league.year,league.name,game.date,game.number,game.phase,ref,name.last,name.first
MSXMQCV,1915,South Atlantic League,1915-07-21,0,finals,P3647204,Lauzon,
MSXMQCV,1915,South Atlantic League,1915-07-21,0,finals,P7703945,Vitter,
HMCPMML,1915,South Atlantic League,1915-07-22,0,finals,P7703945,Vitter,
HMCPMML,1915,South Atlantic League,1915-07-22,0,finals,P3647204,Lauzon,
BDTTBMZ,1915,South Atlantic League,1915-07-23,0,finals,P7703945,Vitter,
XMQGXYS,1915,South Atlantic League,1915-07-24,0,finals,P7342757,Ryan,
XMQGXYS,1915,South Atlantic League,1915-07-24,0,finals,P7703945,Vitter,
HYYXXQH,1915,South Atlantic League,1915-07-26,0,finals,P7703945,Vitter,
HYYXXQH,1915,South Atlantic League,1915-07-26,0,finals,P7342757,Ryan,
THLBLDD,1915,South Atlantic League,1915-07-27,0,finals,P7703945,Vitter,
THLBLDD,1915,South Atlantic League,1915-07-27,0,finals,P7342757,Ryan,
BFJVPKX,1915,South Atlantic League,1915-07-27,0,finals,P7703945,Vitter,
BFJVPKX,1915,South Atlantic League,1915-07-27,0,finals,P7342757,Ryan,
TQGFQKQ,1915,South Atlantic League,1915-04-12,0,regular,P7974783,Norcum,
TQGFQKQ,1915,South Atlantic League,1915-04-12,0,regular,P8778913,Harbison,
MTJGZFY,1915,South Atlantic League,1915-04-12,0,regular,P3798088,Moran,
FSBZBLX,1915,South Atlantic League,1915-04-12,0,regular,P7703945,Vitter,
ZRKCTKY,1915,South Atlantic League,1915-04-13,0,regular,P7974783,Norcum,
ZRKCTKY,1915,South Atlantic League,1915-04-13,0,regular,P8778913,Harbison,
GJTWFDQ,1915,South Atlantic League,1915-04-13,0,regular,P3647204,Lauzon,
RHFNKHY,1915,South Atlantic League,1915-04-13,0,regular,P3798088,Moran,
XHNLBTX,1915,South Atlantic League,1915-04-13,0,regular,P7703945,Vitter,
DBXVSHN,1915,South Atlantic League,1915-04-14,0,regular,P7974783,Norcum,
RYWSXPQ,1915,South Atlantic League,1915-04-14,0,regular,P3647204,Lauzon,
VGTTSBY,1915,South Atlantic League,1915-04-14,0,regular,P3798088,Moran,
GTZKLPC,1915,South Atlantic League,1915-04-14,0,regular,P7703945,Vitter,
WSDTLTB,1915,South Atlantic League,1915-04-15,0,regular,P7703945,Vitter,
PWGXSZV,1915,South Atlantic League,1915-04-15,0,regular,P3647204,Lauzon,
WHCNSZF,1915,South Atlantic League,1915-04-15,0,regular,P3798088,Moran,
FVVRCVM,1915,South Atlantic League,1915-04-15,0,regular,P7974783,Norcum,
LLVCDTR,1915,South Atlantic League,1915-04-16,0,regular,P7703945,Vitter,
QXCHFFZ,1915,South Atlantic League,1915-04-16,0,regular,P3647204,Lauzon,
VSDLHMS,1915,South Atlantic League,1915-04-16,0,regular,P3798088,Moran,
SZVGVFB,1915,South Atlantic League,1915-04-16,0,regular,P7974783,Norcum,
BGZCVGP,1915,South Atlantic League,1915-04-17,0,regular,P7703945,Vitter,
ZCGXYHL,1915,South Atlantic League,1915-04-17,0,regular,P3647204,Lauzon,
YJZQDFJ,1915,South Atlantic League,1915-04-17,0,regular,P3798088,Moran,
LPRSHKK,1915,South Atlantic League,1915-04-17,0,regular,P7974783,Norcum,
