league.year,league.name,person.ref,person.name.last,person.name.given,entry.name,S_FIRST,S_LAST,B_G,P_G,F_1B_G,F_2B_G,F_3B_G,F_SS_G,F_OF_G,F_LF_G,F_CF_G,F_RF_G,F_C_G,F_P_G
1915,Blue Ridge League,P7093921,Agnew,,Frederick,1915-06-16,1915-08-26,15,0,1,14,0,0,0,0,0,0,0,0
1915,Blue Ridge League,P2225921,Allison,,Frederick,1915-08-21,1915-08-21,1,1,0,0,0,0,0,0,0,0,0,1
1915,Blue Ridge League,P1641569,Barnhart,,Frederick,1915-05-31,1915-08-26,16,0,0,1,15,0,0,0,0,0,0,0
1915,Blue Ridge League,P1566440,Barton,,Hagerstown,1915-07-31,1915-08-21,8,8,0,0,0,0,0,0,0,0,0,8
1915,Blue Ridge League,P4689849,Basehore,,Gettysburg,1915-07-06,1915-07-06,1,0,1,0,0,0,0,0,0,0,0,0
1915,Blue Ridge League,P0908820,Bashore,,Gettysburg,1915-07-05,1915-08-26,49,0,11,1,0,0,38,25,7,6,0,0
1915,Blue Ridge League,P1096829,Bauer,,Martinsburg,1915-06-07,1915-06-07,1,0,0,1,0,0,0,0,0,0,0,0
1915,Blue Ridge League,P5743791,Beall,,Frederick,1915-05-31,1915-05-31,1,1,0,0,0,0,0,0,0,0,0,1
1915,Blue Ridge League,P6140037,Bigler,,Gettysburg,1915-06-12,1915-08-26,68,0,0,1,65,1,0,0,0,0,2,0
1915,Blue Ridge League,P3160850,Bitters,,Chambersburg,1915-05-28,1915-06-24,4,4,0,0,0,0,0,0,0,0,0,4
1915,Blue Ridge League,P5525933,Bitters,,Gettysburg,1915-06-26,1915-06-26,1,1,0,0,0,0,0,0,0,0,0,1
1915,Blue Ridge League,P7689639,Blunt,,Hagerstown,1915-06-09,1915-07-01,17,0,0,0,0,0,3,3,0,0,14,0
1915,Blue Ridge League,P1314128,Boyd,,Hagerstown,1915-06-25,1915-07-26,7,7,0,0,0,0,0,0,0,0,0,7
1915,Blue Ridge League,P5940396,Boyne,,Frederick,1915-05-31,1915-07-17,9,0,9,0,0,0,0,0,0,0,0,0
1915,Blue Ridge League,P2192205,Boyne,,Gettysburg,1915-08-06,1915-08-26,18,0,18,0,0,0,1,0,0,1,0,0
1915,Blue Ridge League,P4703415,Bream,,Gettysburg,1915-06-09,1915-07-02,14,0,0,0,0,0,14,13,1,0,0,0
1915,Blue Ridge League,P1640394,Bunting,,Hanover,1915-08-04,1915-08-25,4,0,0,3,0,0,0,0,0,0,1,0
1915,Blue Ridge League,P2884698,Burns,,Gettysburg,1915-06-21,1915-07-05,7,3,0,0,0,0,3,1,1,2,0,3
1915,Blue Ridge League,P0293827,Carter,,Hagerstown,1915-06-14,1915-06-14,1,1,0,0,0,0,0,0,0,0,0,1
1915,Blue Ridge League,P7894139,Clark,,Martinsburg,1915-06-22,1915-08-25,17,17,0,0,0,0,0,0,0,0,0,17
1915,Blue Ridge League,P9979742,Clay,,Chambersburg,1915-06-25,1915-07-22,10,0,0,0,0,0,10,0,1,9,0,0
1915,Blue Ridge League,P3741561,Clay,,Gettysburg,1915-07-27,1915-08-14,16,0,0,0,0,0,16,0,0,16,0,0
1915,Blue Ridge League,P7787024,Clunk,,Hanover,1915-05-27,1915-08-07,14,0,3,0,0,0,11,0,10,1,0,0
1915,Blue Ridge League,P8062451,Connelly,,Frederick,1915-08-03,1915-08-26,7,0,0,0,1,6,0,0,0,0,0,0
1915,Blue Ridge League,P7715182,Cook,,Hagerstown,1915-07-02,1915-07-31,8,0,0,0,0,0,8,0,1,8,0,0
1915,Blue Ridge League,P2457875,Cotter,,Hagerstown,1915-06-05,1915-07-01,6,6,0,0,0,0,0,0,0,0,0,6
1915,Blue Ridge League,P4708559,Coyle,,Hanover,1915-05-27,1915-05-27,1,0,0,0,0,1,0,0,0,0,0,0
1915,Blue Ridge League,P3763243,Crawford,,Hanover,1915-06-18,1915-08-07,12,0,0,0,0,0,12,0,0,12,0,0
1915,Blue Ridge League,P1122822,Deal,,Gettysburg,1915-07-08,1915-08-04,15,0,15,0,0,0,0,0,0,0,0,0
1915,Blue Ridge League,P1936250,Dean,,Hagerstown,1915-06-09,1915-08-23,14,0,0,0,14,0,0,0,0,0,0,0
1915,Blue Ridge League,P2221494,Diehl,,Gettysburg,1915-07-19,1915-07-20,3,0,3,0,0,0,0,0,0,0,0,0
1915,Blue Ridge League,P8376927,Doeppe,,Hagerstown,1915-05-31,1915-08-25,15,0,0,0,0,0,0,0,0,0,14,0
1915,Blue Ridge League,P1127376,Dolan,,Hagerstown,1915-06-09,1915-06-10,2,0,2,0,0,0,0,0,0,0,0,0
1915,Blue Ridge League,P3593779,Donnelly,,Martinsburg,1915-06-07,1915-07-29,13,0,8,0,0,0,5,0,5,0,0,0
1915,Blue Ridge League,P3282719,Dorner,,Chambersburg,1915-06-10,1915-08-26,3,3,0,0,0,0,0,0,0,0,0,3
1915,Blue Ridge League,P6741181,Douglas,,Martinsburg,1915-07-05,1915-08-25,13,13,0,0,0,0,0,0,0,0,0,13
1915,Blue Ridge League,P5031358,Dove,,Gettysburg,1915-06-28,1915-07-07,9,0,0,9,0,0,0,0,0,0,0,0
1915,Blue Ridge League,P3428266,Dunn,,Chambersburg,1915-06-01,1915-08-26,18,1,10,7,0,0,1,1,0,0,0,1
1915,Blue Ridge League,P3714228,Durboraw,,Martinsburg,1915-06-30,1915-07-29,9,0,0,0,0,0,9,0,2,7,0,0
1915,Blue Ridge League,P2429634,Durborow,,Martinsburg,1915-06-08,1915-08-21,6,0,0,0,0,0,6,0,5,1,0,0
1915,Blue Ridge League,P3600436,Durborrow,,Martinsburg,1915-08-17,1915-08-17,1,0,0,0,0,0,1,0,0,1,0,0
1915,Blue Ridge League,P0849135,Eldridge,,Frederick,1915-07-24,1915-08-18,7,7,0,0,0,0,0,0,0,0,0,7
1915,Blue Ridge League,P3660928,Eline,,Hanover,1915-05-27,1915-07-15,11,0,0,0,11,0,0,0,0,0,0,0
1915,Blue Ridge League,P1679126,Eyler,,Chambersburg,1915-06-01,1915-06-01,1,0,0,0,1,0,0,0,0,0,0,0
1915,Blue Ridge League,P4525359,Fox,,Hagerstown,1915-06-12,1915-06-12,1,1,0,0,0,0,0,0,0,0,0,1
1915,Blue Ridge League,P4098043,Francis,,Chambersburg,1915-06-01,1915-06-29,8,0,0,8,0,0,0,0,0,0,0,0
1915,Blue Ridge League,P1672491,Freeny,,Hagerstown,1915-07-02,1915-08-23,11,0,11,0,0,0,0,0,0,0,0,0
1915,Blue Ridge League,P8664565,Fuhrey,,Hagerstown,1915-06-09,1915-08-19,13,0,0,0,0,13,0,0,0,0,0,0
1915,Blue Ridge League,P1389146,Furry,,Hagerstown,1915-08-23,1915-08-23,1,0,0,0,0,1,0,0,0,0,0,0
1915,Blue Ridge League,P9242312,Gary,,Chambersburg,1915-06-15,1915-06-15,1,1,0,0,0,0,0,0,0,0,0,1
1915,Blue Ridge League,P6749259,Gobel,,Hagerstown,1915-06-22,1915-06-23,2,2,0,0,0,0,0,0,0,0,0,2
1915,Blue Ridge League,P5380523,Goble,,Hagerstown,1915-06-25,1915-06-25,1,1,0,0,0,0,0,0,0,0,0,1
1915,Blue Ridge League,P4882920,Gray,,Chambersburg,1915-06-01,1915-06-05,2,2,0,0,0,0,0,0,0,0,0,2
1915,Blue Ridge League,P1373633,Green,,Gettysburg,1915-06-10,1915-06-10,1,1,0,0,0,0,0,0,0,0,0,1
1915,Blue Ridge League,P6209877,Greenwell,,Gettysburg,1915-06-28,1915-08-25,22,17,0,0,0,0,1,1,0,0,0,17
1915,Blue Ridge League,P9017037,Grotey,,Hanover,1915-06-18,1915-07-15,8,0,0,0,0,8,0,0,0,0,0,0
1915,Blue Ridge League,P5297395,Grove,,Gettysburg,1915-05-31,1915-06-08,6,0,0,4,1,1,0,0,0,0,0,0
1915,Blue Ridge League,P4347377,Hall,,Gettysburg,1915-06-08,1915-07-10,18,0,0,11,5,0,2,0,1,1,0,0
1915,Blue Ridge League,P3010900,Hall,,Hanover,1915-08-25,1915-08-25,1,1,0,0,0,0,0,0,0,0,0,1
1915,Blue Ridge League,P6462295,Hanks,,Hagerstown,1915-07-31,1915-08-25,2,1,0,0,0,0,1,0,0,1,0,1
1915,Blue Ridge League,P9249343,Hart,,Gettysburg,1915-07-13,1915-07-16,2,0,0,0,0,0,2,2,0,0,0,0
1915,Blue Ridge League,P2722408,Hayes,,Martinsburg,1915-06-07,1915-08-21,16,0,0,0,0,16,0,0,0,0,0,0
1915,Blue Ridge League,P0842160,Heavener,,Hagerstown,1915-05-31,1915-05-31,1,1,0,0,0,0,0,0,0,0,0,1
1915,Blue Ridge League,P2479182,Herman,,Hanover,1915-05-28,1915-05-28,1,0,0,1,0,0,0,0,0,0,0,0
1915,Blue Ridge League,P7155186,Herrel,,Gettysburg,1915-06-14,1915-08-25,29,8,1,0,0,0,20,9,2,9,0,8
1915,Blue Ridge League,P1998692,Herrel,,Hagerstown,1915-05-31,1915-06-08,2,2,0,0,0,0,0,0,0,0,0,2
1915,Blue Ridge League,P0640414,Herrell,,Gettysburg,1915-06-11,1915-08-26,18,5,0,0,0,0,13,0,2,11,0,5
1915,Blue Ridge League,P4098859,Hershey,,Hanover,1915-05-27,1915-05-28,2,0,0,0,0,0,2,0,0,2,0,0
1915,Blue Ridge League,P4141839,Hevener,,Hagerstown,1915-06-07,1915-07-17,14,14,0,0,0,0,0,0,0,0,0,14
1915,Blue Ridge League,P7431706,Hoar,,Gettysburg,1915-06-09,1915-06-09,1,1,0,0,0,0,0,0,0,0,0,1
1915,Blue Ridge League,P0060222,Hobig,,Chambersburg,1915-07-01,1915-07-01,1,1,0,0,0,0,0,0,0,0,0,1
1915,Blue Ridge League,P7954595,Hoebig,,Chambersburg,1915-06-05,1915-06-05,1,0,1,0,0,0,0,0,0,0,0,0
1915,Blue Ridge League,P7930646,Hoefacker,,Martinsburg,1915-05-28,1915-05-28,1,1,0,0,0,0,0,0,0,0,0,1
1915,Blue Ridge League,P2380736,Hoeffecker,,Martinsburg,1915-05-31,1915-08-09,16,16,0,0,0,0,0,0,0,0,0,16
1915,Blue Ridge League,P2298235,Hoffecker,,Martinsburg,1915-06-12,1915-08-19,3,3,0,0,0,0,0,0,0,0,0,3
1915,Blue Ridge League,P0727306,Holbig,,Chambersburg,1915-06-07,1915-07-10,7,7,0,0,0,0,0,0,0,0,0,7
1915,Blue Ridge League,P3261194,Hooker,,Hagerstown,1915-06-09,1915-08-23,14,0,0,0,0,0,14,11,0,3,0,0
1915,Blue Ridge League,P1416693,Hostetter,,Hanover,1915-05-27,1915-07-15,10,0,10,0,0,0,0,0,0,0,0,0
1915,Blue Ridge League,P5298869,Howard,,Gettysburg,1915-05-29,1915-08-26,32,29,0,0,0,0,2,1,0,1,0,29
1915,Blue Ridge League,P2281606,Howe,,Hanover,1915-05-27,1915-05-27,1,0,0,0,0,0,0,0,0,0,0,0
1915,Blue Ridge League,P4432354,Jacobs,,Gettysburg,1915-06-04,1915-06-04,1,0,0,0,1,0,0,0,0,0,0,0
1915,Blue Ridge League,P0263042,Jameson,,Chambersburg,1915-06-19,1915-07-28,12,12,0,0,0,0,0,0,0,0,0,12
1915,Blue Ridge League,P7561734,Jamison,,Chambersburg,1915-06-17,1915-06-17,1,1,0,0,0,0,0,0,0,0,0,1
