game.key,league.year,league.name,game.date,game.number,name.last,name.first,club.name,pos,seq,B_AB,B_R,B_ER,B_H,B_2B,B_3B,B_HR,B_RBI,B_BB,B_SO,B_HP,B_SH,B_SF,B_SB,B_LOB,B_ROE,P_IP,P_R,P_H,P_BB,P_SO,P_HP,P_WP,P_BK,F_PO,F_A,F_E,F_DP,F_TP,F_PB
9fab2131-c7c5-5bb9-a89d-d44cdaea7371,1915,Blue Ridge League,1915-05-27,0,Schauffle,,Martinsburg,p,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9fab2131-c7c5-5bb9-a89d-d44cdaea7371,1915,Blue Ridge League,1915-05-27,0,Zachary,,Martinsburg,c,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9fab2131-c7c5-5bb9-a89d-d44cdaea7371,1915,Blue Ridge League,1915-05-27,0,TOTALS,,Martinsburg,,,,3,,6,,,,,,,,,,,,,,,,,,,,,,,4,,,
e7535b9a-7569-55f1-aaf4-9c49bcd9d817,1915,Blue Ridge League,1915-05-27,0,Reeder,,Gettysburg,2b,1,5,0,,1,,1,,,,,,,,,,,,,,,,,,,4,2,0,,,
e7535b9a-7569-55f1-aaf4-9c49bcd9d817,1915,Blue Ridge League,1915-05-27,0,Rudolph,,Gettysburg,lf,2,5,0,,2,,,,,,,,,,,,,,,,,,,,,1,0,0,,,
e7535b9a-7569-55f1-aaf4-9c49bcd9d817,1915,Blue Ridge League,1915-05-27,0,Jarosick,,Gettysburg,c,3,4,0,,0,,,,,,,,1,,,,,,,,,,,,,6,0,0,,,
e7535b9a-7569-55f1-aaf4-9c49bcd9d817,1915,Blue Ridge League,1915-05-27,0,Plank,,Gettysburg,1b,4,4,0,,0,,,,,,,,,,,,,,,,,,,,,11,0,0,,,
e7535b9a-7569-55f1-aaf4-9c49bcd9d817,1915,Blue Ridge League,1915-05-27,0,Stover,,Gettysburg,ss,5,3,1,,0,,,,,,,1,,,,,,,,,,,,,,0,4,1,,,
e7535b9a-7569-55f1-aaf4-9c49bcd9d817,1915,Blue Ridge League,1915-05-27,0,Kelly,,Gettysburg,cf,6,4,1,,3,,,,,,,,,,,,,,,,,,,,,4,0,0,,,
e7535b9a-7569-55f1-aaf4-9c49bcd9d817,1915,Blue Ridge League,1915-05-27,0,Jones,,Gettysburg,rf,7,4,0,,0,,,,,,,,,,,,,,,,,,,,,1,0,0,,,
e7535b9a-7569-55f1-aaf4-9c49bcd9d817,1915,Blue Ridge League,1915-05-27,0,Oyler,,Gettysburg,3b,8,4,2,,2,1,,,,,,,,,,,,,,,,,,,,0,2,1,,,
e7535b9a-7569-55f1-aaf4-9c49bcd9d817,1915,Blue Ridge League,1915-05-27,0,Stair,,Gettysburg,p,9,3,1,,1,,,,,,,1,,,,,,,,,5,6,2,,,0,6,0,,,
e7535b9a-7569-55f1-aaf4-9c49bcd9d817,1915,Blue Ridge League,1915-05-27,0,TOTALS,,Gettysburg,,,36,5,,9,,,,,,,,,,,1,,,,,,,,,,27,14,2,,,
e7535b9a-7569-55f1-aaf4-9c49bcd9d817,1915,Blue Ridge League,1915-05-27,0,Starr,,Hanover,2b,1,2,0,,0,,,,,,,1,,,,,,,,,,,,,,3,4,0,,,
e7535b9a-7569-55f1-aaf4-9c49bcd9d817,1915,Blue Ridge League,1915-05-27,0,Traub,,Hanover,p,10,2,0,,0,,,,,,,,,,,,,,,,,5,,,,0,3,0,,,
e7535b9a-7569-55f1-aaf4-9c49bcd9d817,1915,Blue Ridge League,1915-05-27,0,Howe,,Hanover,ph,11,1,0,,0,,,,,,,,,,,,,,,,,,,,,0,0,0,,,
e7535b9a-7569-55f1-aaf4-9c49bcd9d817,1915,Blue Ridge League,1915-05-27,0,Eline,,Hanover,3b,2,4,0,,1,,,,,,,,1,,,,,,,,,,,,,0,1,0,,,
e7535b9a-7569-55f1-aaf4-9c49bcd9d817,1915,Blue Ridge League,1915-05-27,0,Coyle,,Hanover,ss,3,4,0,,0,,,,,,,,,,,,,,,,,,,,,2,1,0,,,
e7535b9a-7569-55f1-aaf4-9c49bcd9d817,1915,Blue Ridge League,1915-05-27,0,Clunk,,Hanover,cf,4,4,0,,1,,,,,,,,,,,,,,,,,,,,,2,0,1,,,
e7535b9a-7569-55f1-aaf4-9c49bcd9d817,1915,Blue Ridge League,1915-05-27,0,Steinbach,,Hanover,c,5,4,0,,0,,,,,,,,,,,,,,,,,,,,,8,1,0,,,
e7535b9a-7569-55f1-aaf4-9c49bcd9d817,1915,Blue Ridge League,1915-05-27,0,Raab,,Hanover,lf,6,3,0,,0,,,,,,,,,,,,,,,,,,,,,0,0,0,,,
e7535b9a-7569-55f1-aaf4-9c49bcd9d817,1915,Blue Ridge League,1915-05-27,0,Hostetter,,Hanover,1b,7,4,0,,1,,,,,,,,,,,,,,,,,,,,,11,0,1,,,
e7535b9a-7569-55f1-aaf4-9c49bcd9d817,1915,Blue Ridge League,1915-05-27,0,Hershey,,Hanover,rf,8,2,0,,1,,,,,,,1,,,,,,,,,,,,,,0,0,0,,,
e7535b9a-7569-55f1-aaf4-9c49bcd9d817,1915,Blue Ridge League,1915-05-27,0,Johnson,,Hanover,p,9,2,0,,0,,,,,,,,,,,,,,,,1,2,2,,,0,2,0,,,
e7535b9a-7569-55f1-aaf4-9c49bcd9d817,1915,Blue Ridge League,1915-05-27,0,TOTALS,,Hanover,,,32,0,,4,,,,,,,,,,,3,,,,,,,,,,26,12,1,,,
8cd3b62a-bb9e-5651-97f6-6d7555ba5159,1915,Blue Ridge League,1915-05-28,0,Norton,,Frederick,p,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8cd3b62a-bb9e-5651-97f6-6d7555ba5159,1915,Blue Ridge League,1915-05-28,0,Whalen,,Frederick,c,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8cd3b62a-bb9e-5651-97f6-6d7555ba5159,1915,Blue Ridge League,1915-05-28,0,TOTALS,,Frederick,,,,3,,4,,,,,,,,,,,,,,,,,,,,,,,4,,,
8cd3b62a-bb9e-5651-97f6-6d7555ba5159,1915,Blue Ridge League,1915-05-28,0,Hoefacker,,Martinsburg,p,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8cd3b62a-bb9e-5651-97f6-6d7555ba5159,1915,Blue Ridge League,1915-05-28,0,Zachary,,Martinsburg,c,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8cd3b62a-bb9e-5651-97f6-6d7555ba5159,1915,Blue Ridge League,1915-05-28,0,TOTALS,,Martinsburg,,,,5,,8,,,,,,,,,,,,,,,,,,,,,,,3,,,
ea3bbfed-de64-50fd-939c-c93ed55e53c8,1915,Blue Ridge League,1915-05-28,0,Bitters,,Chambersburg,p,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ea3bbfed-de64-50fd-939c-c93ed55e53c8,1915,Blue Ridge League,1915-05-28,0,Stroh,,Chambersburg,c,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ea3bbfed-de64-50fd-939c-c93ed55e53c8,1915,Blue Ridge League,1915-05-28,0,TOTALS,,Chambersburg,,,,2,,4,,,,,,,,,,,,,,,,,,,,,,,2,,,
ea3bbfed-de64-50fd-939c-c93ed55e53c8,1915,Blue Ridge League,1915-05-28,0,Pearson,,Hagerstown,p,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ea3bbfed-de64-50fd-939c-c93ed55e53c8,1915,Blue Ridge League,1915-05-28,0,Laughlin,,Hagerstown,c,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ea3bbfed-de64-50fd-939c-c93ed55e53c8,1915,Blue Ridge League,1915-05-28,0,TOTALS,,Hagerstown,,,,0,,3,,,,,,,,,,,,,,,,,,,,,,,3,,,
f8280a5b-7ae7-5939-b1fa-a44977921c65,1915,Blue Ridge League,1915-05-28,0,Reeder,,Gettysburg,2b,1,3,0,,2,,1,,,,,,,,,,,,,,,,,,,1,0,0,,,
f8280a5b-7ae7-5939-b1fa-a44977921c65,1915,Blue Ridge League,1915-05-28,0,Kane,,Gettysburg,lf,2,4,0,,0,,,,,,,,,,,,,,,,,,,,,2,0,0,,,
f8280a5b-7ae7-5939-b1fa-a44977921c65,1915,Blue Ridge League,1915-05-28,0,Kelly,,Gettysburg,cf,3,4,0,,1,,,,,,,,,,,,,,,,,,,,,1,1,0,,,
f8280a5b-7ae7-5939-b1fa-a44977921c65,1915,Blue Ridge League,1915-05-28,0,Plank,,Gettysburg,1b,4,4,0,,1,,,,,,,,,,,,,,,,,,,,,6,0,0,,,
f8280a5b-7ae7-5939-b1fa-a44977921c65,1915,Blue Ridge League,1915-05-28,0,Stover,,Gettysburg,ss,5,3,0,,1,,,,,,,,,,,,,,,,,,,,,2,0,2,,,
f8280a5b-7ae7-5939-b1fa-a44977921c65,1915,Blue Ridge League,1915-05-28,0,Jarosick,,Gettysburg,c,6,3,0,,0,,,,,,,,,,,,,,,,,,,,,8,2,0,,,
f8280a5b-7ae7-5939-b1fa-a44977921c65,1915,Blue Ridge League,1915-05-28,0,Jones,,Gettysburg,rf,7,3,0,,0,,,,,,,,,,,,,,,,,,,,,2,0,0,,,
f8280a5b-7ae7-5939-b1fa-a44977921c65,1915,Blue Ridge League,1915-05-28,0,Oyler,,Gettysburg,3b,8,3,0,,0,,,,,,,,,,,,,,,,,,,,,4,3,0,,,
f8280a5b-7ae7-5939-b1fa-a44977921c65,1915,Blue Ridge League,1915-05-28,0,Rudolph,,Gettysburg,p,9,3,1,,0,,,,,,,,,,,,,,,,2,4,,,1,1,1,0,,,
f8280a5b-7ae7-5939-b1fa-a44977921c65,1915,Blue Ridge League,1915-05-28,0,TOTALS,,Gettysburg,,,30,1,,5,,,,,,,,,,,3,1,,,,,,,,,27,7,2,,,
f8280a5b-7ae7-5939-b1fa-a44977921c65,1915,Blue Ridge League,1915-05-28,0,Starr,,Hanover,ss,1,4,1,,2,,,,,,,1,,,,,,,,,,,,,,4,4,1,,,
f8280a5b-7ae7-5939-b1fa-a44977921c65,1915,Blue Ridge League,1915-05-28,0,Eline,,Hanover,3b,2,4,1,,2,,,,,,,,,,,,,,,,,,,,,2,1,0,,,
f8280a5b-7ae7-5939-b1fa-a44977921c65,1915,Blue Ridge League,1915-05-28,0,Herman,,Hanover,2b,3,5,1,,2,1,,,,,,,,,,,,,,,,,,,,1,4,0,,,
f8280a5b-7ae7-5939-b1fa-a44977921c65,1915,Blue Ridge League,1915-05-28,0,Clunk,,Hanover,rf,4,4,0,,1,1,,,,,,,,,,,,,,,,,,,,2,0,0,,,
f8280a5b-7ae7-5939-b1fa-a44977921c65,1915,Blue Ridge League,1915-05-28,0,Steinbach,,Hanover,c,5,4,0,,0,,,,,,,,,,,,,,,,,,,,,7,1,0,,,
f8280a5b-7ae7-5939-b1fa-a44977921c65,1915,Blue Ridge League,1915-05-28,0,Raab,,Hanover,cf,6,4,0,,0,,,,,,,,,,,,,,,,,,,,,0,0,0,,,
f8280a5b-7ae7-5939-b1fa-a44977921c65,1915,Blue Ridge League,1915-05-28,0,Hostetter,,Hanover,1b,7,4,0,,0,,,,,,,,,,,,,,,,,,,,,10,0,0,,,
f8280a5b-7ae7-5939-b1fa-a44977921c65,1915,Blue Ridge League,1915-05-28,0,Hershey,,Hanover,rf,8,3,2,,1,,1,,,,,,,,,,,,,,,,,,,1,0,0,,,
f8280a5b-7ae7-5939-b1fa-a44977921c65,1915,Blue Ridge League,1915-05-28,0,Sherman,,Hanover,p,9,3,0,,2,1,,,,,,,,,,,,,,,1,7,,,,0,1,0,,,
f8280a5b-7ae7-5939-b1fa-a44977921c65,1915,Blue Ridge League,1915-05-28,0,TOTALS,,Hanover,,,35,5,,10,,,,,,,,,,,7,2,,,,,,,,,27,11,1,,,
5c5defed-63ed-5e3f-9e3a-407bcc52d64f,1915,Blue Ridge League,1915-05-29,0,King,,Frederick,p,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5c5defed-63ed-5e3f-9e3a-407bcc52d64f,1915,Blue Ridge League,1915-05-29,0,Whalen,,Frederick,c,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5c5defed-63ed-5e3f-9e3a-407bcc52d64f,1915,Blue Ridge League,1915-05-29,0,TOTALS,,Frederick,,,,4,,7,,,,,,,,,,,,,,,,,,,,,,,0,,,
5c5defed-63ed-5e3f-9e3a-407bcc52d64f,1915,Blue Ridge League,1915-05-29,0,Kelly,,Martinsburg,p,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5c5defed-63ed-5e3f-9e3a-407bcc52d64f,1915,Blue Ridge League,1915-05-29,0,Zachary,,Martinsburg,c,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5c5defed-63ed-5e3f-9e3a-407bcc52d64f,1915,Blue Ridge League,1915-05-29,0,TOTALS,,Martinsburg,,,,3,,6,,,,,,,,,,,,,,,,,,,,,,,5,,,
f7338aaf-99a4-5280-bf97-d6fe8ecb6666,1915,Blue Ridge League,1915-05-29,0,Howard,,Gettysburg,p,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f7338aaf-99a4-5280-bf97-d6fe8ecb6666,1915,Blue Ridge League,1915-05-29,0,Jarosick,,Gettysburg,c,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f7338aaf-99a4-5280-bf97-d6fe8ecb6666,1915,Blue Ridge League,1915-05-29,0,TOTALS,,Gettysburg,,,,3,,8,,,,,,,,,,,,,,,,,,,,,,,3,,,
f7338aaf-99a4-5280-bf97-d6fe8ecb6666,1915,Blue Ridge League,1915-05-29,0,Miller,,Hanover,p,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f7338aaf-99a4-5280-bf97-d6fe8ecb6666,1915,Blue Ridge League,1915-05-29,0,Steinbach,,Hanover,c,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f7338aaf-99a4-5280-bf97-d6fe8ecb6666,1915,Blue Ridge League,1915-05-29,0,TOTALS,,Hanover,,,,4,,9,,,,,,,,,,,,,,,,,,,,,,,2,,,
327b521f-03b0-5cec-84aa-c73695bda806,1915,Blue Ridge League,1915-05-31,1,Herrel,,Hagerstown,p,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
327b521f-03b0-5cec-84aa-c73695bda806,1915,Blue Ridge League,1915-05-31,1,Doeppe,,Hagerstown,c,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
327b521f-03b0-5cec-84aa-c73695bda806,1915,Blue Ridge League,1915-05-31,1,TOTALS,,Hagerstown,,,,3,,8,,,,,,,,,,,,,,,,,,,,,,,2,,,
327b521f-03b0-5cec-84aa-c73695bda806,1915,Blue Ridge League,1915-05-31,1,Setton,,Martinsburg,p,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
327b521f-03b0-5cec-84aa-c73695bda806,1915,Blue Ridge League,1915-05-31,1,Kelly,,Martinsburg,p,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
327b521f-03b0-5cec-84aa-c73695bda806,1915,Blue Ridge League,1915-05-31,1,Zachary,,Martinsburg,c,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
327b521f-03b0-5cec-84aa-c73695bda806,1915,Blue Ridge League,1915-05-31,1,TOTALS,,Martinsburg,,,,2,,6,,,,,,,,,,,,,,,,,,,,,,,0,,,
cfc38a90-7cd2-5140-8050-f5132b8a6c9b,1915,Blue Ridge League,1915-05-31,1,TOTALS,,Chambersburg,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cfc38a90-7cd2-5140-8050-f5132b8a6c9b,1915,Blue Ridge League,1915-05-31,1,TOTALS,,Hanover,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3a1aa41e-edbe-5d5f-91e8-ce091ac32129,1915,Blue Ridge League,1915-05-31,2,Morrison,,Frederick,2b,1,4,0,,0,,,,,,,,,,,,,,,,,,,,,1,2,0,,,
3a1aa41e-edbe-5d5f-91e8-ce091ac32129,1915,Blue Ridge League,1915-05-31,2,King,,Frederick,p,10,0,0,,0,,,,,,,,,,,,,0.1,,,,,,,,0,0,0,,,
3a1aa41e-edbe-5d5f-91e8-ce091ac32129,1915,Blue Ridge League,1915-05-31,2,Boyne,,Frederick,1b,2,4,1,,3,,,,,,,1,,,1,,,,,,,,,,,7,0,0,,,
3a1aa41e-edbe-5d5f-91e8-ce091ac32129,1915,Blue Ridge League,1915-05-31,2,Lamar,,Frederick,cf,3,5,1,,3,,,1,,,,,,,,,,,,,,,,,,3,0,0,,,
3a1aa41e-edbe-5d5f-91e8-ce091ac32129,1915,Blue Ridge League,1915-05-31,2,Orrison,,Frederick,rf,4,5,1,,1,,,1,,,,,,,,,,,,,,,,,,2,0,0,,,
3a1aa41e-edbe-5d5f-91e8-ce091ac32129,1915,Blue Ridge League,1915-05-31,2,Barnhart,,Frederick,3b,5,4,2,,2,1,,,,,,,,,1,,,,,,,,,,,1,2,0,,,
3a1aa41e-edbe-5d5f-91e8-ce091ac32129,1915,Blue Ridge League,1915-05-31,2,Stevens,,Frederick,lf,6,4,1,,2,,,,,,,,,,,,,,,,,,,,,3,0,0,,,
3a1aa41e-edbe-5d5f-91e8-ce091ac32129,1915,Blue Ridge League,1915-05-31,2,Yingling,,Frederick,ss,7,3,1,,1,,,,,,,,1,,,,,,,,,,,,,1,1,1,,,
3a1aa41e-edbe-5d5f-91e8-ce091ac32129,1915,Blue Ridge League,1915-05-31,2,Whalen,,Frederick,c,8,3,0,,2,,,,,,,,1,,1,,,,,,,,,,,8,0,0,,,1
3a1aa41e-edbe-5d5f-91e8-ce091ac32129,1915,Blue Ridge League,1915-05-31,2,Beall,,Frederick,p,9,4,0,,0,,,,,,,,,,,,,8.2,5,11,3,7,,,,1,3,1,,,
3a1aa41e-edbe-5d5f-91e8-ce091ac32129,1915,Blue Ridge League,1915-05-31,2,TOTALS,,Frederick,,,36,7,5,14,,,,,,,,,,,7,,,,,,,,,,27,8,2,,,
3a1aa41e-edbe-5d5f-91e8-ce091ac32129,1915,Blue Ridge League,1915-05-31,2,Reeder,,Gettysburg,2b,1,4,0,,1,,,,,,,,,,,,,,,,,,,,,2,2,1,,,
3a1aa41e-edbe-5d5f-91e8-ce091ac32129,1915,Blue Ridge League,1915-05-31,2,Howard,,Gettysburg,p,10,2,0,,0,,,,,,,1,,,,,,3.2,2,4,,6,,,,1,0,0,,,
3a1aa41e-edbe-5d5f-91e8-ce091ac32129,1915,Blue Ridge League,1915-05-31,2,Kane,,Gettysburg,lf,2,5,2,,1,1,,,,,,,,,,,,,,,,,,,,1,0,0,,,
3a1aa41e-edbe-5d5f-91e8-ce091ac32129,1915,Blue Ridge League,1915-05-31,2,Kelly,,Gettysburg,cf,3,5,0,,2,1,,,,,,,,,,,,,,,,,,,,1,0,0,,,
3a1aa41e-edbe-5d5f-91e8-ce091ac32129,1915,Blue Ridge League,1915-05-31,2,Plank,,Gettysburg,1b,4,4,1,,2,,,,,,,,,,,,,,,,,,,,,6,3,0,,,
3a1aa41e-edbe-5d5f-91e8-ce091ac32129,1915,Blue Ridge League,1915-05-31,2,Jarosick,,Gettysburg,c,5,5,0,,3,,,,,,,,,,,,,,,,,,,,,8,1,1,,,1
3a1aa41e-edbe-5d5f-91e8-ce091ac32129,1915,Blue Ridge League,1915-05-31,2,Oyler,,Gettysburg,3b,6,5,0,,0,,,,,,,,,,,,,,,,,,,,,1,3,0,,,
3a1aa41e-edbe-5d5f-91e8-ce091ac32129,1915,Blue Ridge League,1915-05-31,2,Grove,,Gettysburg,ss,7,5,1,,1,,,,,,,,,,1,,,,,,,,,,,2,1,2,,,
3a1aa41e-edbe-5d5f-91e8-ce091ac32129,1915,Blue Ridge League,1915-05-31,2,Rudolph,,Gettysburg,lf,8,4,1,,1,,,,,,,,,,,,,,,,,,,,,2,0,0,,,
3a1aa41e-edbe-5d5f-91e8-ce091ac32129,1915,Blue Ridge League,1915-05-31,2,Stair,,Gettysburg,p,9,1,0,,0,,,,,,,,,,,,,4.1,5,10,1,1,,,,0,3,0,,,
3a1aa41e-edbe-5d5f-91e8-ce091ac32129,1915,Blue Ridge League,1915-05-31,2,TOTALS,,Gettysburg,,,40,5,2,11,,,,,,,,,,,11,,,,,,,,,,24,13,4,,,
60b00a5b-0ed6-5ad9-8ecc-80f9de8935a9,1915,Blue Ridge League,1915-05-31,2,Heavener,,Hagerstown,p,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60b00a5b-0ed6-5ad9-8ecc-80f9de8935a9,1915,Blue Ridge League,1915-05-31,2,Laughlin,,Hagerstown,c,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60b00a5b-0ed6-5ad9-8ecc-80f9de8935a9,1915,Blue Ridge League,1915-05-31,2,TOTALS,,Hagerstown,,,,4,,6,,,,,,,,,,,,,,,,,,,,,,,3,,,
60b00a5b-0ed6-5ad9-8ecc-80f9de8935a9,1915,Blue Ridge League,1915-05-31,2,Hoeffecker,,Martinsburg,p,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60b00a5b-0ed6-5ad9-8ecc-80f9de8935a9,1915,Blue Ridge League,1915-05-31,2,Zachary,,Martinsburg,c,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60b00a5b-0ed6-5ad9-8ecc-80f9de8935a9,1915,Blue Ridge League,1915-05-31,2,TOTALS,,Martinsburg,,,,2,,5,,,,,,,,,,,,,,,,,,,,,,,5,,,
791d99c1-f917-5beb-babd-73ac845d6b71,1915,Blue Ridge League,1915-05-31,2,TOTALS,,Chambersburg,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
791d99c1-f917-5beb-babd-73ac845d6b71,1915,Blue Ridge League,1915-05-31,2,TOTALS,,Hanover,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53ff0049-64d0-58e7-98c8-1e5db2e612bd,1915,Blue Ridge League,1915-06-01,0,Snyder,,Chambersburg,rf,1,4,1,,2,,,,,,,,,,,,,,,,,,,,,2,0,0,,,
53ff0049-64d0-58e7-98c8-1e5db2e612bd,1915,Blue Ridge League,1915-06-01,0,Dunn,,Chambersburg,lf,2,4,1,,1,,,,,,,,,,,,,,,,,,,,,7,0,0,1,,
53ff0049-64d0-58e7-98c8-1e5db2e612bd,1915,Blue Ridge League,1915-06-01,0,Kline,,Chambersburg,lf,3,3,0,,1,,,,,,,1,,,,,,,,,,,,,,2,0,0,,,
53ff0049-64d0-58e7-98c8-1e5db2e612bd,1915,Blue Ridge League,1915-06-01,0,Stroh,,Chambersburg,c,4,5,1,,3,,,,,,,,,,,,,,,,,,,,,8,2,2,,,1
53ff0049-64d0-58e7-98c8-1e5db2e612bd,1915,Blue Ridge League,1915-06-01,0,Lockhart,,Chambersburg,cf,5,4,0,,0,,,,,,,,,,,,,,,,,,,,,2,0,0,,,
53ff0049-64d0-58e7-98c8-1e5db2e612bd,1915,Blue Ridge League,1915-06-01,0,Francis,,Chambersburg,2b,6,4,1,,3,1,,,,,,,,,,,,,,,,,,,,5,2,0,1,,
53ff0049-64d0-58e7-98c8-1e5db2e612bd,1915,Blue Ridge League,1915-06-01,0,Eyler,,Chambersburg,3b,7,3,0,,0,,,,,,,,,,,,,,,,,,,,,0,1,0,,,
53ff0049-64d0-58e7-98c8-1e5db2e612bd,1915,Blue Ridge League,1915-06-01,0,Pounce,,Chambersburg,ss,8,3,0,,2,1,,,,,,,,,,,,,,,,,,,,1,0,0,,,
53ff0049-64d0-58e7-98c8-1e5db2e612bd,1915,Blue Ridge League,1915-06-01,0,Gray,,Chambersburg,p,9,3,0,,0,,,,,,,,,,,,,,,,4,6,,1,,0,3,0,,,
53ff0049-64d0-58e7-98c8-1e5db2e612bd,1915,Blue Ridge League,1915-06-01,0,TOTALS,,Chambersburg,,,33,4,3,12,,,,,,,,,,,9,,,,,,,,,,27,0,3,,,
53ff0049-64d0-58e7-98c8-1e5db2e612bd,1915,Blue Ridge League,1915-06-01,0,Grove,,Gettysburg,3b,1,4,0,,1,,,,,,,,,,,,,,,,,,,,,0,1,0,,,
53ff0049-64d0-58e7-98c8-1e5db2e612bd,1915,Blue Ridge League,1915-06-01,0,Howard,,Gettysburg,p,10,1,0,,0,,,,,,,,,,,,,,,,,,,,,0,3,0,,,
53ff0049-64d0-58e7-98c8-1e5db2e612bd,1915,Blue Ridge League,1915-06-01,0,Reeder,,Gettysburg,2b,2,5,0,,0,,,,,,,,,,,,,,,,,,,,,4,2,1,,,
53ff0049-64d0-58e7-98c8-1e5db2e612bd,1915,Blue Ridge League,1915-06-01,0,Kelly,,Gettysburg,cf,3,5,0,,0,,,,,,,,,,,,,,,,,,,,,1,1,0,,,
53ff0049-64d0-58e7-98c8-1e5db2e612bd,1915,Blue Ridge League,1915-06-01,0,Plank,,Gettysburg,1b,4,2,2,,0,,,,,,,,,,,,,,,,,,,,,8,0,0,,,
53ff0049-64d0-58e7-98c8-1e5db2e612bd,1915,Blue Ridge League,1915-06-01,0,Jarosick,,Gettysburg,c,5,2,1,,1,,,,,,,1,,,,,,,,,,,,,,10,1,0,,,1
53ff0049-64d0-58e7-98c8-1e5db2e612bd,1915,Blue Ridge League,1915-06-01,0,Rowe,,Gettysburg,rf,6,2,1,,0,,,,,,,,,,,,,,,,,,,,,0,0,0,,,
