key,date,number,league,phase,site,away,away.score,away.manager,home,home.score,home.manager,A,T,forfeit.to,status,status.reason,outsatend,filename,source,away.score.1,away.score.2,away.score.3,away.score.4,away.score.5,away.score.6,away.score.7,away.score.8,away.score.9,away.score.10,away.score.11,away.score.12,away.score.13,away.score.14,away.score.15,away.score.16,away.score.17,away.score.18,home.score.1,home.score.2,home.score.3,home.score.4,home.score.5,home.score.6,home.score.7,home.score.8,home.score.9,home.score.10,home.score.11,home.score.12,home.score.13,home.score.14,home.score.15,home.score.16,home.score.17,home.score.18
HGDSHHH,1915-07-30,0,Blue Ridge,regular,,Hagerstown,1,,Gettysburg,5,,,1:40,,,,,transcript/1915/1915-GSS/boxes/BLRI-19150726.txt,"Gettysburg Star and Sentinel, July 31, 1915",0,0,0,0,0,0,1,0,0,,,,,,,,,,0,0,2,0,2,1,0,0,0,,,,,,,,,
NBQGNFM,1915-07-30,0,Blue Ridge,regular,,Frederick,,,Hanover,,,,,,,,,transcript/1915/1915-GSS/boxes/BLRI-19150726.txt,"Gettysburg Star and Sentinel, July 31, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MHRTQWM,1915-07-31,0,Blue Ridge,regular,,Martinsburg,,,Chambersburg,,,,,,,,,transcript/1915/1915-GSS/boxes/BLRI-19150726.txt,"Gettysburg Star and Sentinel, August 2, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XNDKSHF,1915-07-31,0,Blue Ridge,regular,,Hagerstown,1,,Gettysburg,3,,,1:50,,,,,transcript/1915/1915-GSS/boxes/BLRI-19150726.txt,"Gettysburg Star and Sentinel, August 2, 1915",0,0,0,0,0,0,1,0,0,,,,,,,,,,0,0,1,0,0,0,0,2,x,,,,,,,,,
MGKTRCL,1915-07-31,0,Blue Ridge,regular,,Frederick,,,Hanover,,,,,,,,,transcript/1915/1915-GSS/boxes/BLRI-19150726.txt,"Gettysburg Star and Sentinel, August 2, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HWXJFRP,1915-08-02,0,Blue Ridge,regular,,Frederick,,,Gettysburg,,,,,,postponed,rain,,transcript/1915/1915-GSS/boxes/BLRI-19150802.txt,"Gettysburg Star and Sentinel, August 3, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JBTPXXK,1915-08-02,0,Blue Ridge,regular,,Hagerstown,,,Hanover,,,,,,,,,transcript/1915/1915-GSS/boxes/BLRI-19150802.txt,"Gettysburg Star and Sentinel, August 3, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DBQKDMT,1915-08-02,0,Blue Ridge,regular,,Chambersburg,,,Martinsburg,,,,,,,,,transcript/1915/1915-GSS/boxes/BLRI-19150802.txt,"Gettysburg Star and Sentinel, August 3, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TVMQHSW,1915-08-03,0,Blue Ridge,regular,,Gettysburg,0,,Chambersburg,1,,,,,,,,transcript/1915/1915-GSS/boxes/BLRI-19150802.txt,"Gettysburg Star and Sentinel, August 4, 1915",0,0,0,0,0,0,0,0,0,,,,,,,,,,0,0,1,0,0,0,0,0,0,,,,,,,,,
CPNGRSQ,1915-08-03,0,Blue Ridge,regular,,Frederick,3,,Gettysburg,2,,,1:30,,,,,transcript/1915/1915-GSS/boxes/BLRI-19150802.txt,"Gettysburg Star and Sentinel, August 4, 1915",1,0,1,0,0,0,1,0,0,,,,,,,,,,0,0,0,0,2,0,0,0,0,,,,,,,,,
ZYCVWTB,1915-08-03,0,Blue Ridge,regular,,Hagerstown,,,Hanover,,,,,,,,,transcript/1915/1915-GSS/boxes/BLRI-19150802.txt,"Gettysburg Star and Sentinel, August 4, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SZMWQLC,1915-08-03,0,Blue Ridge,regular,,Chambersburg,,,Martinsburg,,,,,,postponed,rain,,transcript/1915/1915-GSS/boxes/BLRI-19150802.txt,"Gettysburg Star and Sentinel, August 4, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RYYFWSF,1915-08-04,0,Blue Ridge,regular,,Martinsburg,,,Frederick,,,,,,,,,transcript/1915/1915-GSS/boxes/BLRI-19150802.txt,"Gettysburg Star and Sentinel, August 5, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MMNZPJJ,1915-08-04,0,Blue Ridge,regular,,Chambersburg,,,Hagerstown,,,,,,,,,transcript/1915/1915-GSS/boxes/BLRI-19150802.txt,"Gettysburg Star and Sentinel, August 5, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FHMPWWV,1915-08-04,0,Blue Ridge,regular,,Gettysburg,2,,Hanover,5,,,2:10,,,,,transcript/1915/1915-GSS/boxes/BLRI-19150802.txt,"Gettysburg Star and Sentinel, August 5, 1915",0,0,0,0,0,0,2,0,0,,,,,,,,,,2,0,0,1,0,0,0,2,x,,,,,,,,,
YDWGYQQ,1915-08-05,0,Blue Ridge,regular,,Hagerstown,,,Chambersburg,,,,,,postponed,rain,,transcript/1915/1915-GSS/boxes/BLRI-19150802.txt,"Gettysburg Star and Sentinel, August 6, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WSMJQZZ,1915-08-05,0,Blue Ridge,regular,,Hanover,,,Gettysburg,,,,,,postponed,rain,,transcript/1915/1915-GSS/boxes/BLRI-19150802.txt,"Gettysburg Star and Sentinel, August 6, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WHSDQSQ,1915-08-05,0,Blue Ridge,regular,,Frederick,,,Martinsburg,,,,,,postponed,rain,,transcript/1915/1915-GSS/boxes/BLRI-19150802.txt,"Gettysburg Star and Sentinel, August 6, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WVPNSKL,1915-08-06,0,Blue Ridge,regular,,Hanover,2,,Gettysburg,1,,,1:50,,,,,transcript/1915/1915-GSS/boxes/BLRI-19150802.txt,"Gettysburg Star and Sentinel, August 7, 1915",0,0,0,0,1,0,1,0,0,,,,,,,,,,0,0,1,0,0,0,0,0,0,,,,,,,,,
SWNYZPS,1915-08-06,1,Blue Ridge,regular,,Chambersburg,,,Hagerstown,,,,,,,,,transcript/1915/1915-GSS/boxes/BLRI-19150802.txt,"Gettysburg Star and Sentinel, August 7, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HBGTGFW,1915-08-06,2,Blue Ridge,regular,,Chambersburg,,,Hagerstown,,,,,,,,,transcript/1915/1915-GSS/boxes/BLRI-19150802.txt,"Gettysburg Star and Sentinel, August 7, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QHLCSZT,1915-08-06,0,Blue Ridge,regular,,Frederick,,,Martinsburg,,,,,,,,,transcript/1915/1915-GSS/boxes/BLRI-19150802.txt,"Gettysburg Star and Sentinel, August 7, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TPVSQPC,1915-08-07,1,Blue Ridge,regular,,Hagerstown,,,Chambersburg,,,,,,,,,transcript/1915/1915-GSS/boxes/BLRI-19150802.txt,"Gettysburg Star and Sentinel, August 9, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HFJVWKL,1915-08-07,2,Blue Ridge,regular,,Hagerstown,,,Chambersburg,,,,,,,,,transcript/1915/1915-GSS/boxes/BLRI-19150802.txt,"Gettysburg Star and Sentinel, August 9, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CVHJRRM,1915-08-07,0,Blue Ridge,regular,,Hanover,3,,Gettysburg,7,,,1:55,,,,,transcript/1915/1915-GSS/boxes/BLRI-19150802.txt,"Gettysburg Star and Sentinel, August 9, 1915",0,0,1,2,0,0,0,0,0,,,,,,,,,,0,2,1,2,1,0,0,1,x,,,,,,,,,
WQQXCQX,1915-08-07,0,Blue Ridge,regular,,Frederick,,,Martinsburg,,,,,,postponed,rain,,transcript/1915/1915-GSS/boxes/BLRI-19150802.txt,"Gettysburg Star and Sentinel, August 9, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WBXPRFB,1915-08-09,0,Blue Ridge,regular,,Hanover,,,Chambersburg,,,,,,,,,transcript/1915/1915-GSS/boxes/BLRI-19150809.txt,"Gettysburg Star and Sentinel, August 10, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSPSFJB,1915-08-09,0,Blue Ridge,regular,,Gettysburg,3,,Frederick,4,,,2:30,,,,,transcript/1915/1915-GSS/boxes/BLRI-19150809.txt,"Gettysburg Star and Sentinel, August 10, 1915",0,0,0,1,0,0,0,1,0,0,0,0,1,,,,,,0,0,0,0,0,0,0,0,2,0,0,0,2,,,,,
FSTPTSG,1915-08-09,0,Blue Ridge,regular,,Martinsburg,,,Hagerstown,,,,,,,,,transcript/1915/1915-GSS/boxes/BLRI-19150809.txt,"Gettysburg Star and Sentinel, August 10, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HVNYCRM,1915-08-10,0,Blue Ridge,regular,,Hanover,,,Chambersburg,,,,,,,,,transcript/1915/1915-GSS/boxes/BLRI-19150809.txt,"Gettysburg Star and Sentinel, August 11, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VWQYXNW,1915-08-10,0,Blue Ridge,regular,,Gettysburg,3,,Frederick,5,,,1:40,,,,,transcript/1915/1915-GSS/boxes/BLRI-19150809.txt,"Gettysburg Star and Sentinel, August 11, 1915",1,0,0,2,0,0,0,0,0,,,,,,,,,,0,0,0,0,0,2,0,3,x,,,,,,,,,
TQQGYPB,1915-08-10,0,Blue Ridge,regular,,Martinsburg,,,Hagerstown,,,,,,,,,transcript/1915/1915-GSS/boxes/BLRI-19150809.txt,"Gettysburg Star and Sentinel, August 11, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JZYHZNK,1915-08-11,0,Blue Ridge,regular,,Gettysburg,4,,Chambersburg,1,,,1:50,,,,,transcript/1915/1915-GSS/boxes/BLRI-19150809.txt,"Gettysburg Star and Sentinel, August 12, 1915",1,0,1,0,0,1,1,0,0,,,,,,,,,,0,0,0,1,0,0,0,0,0,,,,,,,,,
BBDGXCX,1915-08-11,0,Blue Ridge,regular,,Hanover,,,Frederick,,,,,,,,,transcript/1915/1915-GSS/boxes/BLRI-19150809.txt,"Gettysburg Star and Sentinel, August 12, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WFKWSHJ,1915-08-11,0,Blue Ridge,regular,,Hagerstown,,,Martinsburg,,,,,,,,,transcript/1915/1915-GSS/boxes/BLRI-19150809.txt,"Gettysburg Star and Sentinel, August 12, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LKGMDGX,1915-08-12,0,Blue Ridge,regular,,Gettysburg,2,,Chambersburg,7,,,1:45,,,,,transcript/1915/1915-GSS/boxes/BLRI-19150809.txt,"Gettysburg Star and Sentinel, August 13, 1915",0,0,0,0,0,2,0,0,0,,,,,,,,,,3,0,1,1,0,2,0,0,0,,,,,,,,,
LSHTTJT,1915-08-12,0,Blue Ridge,regular,,Hanover,,,Frederick,,,,,,,,,transcript/1915/1915-GSS/boxes/BLRI-19150809.txt,"Gettysburg Star and Sentinel, August 13, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYYZQMG,1915-08-12,0,Blue Ridge,regular,,Hagerstown,,,Martinsburg,,,,,,postponed,rain,,transcript/1915/1915-GSS/boxes/BLRI-19150809.txt,"Gettysburg Star and Sentinel, August 13, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGKYKXC,1915-08-13,0,Blue Ridge,regular,,Chambersburg,2,,Gettysburg,9,,,1:40,,,,,transcript/1915/1915-GSS/boxes/BLRI-19150809.txt,"Gettysburg Star and Sentinel, August 14, 1915",0,0,0,0,0,2,0,0,0,,,,,,,,,,1,0,5,1,2,0,0,0,x,,,,,,,,,
WRZYWPF,1915-08-13,0,Blue Ridge,regular,,Frederick,,,Hagerstown,,,,,,,,,transcript/1915/1915-GSS/boxes/BLRI-19150809.txt,"Gettysburg Star and Sentinel, August 14, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DSVGNFW,1915-08-13,0,Blue Ridge,regular,,Martinsburg,,,Hanover,,,,,,,,,transcript/1915/1915-GSS/boxes/BLRI-19150809.txt,"Gettysburg Star and Sentinel, August 14, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NRVJJXF,1915-08-14,0,Blue Ridge,regular,,Chambersburg,1,,Gettysburg,0,,,1:30,,,,,transcript/1915/1915-GSS/boxes/BLRI-19150809.txt,"Gettysburg Star and Sentinel, August 16, 1915",0,0,0,1,0,0,0,0,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,,
WHWNWGX,1915-08-14,0,Blue Ridge,regular,,Frederick,,,Hagerstown,,,,,,,,,transcript/1915/1915-GSS/boxes/BLRI-19150809.txt,"Gettysburg Star and Sentinel, August 16, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HTBFTWP,1915-08-14,0,Blue Ridge,regular,,Martinsburg,,,Hanover,,,,,,,,,transcript/1915/1915-GSS/boxes/BLRI-19150809.txt,"Gettysburg Star and Sentinel, August 16, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YZXDTWF,1915-08-16,0,Blue Ridge,regular,,Hagerstown,,,Frederick,,,,,,,,,transcript/1915/1915-GSS/boxes/BLRI-19150816.txt,"Gettysburg Star and Sentinel, August 17, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WKCWGFZ,1915-08-16,0,Blue Ridge,regular,,Martinsburg,7,,Gettysburg,4,,,2:15,,,,,transcript/1915/1915-GSS/boxes/BLRI-19150816.txt,"Gettysburg Star and Sentinel, August 17, 1915",0,1,0,0,1,3,1,0,1,,,,,,,,,,0,0,0,0,0,0,0,4,0,,,,,,,,,
SQKTLJM,1915-08-16,1,Blue Ridge,regular,,Chambersburg,,,Hanover,,,,,,,,,transcript/1915/1915-GSS/boxes/BLRI-19150816.txt,"Gettysburg Star and Sentinel, August 17, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DKCKXWC,1915-08-16,2,Blue Ridge,regular,,Chambersburg,,,Hanover,,,,,,,,,transcript/1915/1915-GSS/boxes/BLRI-19150816.txt,"Gettysburg Star and Sentinel, August 17, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RJXFZKC,1915-08-17,0,Blue Ridge,regular,,Hagerstown,,,Frederick,,,,,,,,,transcript/1915/1915-GSS/boxes/BLRI-19150816.txt,"Gettysburg Star and Sentinel, August 18, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HBVGMPF,1915-08-17,0,Blue Ridge,regular,,Martinsburg,3,,Gettysburg,4,,,1:42,,,,,transcript/1915/1915-GSS/boxes/BLRI-19150816.txt,"Gettysburg Star and Sentinel, August 18, 1915",0,0,2,0,0,0,0,1,0,,,,,,,,,,2,0,1,1,0,0,0,0,x,,,,,,,,,
HHKSNKP,1915-08-17,0,Blue Ridge,regular,,Chambersburg,,,Hanover,,,,,,,,,transcript/1915/1915-GSS/boxes/BLRI-19150816.txt,"Gettysburg Star and Sentinel, August 18, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YQXXRSZ,1915-08-18,1,Blue Ridge,regular,,Frederick,,,Chambersburg,,,,,,,,,transcript/1915/1915-GSS/boxes/BLRI-19150816.txt,"Gettysburg Star and Sentinel, August 19, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WSLGRPS,1915-08-18,2,Blue Ridge,regular,,Frederick,,,Chambersburg,,,,,,,,,transcript/1915/1915-GSS/boxes/BLRI-19150816.txt,"Gettysburg Star and Sentinel, August 19, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRMTXTT,1915-08-18,0,Blue Ridge,regular,,Gettysburg,3,,Hagerstown,1,,,1:40,,,,,transcript/1915/1915-GSS/boxes/BLRI-19150816.txt,"Gettysburg Star and Sentinel, August 19, 1915",0,0,0,0,2,0,1,0,0,,,,,,,,,,0,0,0,0,0,0,1,0,0,,,,,,,,,
GRQTGPC,1915-08-18,0,Blue Ridge,regular,,Hanover,,,Martinsburg,,,,,,,,,transcript/1915/1915-GSS/boxes/BLRI-19150816.txt,"Gettysburg Star and Sentinel, August 19, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QFCPNCS,1915-08-19,0,Blue Ridge,regular,,Gettysburg,5,,Hagerstown,14,,,2:00,,,,,transcript/1915/1915-GSS/boxes/BLRI-19150816.txt,"Gettysburg Star and Sentinel, August 20, 1915",1,0,0,0,0,0,1,0,3,,,,,,,,,,2,0,2,4,0,1,2,3,x,,,,,,,,,
JHNPJDG,1915-08-19,0,Blue Ridge,regular,,Hanover,,,Martinsburg,,,,,,,,,transcript/1915/1915-GSS/boxes/BLRI-19150816.txt,"Gettysburg Star and Sentinel, August 20, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XYWBXYC,1915-08-20,0,Blue Ridge,regular,,Chambersburg,,,Frederick,,,,,,,,,transcript/1915/1915-GSS/boxes/BLRI-19150816.txt,"Gettysburg Star and Sentinel, August 21, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FQFFJKS,1915-08-20,0,Blue Ridge,regular,,Hanover,,,Hagerstown,,,,,,,,,transcript/1915/1915-GSS/boxes/BLRI-19150816.txt,"Gettysburg Star and Sentinel, August 21, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZPKPYXZ,1915-08-20,0,Blue Ridge,regular,,Gettysburg,2,,Martinsburg,13,,,1:15,,,,,transcript/1915/1915-GSS/boxes/BLRI-19150816.txt,"Gettysburg Star and Sentinel, August 21, 1915",0,0,1,0,0,1,0,0,0,,,,,,,,,,3,0,0,0,0,4,0,6,x,,,,,,,,,
GHKTRKJ,1915-08-21,0,Blue Ridge,regular,,Chambersburg,,,Frederick,,,,,,,,,transcript/1915/1915-GSS/boxes/BLRI-19150816.txt,"Gettysburg Star and Sentinel, August 23, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YZWJVLV,1915-08-21,0,Blue Ridge,regular,,Hanover,,,Hagerstown,,,,,,,,,transcript/1915/1915-GSS/boxes/BLRI-19150816.txt,"Gettysburg Star and Sentinel, August 23, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XXMLBDL,1915-08-21,0,Blue Ridge,regular,,Gettysburg,2,,Martinsburg,13,,,1:25,,,,,transcript/1915/1915-GSS/boxes/BLRI-19150816.txt,"Gettysburg Star and Sentinel, August 23, 1915",0,0,1,0,0,1,0,0,0,,,,,,,,,,3,0,0,0,0,4,0,6,x,,,,,,,,,
GPKTGVW,1915-08-23,0,Blue Ridge,regular,,Martinsburg,,,Chambersburg,,,,,,,,,transcript/1915/1915-GSS/boxes/BLRI-19150823.txt,"Gettysburg Star and Sentinel, August 24, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDLXRHD,1915-08-23,0,Blue Ridge,regular,,Hagerstown,0,,Gettysburg,0,,,1:50,,,,,transcript/1915/1915-GSS/boxes/BLRI-19150823.txt,"Gettysburg Star and Sentinel, August 24, 1915",0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,
VWJFKRP,1915-08-23,0,Blue Ridge,regular,,Frederick,,,Hanover,,,,,,,,,transcript/1915/1915-GSS/boxes/BLRI-19150823.txt,"Gettysburg Star and Sentinel, August 24, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WPJJLTM,1915-08-24,0,Blue Ridge,regular,,Martinsburg,,,Chambersburg,,,,,,,,,transcript/1915/1915-GSS/boxes/BLRI-19150823.txt,"Gettysburg Star and Sentinel, August 25, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XSYPHDC,1915-08-24,0,Blue Ridge,regular,,Hagerstown,,,Gettysburg,,,,,,postponed,rain,,transcript/1915/1915-GSS/boxes/BLRI-19150823.txt,"Gettysburg Star and Sentinel, August 25, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KSWZJHZ,1915-08-24,0,Blue Ridge,regular,,Frederick,,,Hanover,,,,,,postponed,rain,,transcript/1915/1915-GSS/boxes/BLRI-19150823.txt,"Gettysburg Star and Sentinel, August 25, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBLBCDT,1915-08-25,1,Blue Ridge,regular,,Frederick,4,,Gettysburg,3,,,1:40,,,,,transcript/1915/1915-GSS/boxes/BLRI-19150823.txt,"Gettysburg Star and Sentinel, August 26, 1915",0,0,0,2,0,0,0,0,0,0,2,,,,,,,,0,2,0,0,0,0,0,0,0,0,1,,,,,,,
MGSBVZL,1915-08-25,2,Blue Ridge,regular,,Frederick,2,,Gettysburg,4,,,1:20,,,,,transcript/1915/1915-GSS/boxes/BLRI-19150823.txt,"Gettysburg Star and Sentinel, August 26, 1915",2,0,0,0,0,0,0,,,,,,,,,,,,0,0,3,1,0,0,x,,,,,,,,,,,
WWDCHSB,1915-08-25,1,Blue Ridge,regular,,Hagerstown,,,Hanover,,,,,,,,,transcript/1915/1915-GSS/boxes/BLRI-19150823.txt,"Gettysburg Star and Sentinel, August 26, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LQRHVTN,1915-08-25,2,Blue Ridge,regular,,Hagerstown,,,Hanover,,,,,,,,,transcript/1915/1915-GSS/boxes/BLRI-19150823.txt,"Gettysburg Star and Sentinel, August 26, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KCQPTVB,1915-08-25,1,Blue Ridge,regular,,Chambersburg,,,Martinsburg,,,,,,,,,transcript/1915/1915-GSS/boxes/BLRI-19150823.txt,"Gettysburg Star and Sentinel, August 26, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FPFLZLQ,1915-08-25,2,Blue Ridge,regular,,Chambersburg,,,Martinsburg,,,,,,,,,transcript/1915/1915-GSS/boxes/BLRI-19150823.txt,"Gettysburg Star and Sentinel, August 26, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BJSLCYH,1915-08-26,1,Blue Ridge,regular,,Frederick,0,,Gettysburg,4,,,,,,,,transcript/1915/1915-GSS/boxes/BLRI-19150823.txt,"Gettysburg Star and Sentinel, August 27, 1915",0,0,0,0,0,0,0,0,0,,,,,,,,,,0,1,3,0,0,0,0,0,x,,,,,,,,,
RTQFSYX,1915-08-26,2,Blue Ridge,regular,,Frederick,2,,Gettysburg,1,,,,,,,,transcript/1915/1915-GSS/boxes/BLRI-19150823.txt,"Gettysburg Star and Sentinel, August 27, 1915",0,0,0,2,0,0,0,,,,,,,,,,,,0,0,0,0,0,0,1,,,,,,,,,,,
SSKYRQF,1915-08-26,1,Blue Ridge,regular,,Chambersburg,,,Martinsburg,,,,,,,,,transcript/1915/1915-GSS/boxes/BLRI-19150823.txt,"Gettysburg Star and Sentinel, August 27, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PBTLCXV,1915-08-26,2,Blue Ridge,regular,,Chambersburg,,,Martinsburg,,,,,,,,,transcript/1915/1915-GSS/boxes/BLRI-19150823.txt,"Gettysburg Star and Sentinel, August 27, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
