game.key,league.year,league.name,game.date,game.number,game.phase,ref,name.last,name.first
NPNCVTN,1915,Blue Ridge League,1915-05-27,0,regular,P1473959,Hanks,
MYCTTRN,1915,Blue Ridge League,1915-05-28,0,regular,P1473959,Hanks,
CFZVHHV,1915,Blue Ridge League,1915-05-31,2,regular,P1473959,Hanks,
ZRCSQZJ,1915,Blue Ridge League,1915-06-01,0,regular,P9020737,McAtee,
ZRCSQZJ,1915,Blue Ridge League,1915-06-01,0,regular,P0805921,Glatts,
WXDBMZC,1915,Blue Ridge League,1915-06-04,0,regular,P1473959,Hanks,
YQJRLYM,1915,Blue Ridge League,1915-06-05,0,regular,P1473959,Hanks,
HSDQRRB,1915,Blue Ridge League,1915-06-07,0,regular,P1473959,Hanks,
DRMVNMR,1915,Blue Ridge League,1915-06-08,0,regular,P1473959,Hanks,
YDTPMZX,1915,Blue Ridge League,1915-06-09,0,regular,P1473959,Hanks,
YZQJRNQ,1915,Blue Ridge League,1915-06-10,0,regular,P1473959,Hanks,
LCMVNFB,1915,Blue Ridge League,1915-06-11,0,regular,P9020737,McAtee,
MPNFJRR,1915,Blue Ridge League,1915-06-12,0,regular,P9020737,McAtee,
RLFZPCX,1915,Blue Ridge League,1915-06-14,0,regular,P0805921,Glatts,
JPXJHNX,1915,Blue Ridge League,1915-06-14,0,regular,P1473959,Hanks,
LGSBDSC,1915,Blue Ridge League,1915-06-16,0,regular,P0805921,Glatts,
YFPHGRD,1915,Blue Ridge League,1915-06-17,0,regular,P0805921,Glatts,
QBPNQDQ,1915,Blue Ridge League,1915-06-18,0,regular,P9020737,McAtee,
JNQRHRM,1915,Blue Ridge League,1915-06-19,0,regular,P9020737,McAtee,
CLHXZFY,1915,Blue Ridge League,1915-06-21,0,regular,P1473959,Hanks,
BNMCBQQ,1915,Blue Ridge League,1915-06-22,0,regular,P1473959,Hanks,
YVZDHDC,1915,Blue Ridge League,1915-06-23,0,regular,P1473959,Hanks,
YSSPVJH,1915,Blue Ridge League,1915-06-24,0,regular,P1473959,Hanks,
VXYHFPP,1915,Blue Ridge League,1915-06-25,0,regular,P9020737,McAtee,
DCBHFZX,1915,Blue Ridge League,1915-06-26,1,regular,P9020737,McAtee,
TSCMNGF,1915,Blue Ridge League,1915-06-26,2,regular,P9020737,McAtee,
NJBHDXN,1915,Blue Ridge League,1915-06-28,0,regular,P9020737,McAtee,
RCSNSTZ,1915,Blue Ridge League,1915-06-29,0,regular,P9020737,McAtee,
DMGTPMY,1915,Blue Ridge League,1915-06-30,0,regular,P9020737,McAtee,
PFFQPGP,1915,Blue Ridge League,1915-07-01,0,regular,P9020737,McAtee,
GQMTCVS,1915,Blue Ridge League,1915-07-02,0,regular,P9020737,McAtee,
VJXWVJC,1915,Blue Ridge League,1915-07-05,1,regular,P1473959,Hanks,
NHMTGFZ,1915,Blue Ridge League,1915-07-05,2,regular,P1473959,Hanks,
MVLXCWM,1915,Blue Ridge League,1915-07-06,0,regular,P9020737,McAtee,
QSJMMPS,1915,Blue Ridge League,1915-07-07,0,regular,P9020737,McAtee,
LGTTWGM,1915,Blue Ridge League,1915-07-08,1,regular,P9020737,McAtee,
KBDCPJM,1915,Blue Ridge League,1915-07-08,2,regular,P9020737,McAtee,
DJWZHFV,1915,Blue Ridge League,1915-07-09,0,regular,P9020737,McAtee,
XTKZRFQ,1915,Blue Ridge League,1915-07-10,0,regular,P9020737,McAtee,
HLSFBDT,1915,Blue Ridge League,1915-07-12,0,regular,P4353539,Lawrence,
BKHQDTB,1915,Blue Ridge League,1915-07-13,0,regular,P9020737,McAtee,
NVXKNHS,1915,Blue Ridge League,1915-07-14,0,regular,P0805921,Glatts,
HLZTDQD,1915,Blue Ridge League,1915-07-15,0,regular,P0805921,Glatts,
GQRVHMV,1915,Blue Ridge League,1915-07-16,0,regular,P9020737,McAtee,
ZMHRQNR,1915,Blue Ridge League,1915-07-16,0,regular,P0805921,Glatts,
LKSCMWB,1915,Blue Ridge League,1915-07-17,0,regular,P9020737,McAtee,
YDNXWWQ,1915,Blue Ridge League,1915-07-19,0,regular,P4579346,Cleary,
HXJXVCQ,1915,Blue Ridge League,1915-07-20,1,regular,P4579346,Cleary,
LNSFHGQ,1915,Blue Ridge League,1915-07-20,2,regular,P4579346,Cleary,
GRRBZMF,1915,Blue Ridge League,1915-07-21,0,regular,P4579346,Cleary,
NXQXKGM,1915,Blue Ridge League,1915-07-22,0,regular,P4579346,Cleary,
HJCHTYF,1915,Blue Ridge League,1915-07-23,0,regular,P9020737,McAtee,
HJCHTYF,1915,Blue Ridge League,1915-07-23,0,regular,P5812479,Derr,
BWRSCBF,1915,Blue Ridge League,1915-07-24,1,regular,P9020737,McAtee,
BWRSCBF,1915,Blue Ridge League,1915-07-24,1,regular,P5812479,Derr,
NNRDDZD,1915,Blue Ridge League,1915-07-24,2,regular,P9020737,McAtee,
NNRDDZD,1915,Blue Ridge League,1915-07-24,2,regular,P5812479,Derr,
WGRVMDV,1915,Blue Ridge League,1915-07-26,0,regular,P5812479,Derr,
DYMNTZP,1915,Blue Ridge League,1915-07-27,0,regular,P5812479,Derr,
BLWWSQM,1915,Blue Ridge League,1915-07-28,0,regular,P5812479,Derr,
FKLQTXS,1915,Blue Ridge League,1915-07-29,0,regular,P5812479,Derr,
HGDSHHH,1915,Blue Ridge League,1915-07-30,0,regular,P7153875,Dutch Weimer,
XNDKSHF,1915,Blue Ridge League,1915-07-31,0,regular,P4579346,Cleary,
CPNGRSQ,1915,Blue Ridge League,1915-08-03,0,regular,P0805921,Glatts,
FHMPWWV,1915,Blue Ridge League,1915-08-04,0,regular,P5812479,Derr,
WVPNSKL,1915,Blue Ridge League,1915-08-06,0,regular,P5812479,Derr,
CVHJRRM,1915,Blue Ridge League,1915-08-07,0,regular,P5812479,Derr,
HSPSFJB,1915,Blue Ridge League,1915-08-09,0,regular,P4579346,Cleary,
VWQYXNW,1915,Blue Ridge League,1915-08-10,0,regular,P4579346,Cleary,
JZYHZNK,1915,Blue Ridge League,1915-08-11,0,regular,P5812479,Derr,
LKGMDGX,1915,Blue Ridge League,1915-08-12,0,regular,P5812479,Derr,
RGKYKXC,1915,Blue Ridge League,1915-08-13,0,regular,P5812479,Derr,
NRVJJXF,1915,Blue Ridge League,1915-08-14,0,regular,P5812479,Derr,
WKCWGFZ,1915,Blue Ridge League,1915-08-16,0,regular,P5812479,Derr,
HBVGMPF,1915,Blue Ridge League,1915-08-17,0,regular,P5812479,Derr,
GRMTXTT,1915,Blue Ridge League,1915-08-18,0,regular,P5812479,Derr,
QFCPNCS,1915,Blue Ridge League,1915-08-19,0,regular,P5812479,Derr,
ZPKPYXZ,1915,Blue Ridge League,1915-08-20,0,regular,P5812479,Derr,
XXMLBDL,1915,Blue Ridge League,1915-08-21,0,regular,P5812479,Derr,
DDLXRHD,1915,Blue Ridge League,1915-08-23,0,regular,P4579346,Cleary,
BBLBCDT,1915,Blue Ridge League,1915-08-25,1,regular,P4579346,Cleary,
MGSBVZL,1915,Blue Ridge League,1915-08-25,2,regular,P4579346,Cleary,
