game.key,league.year,league.name,game.date,game.number,game.phase,ref,name.last,name.first,club.name,pos,seq,B_AB,B_R,B_ER,B_H,B_2B,B_3B,B_HR,B_RBI,B_BB,B_SO,B_HP,B_SH,B_SF,B_SB,B_XO,B_LOB,B_ROE,P_IP,P_TBF,P_R,P_ER,P_H,P_BB,P_SO,P_HP,P_WP,P_BK,F_PO,F_A,F_E,F_DP,F_TP,F_PB,F_SB
DDNPNMP,1909,Southern Association,1909-04-15,0,regular,P6782373,Dailey,,Montgomery,lf,1,5,1,,2,1,1,,,,,,,,,,,,,,,,,,,,,,2,0,0,,,,
DDNPNMP,1909,Southern Association,1909-04-15,0,regular,P6727799,Persons,,Montgomery,cf,2,5,0,,1,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,
DDNPNMP,1909,Southern Association,1909-04-15,0,regular,P4210621,Kerwin,,Montgomery,rf,3,5,1,,0,,,,,,,,,,,,,,,,,,,,,,,,2,1,0,,,,
DDNPNMP,1909,Southern Association,1909-04-15,0,regular,P3088941,Greminger,,Montgomery,1b,4,2,0,,0,,,,,,,,1,,,,,,,,,,,,,,,,7,1,0,,,,
DDNPNMP,1909,Southern Association,1909-04-15,0,regular,P9832121,Manush,,Montgomery,3b,5,4,0,,0,,,,,,,,,,,,,,,,,,,,,,,,0,3,0,,,,
DDNPNMP,1909,Southern Association,1909-04-15,0,regular,P9468371,Rockenfield,,Montgomery,2b,6,3,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,4,4,0,,,,
DDNPNMP,1909,Southern Association,1909-04-15,0,regular,P3412375,Pepe,,Montgomery,ss,7,4,0,,0,,,,,,,,,,,,,,,,,,,,,,,,3,1,2,,,,
DDNPNMP,1909,Southern Association,1909-04-15,0,regular,P8204162,Shannon,,Montgomery,c,8,4,0,,1,,,,,,,,,,,,,,,,,,,,,,,,3,1,0,,,,
DDNPNMP,1909,Southern Association,1909-04-15,0,regular,P7085634,Lively,,Montgomery,p,9,3,1,,2,1,,,,,,,,,,,,,,,,,,3,3,,,,3,0,1,,,,
DDNPNMP,1909,Southern Association,1909-04-15,0,regular,,TOTALS,,Montgomery,,,35,3,,7,,,,,,,,,,,,,,,,,,,,,,,,24,14,3,,,,
DDNPNMP,1909,Southern Association,1909-04-15,0,regular,P8657630,Bay,,Nashville,lf,1,3,2,,0,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,,,,
DDNPNMP,1909,Southern Association,1909-04-15,0,regular,P1292344,Duggan,,Nashville,p,10,2,0,,0,,,,,,,,,,,,,,,,,,,3,3,,,,1,1,0,,,,
DDNPNMP,1909,Southern Association,1909-04-15,0,regular,P4768662,Wiseman,,Nashville,rf,2,4,0,,1,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,,,,
DDNPNMP,1909,Southern Association,1909-04-15,0,regular,P6165519,East,,Nashville,2b,3,3,0,,2,,,,,,,,,,,,,,,,,,,,,,,,2,3,0,1,,,
DDNPNMP,1909,Southern Association,1909-04-15,0,regular,P8973312,Robertson,,Nashville,1b,4,3,0,,0,,,,,,,,1,,,,,,,,,,,,,,,,12,0,0,1,,,
DDNPNMP,1909,Southern Association,1909-04-15,0,regular,P2146523,Seigle,,Nashville,cf,5,4,0,,1,,,,,,,,,,,,,,,,,,,,,,,,2,0,1,,,,
DDNPNMP,1909,Southern Association,1909-04-15,0,regular,P2882736,Butler,,Nashville,ss,6,4,0,,1,,,,,,,,,,,,,,,,,,,,,,,,2,3,0,,,,
DDNPNMP,1909,Southern Association,1909-04-15,0,regular,P6095600,Noyes,,Nashville,3b,7,3,1,,0,,,,,,,1,,,,,,,,,,,,,,,,,1,2,1,,,,
DDNPNMP,1909,Southern Association,1909-04-15,0,regular,P6975184,Seabough,,Nashville,c,8,3,1,,1,,,,,,,,,,,,,,,,,,,,,,,,4,1,0,,,,
DDNPNMP,1909,Southern Association,1909-04-15,0,regular,P8011032,Gilroy,,Nashville,p,9,0,0,,0,,,,,,,,,,,,,,,,,,,2,1,,,,0,3,0,,,,
DDNPNMP,1909,Southern Association,1909-04-15,0,regular,,TOTALS,,Nashville,,,29,4,,6,,,,,,,,,,,,,,,,,,,,,,,,27,13,2,,,,
