league.year,league.name,league.phase,person.ref,person.name.last,person.name.given,S_FIRST,S_LAST,U_G
1915,Blue Ridge League,regular,P5595266,Cleary,,1915-07-14,1915-08-23,18
1915,Blue Ridge League,regular,P2011759,Derr,,1915-07-20,1915-08-19,9
1915,Blue Ridge League,regular,P1821841,Glatts,,1915-05-28,1915-08-25,21
1915,Blue Ridge League,regular,P6050199,Hanks,,1915-05-28,1915-08-19,10
1915,Blue Ridge League,regular,P1099472,Hanks,Eugene,1915-07-14,1915-07-14,1
1915,Blue Ridge League,regular,P0036657,McAtee,,1915-06-07,1915-07-22,15
1915,Blue Ridge League,regular,P7974519,R. Hanks,,1915-07-13,1915-07-13,1
1915,Blue Ridge League,regular,P9823771,Stafford,,1915-08-09,1915-08-09,1
1915,Blue Ridge League,regular,P3799019,Stradford,,1915-08-03,1915-08-13,2
1915,Blue Ridge League,regular,P9768941,Strafford,,1915-08-11,1915-08-11,1
1915,Blue Ridge League,regular,P1558395,Stratford,,1915-08-04,1915-08-10,2
