game.key,league.year,league.name,game.date,game.number,game.phase,ref,name.last,name.first,club.name,pos,seq,B_AB,B_R,B_ER,B_H,B_2B,B_3B,B_HR,B_RBI,B_BB,B_SO,B_HP,B_SH,B_SF,B_SB,B_XO,B_LOB,B_ROE,P_IP,P_TBF,P_R,P_ER,P_H,P_BB,P_SO,P_HP,P_WP,P_BK,F_PO,F_A,F_E,F_DP,F_TP,F_PB,F_SB
RDCQCZM,1911,Carolina Association,1911-04-29,0,regular,P4747567,Rickard,,Greensboro,cf,1,4,0,,1,,,,,,,,,,1,,,,,,,,,,,,,,3,0,0,,,,
RDCQCZM,1911,Carolina Association,1911-04-29,0,regular,P7315440,Fisher,,Greensboro,p,10,4,1,,0,,,,,,,,,,,,,,8,,,,4,2,4,,,,0,1,1,,,,
RDCQCZM,1911,Carolina Association,1911-04-29,0,regular,P8080588,Doyle,,Greensboro,3b,2,4,2,,1,,,,,,,,,,1,,,,,,,,,,,,,,0,2,0,,,,
RDCQCZM,1911,Carolina Association,1911-04-29,0,regular,P1210329,Fuller,,Greensboro,1b,3,2,1,,2,,,,,,,,,,,,,,,,,,,,,,,,10,1,0,1,,,
RDCQCZM,1911,Carolina Association,1911-04-29,0,regular,P5171266,Bentley,,Greensboro,rf,4,5,0,,1,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,,,,
RDCQCZM,1911,Carolina Association,1911-04-29,0,regular,P0424863,Clapp,,Greensboro,2b,5,4,0,,1,,,,,,,,,,,,,,,,,,,,,,,,1,3,0,,,,
RDCQCZM,1911,Carolina Association,1911-04-29,0,regular,P5199741,Lowman,,Greensboro,lf,6,4,1,,1,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,,,,
RDCQCZM,1911,Carolina Association,1911-04-29,0,regular,P0315393,Corwin,,Greensboro,ss,7,4,1,,1,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,,,,
RDCQCZM,1911,Carolina Association,1911-04-29,0,regular,P0000561,Nippert,,Greensboro,c,8,3,1,,1,,,,,,,,,,,,,,,,,,,,,,,,8,1,0,2,,,
RDCQCZM,1911,Carolina Association,1911-04-29,0,regular,P5426871,Hauser,,Greensboro,p,9,0,0,,0,,,,,,,,,,,,,,1,,,,1,,1,,,,0,0,0,,,,
RDCQCZM,1911,Carolina Association,1911-04-29,0,regular,,TOTALS,,Greensboro,,,34,7,,9,,,,,,,,,,,,9,6,,,,,,,,,,,27,10,1,,,,
RDCQCZM,1911,Carolina Association,1911-04-29,0,regular,P4952212,McCraney,,Spartanburg,cf,1,4,0,,0,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,,,,
RDCQCZM,1911,Carolina Association,1911-04-29,0,regular,P3490399,Vickery,,Spartanburg,p,10,0,0,,0,,,,,,,,,,,,,,0.2,,,,2,,,,,,0,1,1,,,,
RDCQCZM,1911,Carolina Association,1911-04-29,0,regular,P9175364,Moore,,Spartanburg,rf,11,1,0,,0,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,,,,
RDCQCZM,1911,Carolina Association,1911-04-29,0,regular,P3729331,Wynne,,Spartanburg,2b,2,4,0,,1,,,,,,,,,,,,,,,,,,,,,,,,3,2,0,,,,
RDCQCZM,1911,Carolina Association,1911-04-29,0,regular,P4338792,Walker,,Spartanburg,lf,3,3,1,,3,1,1,,,,,,,,,,,,,,,,,,,,,,0,0,2,,,,
RDCQCZM,1911,Carolina Association,1911-04-29,0,regular,P8509196,Wagnon,,Spartanburg,rf-1b,4,4,0,,0,,,,,,,,,,,,,,,,,,,,,,,,4,1,0,,,,
RDCQCZM,1911,Carolina Association,1911-04-29,0,regular,P8301796,Williams,,Spartanburg,3b,5,2,0,,0,,,,,,,,1,,1,,,,,,,,,,,,,,1,0,2,,,,
RDCQCZM,1911,Carolina Association,1911-04-29,0,regular,P9020754,Laval,,Spartanburg,1b-p,6,4,0,,1,,,,,,,,,,1,,,,3,,,,,3,2,,1,,3,1,1,,,,
