game.key,league.year,league.name,game.date,game.number,game.phase,ref,name.last,name.first
BSFVJFG,1911,Carolina Association,1911-07-08,0,regular,P5393020,Nugent,
XPRXVWX,1911,Carolina Association,1911-07-10,0,regular,P5393020,Nugent,
QBWHTPC,1911,Carolina Association,1911-07-11,0,regular,P5393020,Nugent,
VMXXXWB,1911,Carolina Association,1911-07-12,0,regular,P5393020,Nugent,
MRDNSCB,1911,Carolina Association,1911-07-13,0,regular,P5393020,Nugent,
RWQBVWD,1911,Carolina Association,1911-05-09,0,regular,P4758125,O'Brian,
CCKBLTT,1911,Carolina Association,1911-05-09,0,regular,P1148716,Shea,
VPSBFJV,1911,Carolina Association,1911-04-29,0,regular,P1148716,Shea,
RDCQCZM,1911,Carolina Association,1911-04-29,0,regular,P2365937,O'Brien,
PBWBBXW,1911,Carolina Association,1911-04-29,0,regular,P5393020,Nugent,
QVFPJMT,1911,Carolina Association,1911-07-04,1,regular,P4805837,Leibrich,
