game.key,league.year,league.name,game.date,game.number,game.phase,name.last,name.first,club.name,pos,seq,B_AB,B_R,B_ER,B_H,B_2B,B_3B,B_HR,B_RBI,B_BB,B_SO,B_HP,B_SH,B_SF,B_SB,B_XO,B_LOB,B_ROE,P_IP,P_TBF,P_R,P_ER,P_H,P_BB,P_SO,P_HP,P_WP,P_BK,F_PO,F_A,F_E,F_DP,F_TP,F_PB,F_SB
DHWCYVG,1915,Buckeye League,1915-05-19,0,regular,Hart,,Marion,p,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DHWCYVG,1915,Buckeye League,1915-05-19,0,regular,Breymaier,,Marion,c,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DHWCYVG,1915,Buckeye League,1915-05-19,0,regular,TOTALS,,Marion,,,,3,,5,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,
DHWCYVG,1915,Buckeye League,1915-05-19,0,regular,Dillon,,Newark,p,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DHWCYVG,1915,Buckeye League,1915-05-19,0,regular,Daugherty,,Newark,p,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DHWCYVG,1915,Buckeye League,1915-05-19,0,regular,Strawn,,Newark,c,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DHWCYVG,1915,Buckeye League,1915-05-19,0,regular,TOTALS,,Newark,,,,1,,6,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
JHFVHQY,1915,Buckeye League,1915-05-19,0,regular,Long,,Akron,2b,1,4,1,,1,,,,,,,,,,,,,,,,,,,,,,,,0,3,2,,,,
JHFVHQY,1915,Buckeye League,1915-05-19,0,regular,Byatt,,Akron,cf,2,5,0,,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,,,,
JHFVHQY,1915,Buckeye League,1915-05-19,0,regular,Jaekel,,Akron,lf,3,5,0,,2,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,,,,
JHFVHQY,1915,Buckeye League,1915-05-19,0,regular,Glennon,,Akron,1b,4,4,0,,1,,,,,,,,,,1,,,,,,,,,,,,,,10,1,0,,,,
JHFVHQY,1915,Buckeye League,1915-05-19,0,regular,Myers,,Akron,3b,5,4,1,,1,,,,,,,,,,1,,,,,,,,,,,,,,1,1,1,,,,
JHFVHQY,1915,Buckeye League,1915-05-19,0,regular,Talbot,,Akron,c,6,3,1,,1,,,,,,,,,,,,,,,,,,,,,,,,5,0,0,,,,
JHFVHQY,1915,Buckeye League,1915-05-19,0,regular,Fields,,Akron,rf,7,3,0,,1,,,,,,,,1,,,,,,,,,,,,,,,,3,0,0,,,,
JHFVHQY,1915,Buckeye League,1915-05-19,0,regular,Newnham,,Akron,ss,8,3,0,,0,,,,,,,,,,,,,,,,,,,,,,,,2,5,0,,,,
JHFVHQY,1915,Buckeye League,1915-05-19,0,regular,Hook,,Akron,p,9,4,0,,0,,,,,,,,,,,,,,,,,,,4,2,,,,3,3,0,,,,
JHFVHQY,1915,Buckeye League,1915-05-19,0,regular,TOTALS,,Akron,,,35,3,,7,,,,,,,,,,,,11,,,,,,,,,,,,24,14,4,,,,
JHFVHQY,1915,Buckeye League,1915-05-19,0,regular,Patton,,Canton,3b,1,0,2,,0,,,,,,,,1,,,,,,,,,,,,,,,,2,3,0,,,,
JHFVHQY,1915,Buckeye League,1915-05-19,0,regular,McLoughlin,,Canton,p,10,2,0,,0,,,,,,,,,,,,,,3,,,,2,2,4,,,,0,0,0,,,,
JHFVHQY,1915,Buckeye League,1915-05-19,0,regular,Prout,,Canton,2b,2,3,1,,0,,,,,,,,1,,,,,,,,,,,,,,,,3,4,0,,,,
JHFVHQY,1915,Buckeye League,1915-05-19,0,regular,Curtis,,Canton,cf,3,3,0,,0,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,,,,
JHFVHQY,1915,Buckeye League,1915-05-19,0,regular,Mundy,,Canton,1b,4,4,1,,3,1,,,,,,,,,,,,,,,,,,,,,,,10,0,0,,,,
JHFVHQY,1915,Buckeye League,1915-05-19,0,regular,Day,,Canton,lf,5,3,0,,0,,,,,,,,1,,,,,,,,,,,,,,,,2,0,0,,,,
JHFVHQY,1915,Buckeye League,1915-05-19,0,regular,Allison,,Canton,rf,6,4,0,,0,,,,,,,,,,,,,,,,,,,,,,,,1,0,2,,,,
JHFVHQY,1915,Buckeye League,1915-05-19,0,regular,Johnson,,Canton,ss,7,4,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,2,2,1,,,,
JHFVHQY,1915,Buckeye League,1915-05-19,0,regular,Kirby,,Canton,c,8,4,0,,1,,1,,,,,,,,,,,,,,,,,,,,,,6,0,0,,,,
JHFVHQY,1915,Buckeye League,1915-05-19,0,regular,Barnhart,,Canton,p,9,2,0,,1,,,,,,,,,,,,,,6,,,,5,3,1,,,,0,3,0,,,,
JHFVHQY,1915,Buckeye League,1915-05-19,0,regular,TOTALS,,Canton,,,29,4,,6,,,,,,,,,,,,8,,,,,,,,,,,,27,14,4,,,,
QJPCGKX,1915,Buckeye League,1915-05-19,0,regular,Hall,,Findlay,p,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QJPCGKX,1915,Buckeye League,1915-05-19,0,regular,Donaldson,,Findlay,p,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QJPCGKX,1915,Buckeye League,1915-05-19,0,regular,Yockey,,Findlay,p,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QJPCGKX,1915,Buckeye League,1915-05-19,0,regular,McGivern,,Findlay,c,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QJPCGKX,1915,Buckeye League,1915-05-19,0,regular,TOTALS,,Findlay,,,,2,,4,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,
QJPCGKX,1915,Buckeye League,1915-05-19,0,regular,Reynolds,,Lima,p,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QJPCGKX,1915,Buckeye League,1915-05-19,0,regular,Walker,,Lima,p,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QJPCGKX,1915,Buckeye League,1915-05-19,0,regular,Maroney,,Lima,c,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
