game.key,league.year,league.name,game.date,game.number,game.phase,ref,name.last,name.first
JHFVHQY,1915,Buckeye League,1915-05-19,0,regular,P5708881,Pastorius,
XFDPLHQ,1915,Buckeye League,1915-05-21,0,regular,P5708881,Pastorius,
SKQTHBT,1915,Buckeye League,1915-05-21,0,regular,P4203810,Taylor,
BMZKVXY,1915,Buckeye League,1915-05-22,0,regular,P5708881,Pastorius,
ZLHSWGT,1915,Buckeye League,1915-05-23,0,regular,P0419395,Peterman,
MWXRSNK,1915,Buckeye League,1915-05-24,0,regular,P0419395,Peterman,
TFLKQSV,1915,Buckeye League,1915-05-25,0,regular,P5708881,Pastorius,
CGTTHDS,1915,Buckeye League,1915-05-26,0,regular,P5708881,Pastorius,
GXQHDHB,1915,Buckeye League,1915-05-27,0,regular,P5708881,Pastorius,
XSRZQVC,1915,Buckeye League,1915-05-28,0,regular,P5708881,Pastorius,
PJDBSXJ,1915,Buckeye League,1915-05-30,0,regular,P5708881,Pastorius,
XJDFZLP,1915,Buckeye League,1915-05-31,1,regular,P5708881,Pastorius,
LVFMLMM,1915,Buckeye League,1915-06-04,0,regular,P5708881,Pastorius,
BZRRMPX,1915,Buckeye League,1915-06-04,0,regular,P9557247,Berthaum,
NBXDMRN,1915,Buckeye League,1915-06-05,0,regular,P5708881,Pastorius,
ZPGRPBR,1915,Buckeye League,1915-06-06,1,regular,P4203810,Taylor,
VFMCBGB,1915,Buckeye League,1915-06-06,2,regular,P4203810,Taylor,
NZGDPKY,1915,Buckeye League,1915-06-08,0,regular,P4203810,Taylor,
ZBBTBFM,1915,Buckeye League,1915-06-09,0,regular,P4203810,Taylor,
VPRGKXV,1915,Buckeye League,1915-06-10,0,regular,P4203810,Taylor,
RCMBVHS,1915,Buckeye League,1915-06-12,0,regular,P4203810,Taylor,
LHVWDPM,1915,Buckeye League,1915-06-13,0,regular,P4203810,Taylor,
BBGJTPR,1915,Buckeye League,1915-06-14,0,regular,P5708881,Pastorius,
VHNXCCT,1915,Buckeye League,1915-06-16,0,regular,P5708881,Pastorius,
JFSNNWK,1915,Buckeye League,1915-06-17,0,regular,P0111328,Pastorious,
GHJNMTX,1915,Buckeye League,1915-06-18,0,regular,P4131633,O'Neill,
LTLYGPV,1915,Buckeye League,1915-06-19,0,regular,P3332069,O'Neil,
BWVXBLX,1915,Buckeye League,1915-06-20,1,regular,P3332069,O'Neil,
BWVXBLX,1915,Buckeye League,1915-06-20,1,regular,P5708881,Pastorius,
WSPZZQR,1915,Buckeye League,1915-06-20,2,regular,P3332069,O'Neil,
WSPZZQR,1915,Buckeye League,1915-06-20,2,regular,P5708881,Pastorius,
DZMPGQM,1915,Buckeye League,1915-06-21,0,regular,P5708881,Pastorius,
YPXWKKP,1915,Buckeye League,1915-06-22,0,regular,P0111328,Pastorious,
HTLFTQF,1915,Buckeye League,1915-06-23,0,regular,P5708881,Pastorius,
MHYDMBB,1915,Buckeye League,1915-06-24,0,regular,P9234820,Berthaume,
YSTDRGQ,1915,Buckeye League,1915-06-25,0,regular,P9234820,Berthaume,
CWNXKJB,1915,Buckeye League,1915-06-26,0,regular,P9234820,Berthaume,
THFLJNZ,1915,Buckeye League,1915-06-27,1,regular,P5708881,Pastorius,
HZWQGLV,1915,Buckeye League,1915-06-27,2,regular,P5708881,Pastorius,
MVHTFPX,1915,Buckeye League,1915-06-28,0,regular,P4203810,Taylor,
RSLVHCT,1915,Buckeye League,1915-06-30,0,regular,P4203810,Taylor,
JTDBXNQ,1915,Buckeye League,1915-07-01,0,regular,P5708881,Pastorius,
