key,date,number,league,phase,site,away,away.score,away.manager,home,home.score,home.manager,A,T,forfeit.to,status,status.reason,outsatend,filename,source,away.score.1,away.score.2,away.score.3,away.score.4,away.score.5,away.score.6,away.score.7,away.score.8,away.score.9,away.score.10,away.score.11,away.score.12,away.score.13,away.score.14,away.score.15,away.score.16,away.score.17,away.score.18,away.score.19,away.score.20,away.score.21,home.score.1,home.score.2,home.score.3,home.score.4,home.score.5,home.score.6,home.score.7,home.score.8,home.score.9,home.score.10,home.score.11,home.score.12,home.score.13,home.score.14,home.score.15,home.score.16,home.score.17,home.score.18,home.score.19,home.score.20,home.score.21
DFQBSRZ,1915-06-21,2,North Carolina State,regular,,Winston-Salem,1,,Charlotte,2,,850,1:45,,,,,transcript/1915/1915-CDO/boxes/NCSL-19150617.txt,"Charlotte Daily Observer, June 22, 1915",0,0,0,0,1,0,0,0,,,,,,,,,,,,,,1,0,0,0,0,0,0,1,,,,,,,,,,,,,
JNTYYDD,1915-06-21,1,North Carolina State,regular,,Greensboro,0,,Durham,6,,600,1:45,,,,,transcript/1915/1915-CDO/boxes/NCSL-19150617.txt,"Charlotte Daily Observer, June 22, 1915",0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,2,0,0,0,1,3,0,x,,,,,,,,,,,,
BSWKMRQ,1915-06-21,2,North Carolina State,regular,,Greensboro,0,,Durham,1,,800,1:10,,,,,transcript/1915/1915-CDO/boxes/NCSL-19150617.txt,"Charlotte Daily Observer, June 22, 1915",0,0,0,0,0,0,0,,,,,,,,,,,,,,,1,0,0,0,0,0,x,,,,,,,,,,,,,,
RXCBXQB,1915-06-21,1,North Carolina State,regular,,Asheville,3,,Raleigh,4,,800,1:25,,,,,transcript/1915/1915-CDO/boxes/NCSL-19150617.txt,"Charlotte Daily Observer, June 22, 1915",1,1,0,0,0,1,0,0,0,,,,,,,,,,,,,2,0,0,0,2,0,0,0,x,,,,,,,,,,,,
BMBJXDQ,1915-06-21,2,North Carolina State,regular,,Asheville,0,,Raleigh,5,,1000,1:05,,,,,transcript/1915/1915-CDO/boxes/NCSL-19150617.txt,"Charlotte Daily Observer, June 22, 1915",0,0,0,0,0,0,0,,,,,,,,,,,,,,,2,0,3,0,0,0,x,,,,,,,,,,,,,,
MQWTWFS,1915-06-22,0,North Carolina State,regular,,Winston-Salem,5,,Charlotte,2,,750,2:05,,,,,transcript/1915/1915-CDO/boxes/NCSL-19150617.txt,"Charlotte Daily Observer, June 23, 1915",0,0,0,0,0,0,0,2,3,,,,,,,,,,,,,0,2,0,0,0,0,0,0,0,,,,,,,,,,,,
YDKCTFG,1915-06-22,0,North Carolina State,regular,,Greensboro,6,,Durham,4,,400,2:00,,,,,transcript/1915/1915-CDO/boxes/NCSL-19150617.txt,"Charlotte Daily Observer, June 23, 1915",1,0,0,1,0,0,4,0,0,,,,,,,,,,,,,1,0,0,0,0,2,0,1,0,,,,,,,,,,,,
JDFQYLC,1915-06-22,0,North Carolina State,regular,,Asheville,3,,Raleigh,14,,700,2:00,,,,,transcript/1915/1915-CDO/boxes/NCSL-19150617.txt,"Charlotte Daily Observer, June 23, 1915",1,0,0,1,1,0,0,0,0,,,,,,,,,,,,,3,2,0,4,1,0,2,2,x,,,,,,,,,,,,
PGQKFHL,1915-06-23,0,North Carolina State,regular,,Winston-Salem,4,,Charlotte,2,,750,1:55,,,,,transcript/1915/1915-CDO/boxes/NCSL-19150617.txt,"Charlotte Daily Observer, June 24, 1915",1,0,0,0,0,1,0,2,0,,,,,,,,,,,,,0,2,0,0,0,0,0,0,0,,,,,,,,,,,,
LBLSWMM,1915-06-23,0,North Carolina State,regular,,Greensboro,2,,Durham,3,,700,1:45,,,,,transcript/1915/1915-CDO/boxes/NCSL-19150617.txt,"Charlotte Daily Observer, June 24, 1915",0,0,0,0,2,0,0,0,0,,,,,,,,,,,,,2,0,1,0,0,0,0,0,0,,,,,,,,,,,,
NDKMJWK,1915-06-23,0,North Carolina State,regular,,Asheville,2,,Raleigh,7,,950,2:05,,,,,transcript/1915/1915-CDO/boxes/NCSL-19150617.txt,"Charlotte Daily Observer, June 24, 1915",0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,x,,,,,,,,,,,,
NVLPGNR,1915-06-24,0,North Carolina State,regular,,Raleigh,4,,Charlotte,8,,800,1:45,,,,,transcript/1915/1915-CDO/boxes/NCSL-19150624.txt,"Charlotte Daily Observer, June 25, 1915",0,0,0,0,1,0,1,2,0,,,,,,,,,,,,,1,0,0,1,1,4,1,0,x,,,,,,,,,,,,
NHFTQJN,1915-06-24,0,North Carolina State,regular,,Asheville,7,,Durham,3,,440,1:45,,,,,transcript/1915/1915-CDO/boxes/NCSL-19150624.txt,"Charlotte Daily Observer, June 25, 1915",0,0,1,0,4,1,0,1,0,,,,,,,,,,,,,0,2,0,0,0,0,0,0,1,,,,,,,,,,,,
YFXBFWN,1915-06-24,0,North Carolina State,regular,,Winston-Salem,3,,Greensboro,0,,500,2:10,,,,,transcript/1915/1915-CDO/boxes/NCSL-19150624.txt,"Charlotte Daily Observer, June 25, 1915",0,0,0,0,0,1,1,0,1,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
XJLDKKX,1915-06-25,0,North Carolina State,regular,,Raleigh,2,,Charlotte,3,,1100,1:18,,,,,transcript/1915/1915-CDO/boxes/NCSL-19150624.txt,"Charlotte Daily Observer, June 26, 1915",0,0,0,0,0,0,2,0,0,,,,,,,,,,,,,1,1,1,0,0,0,0,0,x,,,,,,,,,,,,
SYXXYVR,1915-06-25,0,North Carolina State,regular,,Asheville,6,,Durham,4,,480,2:05,,,,,transcript/1915/1915-CDO/boxes/NCSL-19150624.txt,"Charlotte Daily Observer, June 26, 1915",1,1,1,3,0,0,0,0,0,,,,,,,,,,,,,1,0,0,0,0,1,0,2,0,,,,,,,,,,,,
RYCBWCK,1915-06-25,0,North Carolina State,regular,,Winston-Salem,4,,Greensboro,7,,500,2:00,,,,,transcript/1915/1915-CDO/boxes/NCSL-19150624.txt,"Charlotte Daily Observer, June 26, 1915",0,0,3,0,1,0,0,0,0,,,,,,,,,,,,,0,3,0,0,0,2,2,0,x,,,,,,,,,,,,
QGRDVDP,1915-06-26,0,North Carolina State,regular,,Raleigh,5,,Charlotte,4,,1150,2:15,,,,,transcript/1915/1915-CDO/boxes/NCSL-19150624.txt,"Charlotte Daily Observer, June 27, 1915",0,0,0,3,1,0,0,0,0,0,0,1,,,,,,,,,,0,0,0,0,0,0,1,3,0,0,0,0,,,,,,,,,
RDYYKGC,1915-06-26,0,North Carolina State,regular,,Asheville,1,,Durham,6,,670,1:45,,,,,transcript/1915/1915-CDO/boxes/NCSL-19150624.txt,"Charlotte Daily Observer, June 27, 1915",1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,6,0,0,0,0,x,,,,,,,,,,,,
HYNQZSF,1915-06-26,0,North Carolina State,regular,,Winston-Salem,6,,Greensboro,7,,1000,2:10,,,,,transcript/1915/1915-CDO/boxes/NCSL-19150624.txt,"Charlotte Daily Observer, June 27, 1915",3,0,0,0,0,3,0,0,0,,,,,,,,,,,,,0,2,0,0,1,0,2,1,1,,,,,,,,,,,,
ZHGGMPV,1915-06-28,0,North Carolina State,regular,,Raleigh,5,,Asheville,6,,458,1:50,,,,,transcript/1915/1915-CDO/boxes/NCSL-19150624.txt,"Charlotte Daily Observer, June 29, 1915",0,2,0,0,3,0,0,0,0,,,,,,,,,,,,,0,1,0,1,0,0,0,3,1,,,,,,,,,,,,
NYNGYNS,1915-06-28,0,North Carolina State,regular,,Durham,0,,Greensboro,4,,575,1:50,,,,,transcript/1915/1915-CDO/boxes/NCSL-19150624.txt,"Charlotte Daily Observer, June 29, 1915",0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,4,0,x,,,,,,,,,,,,
DCCKQTS,1915-06-28,0,North Carolina State,regular,,Charlotte,6,,Winston-Salem,0,,400,1:55,,,,,transcript/1915/1915-CDO/boxes/NCSL-19150624.txt,"Charlotte Daily Observer, June 29, 1915",3,0,0,0,0,3,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
CTCKCHM,1915-06-29,0,North Carolina State,regular,,Raleigh,4,,Asheville,5,,407,1:35,,,,,transcript/1915/1915-CDO/boxes/NCSL-19150624.txt,"Charlotte Daily Observer, June 30, 1915",0,0,4,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,3,2,,,,,,,,,,,,
RKKMTCH,1915-06-29,0,North Carolina State,regular,,Durham,7,,Greensboro,1,,500,1:50,,,,,transcript/1915/1915-CDO/boxes/NCSL-19150624.txt,"Charlotte Daily Observer, June 30, 1915",0,0,0,5,1,0,1,0,0,,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,
ZXWHQTT,1915-06-29,0,North Carolina State,regular,,Charlotte,2,,Winston-Salem,5,,500,1:45,,,,,transcript/1915/1915-CDO/boxes/NCSL-19150624.txt,"Charlotte Daily Observer, June 30, 1915",0,0,1,0,1,0,0,0,0,,,,,,,,,,,,,0,3,1,0,0,0,1,0,x,,,,,,,,,,,,
YFKHSWW,1915-06-30,0,North Carolina State,regular,,Raleigh,,,Asheville,,,,,,postponed,rain,,transcript/1915/1915-CDO/boxes/NCSL-19150624.txt,"Charlotte Daily Observer, July 1, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JLGMYDN,1915-06-30,0,North Carolina State,regular,,Durham,4,,Greensboro,6,,475,1:45,,,,,transcript/1915/1915-CDO/boxes/NCSL-19150624.txt,"Charlotte Daily Observer, July 1, 1915",0,1,0,0,2,0,0,0,1,,,,,,,,,,,,,0,1,1,0,3,1,0,0,x,,,,,,,,,,,,
SSFQGTH,1915-06-30,0,North Carolina State,regular,,Charlotte,0,,Winston-Salem,8,,400,1:42,,,,,transcript/1915/1915-CDO/boxes/NCSL-19150624.txt,"Charlotte Daily Observer, July 1, 1915",0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,1,0,0,4,2,1,0,0,x,,,,,,,,,,,,
DZTKCMR,1915-07-01,0,North Carolina State,regular,,Charlotte,1,,Asheville,6,,780,1:50,,,,,transcript/1915/1915-CDO/boxes/NCSL-19150701.txt,"Charlotte Daily Observer, July 2, 1915",0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,0,0,2,0,0,3,0,1,x,,,,,,,,,,,,
XRLLTMX,1915-07-01,0,North Carolina State,regular,,Raleigh,3,,Durham,1,,550,1:25,,,,,transcript/1915/1915-CDO/boxes/NCSL-19150701.txt,"Charlotte Daily Observer, July 2, 1915",0,0,0,0,0,0,0,0,3,,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,
BCJRBXP,1915-07-01,0,North Carolina State,regular,,Winston-Salem,12,,Greensboro,0,,900,2:08,,,,,transcript/1915/1915-CDO/boxes/NCSL-19150701.txt,"Charlotte Daily Observer, July 2, 1915",0,0,0,2,1,3,4,1,1,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
NLFRVXB,1915-07-02,0,North Carolina State,regular,,Charlotte,2,,Asheville,3,,677,1:30,,,,,transcript/1915/1915-CDO/boxes/NCSL-19150701.txt,"Charlotte Daily Observer, July 3, 1915",0,1,0,0,0,0,1,0,0,,,,,,,,,,,,,0,1,0,2,0,0,0,0,x,,,,,,,,,,,,
QXSGSKJ,1915-07-02,0,North Carolina State,regular,,Raleigh,1,,Durham,3,,400,1:40,,,,,transcript/1915/1915-CDO/boxes/NCSL-19150701.txt,"Charlotte Daily Observer, July 3, 1915",0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,0,0,1,0,1,0,0,1,x,,,,,,,,,,,,
XXVKFDJ,1915-07-02,0,North Carolina State,regular,,Winston-Salem,8,,Greensboro,6,,700,2:05,,,,,transcript/1915/1915-CDO/boxes/NCSL-19150701.txt,"Charlotte Daily Observer, July 3, 1915",1,0,2,0,1,0,0,4,0,,,,,,,,,,,,,1,2,0,2,1,0,0,0,0,,,,,,,,,,,,
NTRXVFW,1915-07-03,0,North Carolina State,regular,,Charlotte,1,,Asheville,7,,661,1:55,,,,,transcript/1915/1915-CDO/boxes/NCSL-19150701.txt,"Charlotte Daily Observer, July 4, 1915",1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,1,3,0,0,0,3,0,0,x,,,,,,,,,,,,
YWBZMFQ,1915-07-03,0,North Carolina State,regular,,Raleigh,,,Durham,,,,,,postponed,wet grounds,,transcript/1915/1915-CDO/boxes/NCSL-19150701.txt,"Charlotte Daily Observer, July 4, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NRHFLTC,1915-07-03,0,North Carolina State,regular,,Winston-Salem,1,,Greensboro,3,,1000,1:50,,,,,transcript/1915/1915-CDO/boxes/NCSL-19150701.txt,"Charlotte Daily Observer, July 4, 1915",0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,0,0,0,0,2,0,1,0,x,,,,,,,,,,,,
BZHNVVC,1915-07-05,1,North Carolina State,regular,,Charlotte,5,,Asheville,6,,1875,2:00,,,,,transcript/1915/1915-CDO/boxes/NCSL-19150701.txt,"Charlotte Daily Observer, July 6, 1915",0,0,3,0,0,0,0,0,2,0,,,,,,,,,,,,0,0,1,0,1,0,0,0,3,1,,,,,,,,,,,
WYMTHRB,1915-07-05,2,North Carolina State,regular,,Charlotte,2,,Asheville,2,,2200,1:10,,,,,transcript/1915/1915-CDO/boxes/NCSL-19150701.txt,"Charlotte Daily Observer, July 6, 1915",0,0,0,0,0,2,0,0,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,,,,,,,,,,,,,
DZTJXPH,1915-07-05,2,North Carolina State,regular,,Raleigh,2,,Durham,2,,1500,3:11,,,,,transcript/1915/1915-CDO/boxes/NCSL-19150701.txt,"Charlotte Daily Observer, July 6, 1915",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,x
CGGHXKH,1915-07-05,1,North Carolina State,regular,,Durham,2,,Raleigh,3,,700,3:05,,,,,transcript/1915/1915-CDO/boxes/NCSL-19150701.txt,"Charlotte Daily Observer, July 6, 1915",1,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,1,0,0,1,0,0,0,0,0,0,1,,,,,,,
KBVJRHT,1915-07-05,1,North Carolina State,regular,,Greensboro,,,Winston-Salem,,,,,,postponed,rain,,transcript/1915/1915-CDO/boxes/NCSL-19150701.txt,"Charlotte Daily Observer, July 6, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WMKWWHS,1915-07-05,2,North Carolina State,regular,,Greensboro,4,,Winston-Salem,6,,800,2:00,,,,,transcript/1915/1915-CDO/boxes/NCSL-19150701.txt,"Charlotte Daily Observer, July 6, 1915",0,0,0,0,0,0,4,0,0,,,,,,,,,,,,,0,0,2,0,0,0,0,4,x,,,,,,,,,,,,
KTXHQKB,1915-07-06,0,North Carolina State,regular,,Greensboro,7,,Charlotte,5,,700,2:22,,,,,transcript/1915/1915-CDO/boxes/NCSL-19150701.txt,"Charlotte Daily Observer, July 7, 1915",0,0,3,1,1,0,1,1,0,,,,,,,,,,,,,0,1,1,0,0,0,1,0,2,,,,,,,,,,,,
TZQDPFV,1915-07-06,0,North Carolina State,regular,,Durham,3,,Raleigh,4,,850,1:50,,,,,transcript/1915/1915-CDO/boxes/NCSL-19150701.txt,"Charlotte Daily Observer, July 7, 1915",2,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,1,0,0,0,0,0,0,2,0,1,,,,,,,,,,,
HBPRWVQ,1915-07-06,0,North Carolina State,regular,,Asheville,9,,Winston-Salem,8,,600,2:07,,,,,transcript/1915/1915-CDO/boxes/NCSL-19150701.txt,"Charlotte Daily Observer, July 7, 1915",3,0,3,2,0,0,0,0,0,1,,,,,,,,,,,,0,1,2,0,3,2,0,0,0,0,,,,,,,,,,,
VFBFYMQ,1915-07-07,0,North Carolina State,regular,,Greensboro,3,,Charlotte,2,,650,1:32,,,,,transcript/1915/1915-CDO/boxes/NCSL-19150701.txt,"Charlotte Daily Observer, July 8, 1915",0,0,0,0,1,0,2,0,0,,,,,,,,,,,,,0,1,0,0,0,1,0,0,0,,,,,,,,,,,,
PNCPDTL,1915-07-07,0,North Carolina State,regular,,Durham,4,,Raleigh,2,,750,1:35,,,,,transcript/1915/1915-CDO/boxes/NCSL-19150701.txt,"Charlotte Daily Observer, July 8, 1915",1,0,0,0,2,1,0,0,0,,,,,,,,,,,,,2,0,0,0,0,0,0,0,0,,,,,,,,,,,,
GMVVNQP,1915-07-07,0,North Carolina State,regular,,Asheville,6,,Winston-Salem,5,,500,1:50,,,,,transcript/1915/1915-CDO/boxes/NCSL-19150701.txt,"Charlotte Daily Observer, July 8, 1915",0,0,3,0,0,0,1,2,0,,,,,,,,,,,,,0,0,0,3,0,0,2,0,0,,,,,,,,,,,,
GNXFWYL,1915-07-08,0,North Carolina State,regular,,Asheville,,,Charlotte,,,,,,postponed,rain,,transcript/1915/1915-CDO/boxes/NCSL-19150708.txt,"Charlotte Daily Observer, July 9, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WZMJBMD,1915-07-08,0,North Carolina State,regular,,Winston-Salem,,,Durham,,,,,,postponed,rain,,transcript/1915/1915-CDO/boxes/NCSL-19150708.txt,"Charlotte Daily Observer, July 9, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JSKJWGJ,1915-07-08,0,North Carolina State,regular,,Raleigh,2,,Greensboro,4,,350,1:42,,,,,transcript/1915/1915-CDO/boxes/NCSL-19150708.txt,"Charlotte Daily Observer, July 9, 1915",0,0,0,2,0,0,0,0,0,,,,,,,,,,,,,2,0,0,0,0,0,0,2,x,,,,,,,,,,,,
LPMZHSS,1915-07-09,1,North Carolina State,regular,,Asheville,4,,Charlotte,6,,900,1:55,,,,,transcript/1915/1915-CDO/boxes/NCSL-19150708.txt,"Charlotte Daily Observer, July 10, 1915",0,0,0,1,1,1,0,1,0,,,,,,,,,,,,,0,0,0,0,0,3,0,3,x,,,,,,,,,,,,
HRDGGXV,1915-07-09,2,North Carolina State,regular,,Asheville,2,,Charlotte,3,,1000,1:40,,,,,transcript/1915/1915-CDO/boxes/NCSL-19150708.txt,"Charlotte Daily Observer, July 10, 1915",1,0,0,0,0,0,1,0,,,,,,,,,,,,,,0,0,0,1,1,0,0,1,,,,,,,,,,,,,
BPGXQHG,1915-07-09,1,North Carolina State,regular,,Winston-Salem,4,,Durham,5,,500,1:50,,,,,transcript/1915/1915-CDO/boxes/NCSL-19150708.txt,"Charlotte Daily Observer, July 10, 1915",1,0,1,0,1,1,0,0,0,,,,,,,,,,,,,0,0,0,0,0,4,0,0,1,,,,,,,,,,,,
ZQPBZDV,1915-07-09,2,North Carolina State,regular,,Winston-Salem,3,,Durham,17,,777,1:40,,,,,transcript/1915/1915-CDO/boxes/NCSL-19150708.txt,"Charlotte Daily Observer, July 10, 1915",1,0,0,0,0,0,2,,,,,,,,,,,,,,,1,0,3,1,9,3,x,,,,,,,,,,,,,,
PVZNSYS,1915-07-09,0,North Carolina State,regular,,Raleigh,5,,Greensboro,2,,560,2:10,,,,,transcript/1915/1915-CDO/boxes/NCSL-19150708.txt,"Charlotte Daily Observer, July 10, 1915",0,0,0,2,0,0,0,0,0,0,3,,,,,,,,,,,0,0,1,0,0,0,0,0,1,0,0,,,,,,,,,,
DSYGPCM,1915-07-10,0,North Carolina State,regular,,Asheville,5,,Charlotte,3,,1000,1:45,,,,,transcript/1915/1915-CDO/boxes/NCSL-19150708.txt,"Charlotte Daily Observer, July 11, 1915",3,0,0,0,0,1,1,0,0,,,,,,,,,,,,,0,0,1,0,2,0,0,0,0,,,,,,,,,,,,
SFJPYFS,1915-07-10,0,North Carolina State,regular,,Winston-Salem,2,,Durham,1,,550,1:25,,,,,transcript/1915/1915-CDO/boxes/NCSL-19150708.txt,"Charlotte Daily Observer, July 11, 1915",0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,
GQFMFJL,1915-07-10,0,North Carolina State,regular,,Raleigh,5,,Greensboro,2,,600,1:45,,,,,transcript/1915/1915-CDO/boxes/NCSL-19150708.txt,"Charlotte Daily Observer, July 11, 1915",0,0,0,2,0,0,0,0,0,0,3,,,,,,,,,,,0,0,1,0,0,0,0,0,1,0,0,,,,,,,,,,
RRKXPYC,1915-07-12,0,North Carolina State,regular,,Greensboro,7,,Asheville,4,,600,2:00,,,,,transcript/1915/1915-CDO/boxes/NCSL-19150708.txt,"Charlotte Daily Observer, July 13, 1915",0,2,0,2,0,1,0,2,0,,,,,,,,,,,,,1,0,0,0,0,0,0,0,3,,,,,,,,,,,,
WBQJGNM,1915-07-12,0,North Carolina State,regular,,Charlotte,0,,Durham,2,,450,1:30,,,,,transcript/1915/1915-CDO/boxes/NCSL-19150708.txt,"Charlotte Daily Observer, July 13, 1915",0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,1,0,0,1,0,x,,,,,,,,,,,,
PNKPRPQ,1915-07-12,0,North Carolina State,regular,,Winston-Salem,6,,Raleigh,7,,400,2:05,,,,,transcript/1915/1915-CDO/boxes/NCSL-19150708.txt,"Charlotte Daily Observer, July 13, 1915",2,0,0,2,0,2,0,0,0,,,,,,,,,,,,,0,0,0,6,0,0,1,0,x,,,,,,,,,,,,
SWKXWYD,1915-07-13,0,North Carolina State,regular,,Greensboro,1,,Asheville,4,,603,1:50,,,,,transcript/1915/1915-CDO/boxes/NCSL-19150708.txt,"Charlotte Daily Observer, July 14, 1915",0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,1,0,0,0,0,2,1,0,x,,,,,,,,,,,,
LGSFPCF,1915-07-13,0,North Carolina State,regular,,Charlotte,4,,Durham,3,,200,2:10,,,,,transcript/1915/1915-CDO/boxes/NCSL-19150708.txt,"Charlotte Daily Observer, July 14, 1915",0,1,0,0,0,0,1,0,1,0,1,,,,,,,,,,,0,1,0,0,0,0,1,0,1,0,0,,,,,,,,,,
XVGWFJB,1915-07-13,0,North Carolina State,regular,,Winston-Salem,8,,Raleigh,1,,300,1:55,,,,,transcript/1915/1915-CDO/boxes/NCSL-19150708.txt,"Charlotte Daily Observer, July 14, 1915",2,0,1,0,1,0,2,1,1,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,
LCYGBGN,1915-07-14,0,North Carolina State,regular,,Greensboro,0,,Asheville,8,,636,2:00,,,,,transcript/1915/1915-CDO/boxes/NCSL-19150708.txt,"Charlotte Daily Observer, July 15, 1915",0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,4,0,2,0,0,0,1,1,x,,,,,,,,,,,,
SZRZTZZ,1915-07-14,0,North Carolina State,regular,,Charlotte,1,,Durham,4,,300,1:40,,,,,transcript/1915/1915-CDO/boxes/NCSL-19150708.txt,"Charlotte Daily Observer, July 15, 1915",0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,2,0,0,0,2,0,0,0,0,,,,,,,,,,,,
GRGWNCH,1915-07-14,0,North Carolina State,regular,,Winston-Salem,7,,Raleigh,5,,400,2:00,,,,,transcript/1915/1915-CDO/boxes/NCSL-19150708.txt,"Charlotte Daily Observer, July 15, 1915",0,0,3,0,2,0,1,0,1,,,,,,,,,,,,,1,0,0,2,0,0,0,2,0,,,,,,,,,,,,
CSDZMDP,1915-07-15,0,North Carolina State,regular,,Durham,2,,Asheville,8,,517,1:35,,,,,transcript/1915/1915-CDO/boxes/NCSL-19150715.txt,"Charlotte Daily Observer, July 16, 1915",2,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,4,1,2,0,0,0,1,x,,,,,,,,,,,,
BMMPYKD,1915-07-15,0,North Carolina State,regular,,Charlotte,3,,Raleigh,8,,600,1:50,,,,,transcript/1915/1915-CDO/boxes/NCSL-19150715.txt,"Charlotte Daily Observer, July 16, 1915",1,0,0,1,0,0,0,0,1,,,,,,,,,,,,,3,0,1,0,2,1,0,1,x,,,,,,,,,,,,
ZVVVQZP,1915-07-15,0,North Carolina State,regular,,Greensboro,1,,Winston-Salem,5,,550,1:55,,,,,transcript/1915/1915-CDO/boxes/NCSL-19150715.txt,"Charlotte Daily Observer, July 16, 1915",1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,1,0,3,1,0,0,0,0,x,,,,,,,,,,,,
RWFMKNF,1915-07-16,0,North Carolina State,regular,,Durham,4,,Asheville,5,,559,1:30,,,,,transcript/1915/1915-CDO/boxes/NCSL-19150715.txt,"Charlotte Daily Observer, July 17, 1915",0,2,0,2,0,0,0,0,0,,,,,,,,,,,,,1,0,1,0,0,0,0,1,2,,,,,,,,,,,,
VWSKRCN,1915-07-16,0,North Carolina State,regular,,Charlotte,1,,Raleigh,0,,500,1:45,,,,,transcript/1915/1915-CDO/boxes/NCSL-19150715.txt,"Charlotte Daily Observer, July 17, 1915",0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
HCLMVGY,1915-07-16,0,North Carolina State,regular,,Greensboro,0,,Winston-Salem,2,,500,1:45,,,,,transcript/1915/1915-CDO/boxes/NCSL-19150715.txt,"Charlotte Daily Observer, July 17, 1915",0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,2,0,0,x,,,,,,,,,,,,
YMYHFKL,1915-07-17,0,North Carolina State,regular,,Durham,3,,Asheville,8,,708,1:33,,,,,transcript/1915/1915-CDO/boxes/NCSL-19150715.txt,"Charlotte Daily Observer, July 18, 1915",0,0,0,3,0,0,0,0,0,,,,,,,,,,,,,0,0,4,0,0,1,0,3,x,,,,,,,,,,,,
TWHPDPX,1915-07-17,0,North Carolina State,regular,,Charlotte,2,,Raleigh,4,,800,1:35,,,,,transcript/1915/1915-CDO/boxes/NCSL-19150715.txt,"Charlotte Daily Observer, July 18, 1915",0,0,0,0,1,0,0,1,0,,,,,,,,,,,,,0,0,1,0,0,0,3,0,x,,,,,,,,,,,,
DVYNBRC,1915-07-17,0,North Carolina State,regular,,Greensboro,9,,Winston-Salem,7,,800,2:30,,,,,transcript/1915/1915-CDO/boxes/NCSL-19150715.txt,"Charlotte Daily Observer, July 18, 1915",0,2,1,0,0,0,0,0,4,2,,,,,,,,,,,,1,2,1,0,1,1,0,1,0,0,,,,,,,,,,,
PCTBVNT,1915-07-19,0,North Carolina State,regular,,Durham,3,,Charlotte,2,,450,1:40,,,,,transcript/1915/1915-CDO/boxes/NCSL-19150715.txt,"Charlotte Daily Observer, July 20, 1915",0,0,0,0,0,0,0,1,1,1,,,,,,,,,,,,0,0,0,0,0,2,0,0,0,0,,,,,,,,,,,
ZCFLQTK,1915-07-19,0,North Carolina State,regular,,Asheville,10,,Greensboro,4,,575,2:00,,,,,transcript/1915/1915-CDO/boxes/NCSL-19150715.txt,"Charlotte Daily Observer, July 20, 1915",0,6,0,1,1,0,0,0,2,,,,,,,,,,,,,0,1,0,0,2,0,0,0,1,,,,,,,,,,,,
KDCQYGB,1915-07-19,0,North Carolina State,regular,,Raleigh,1,,Winston-Salem,2,,400,1:27,,,,,transcript/1915/1915-CDO/boxes/NCSL-19150715.txt,"Charlotte Daily Observer, July 20, 1915",0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,0,0,1,0,1,0,0,0,x,,,,,,,,,,,,
