game.key,league.year,league.name,game.date,game.number,game.phase,ref,name.last,name.first
NVLPGNR,1915,North Carolina State League,1915-06-24,0,regular,P1494577,Blackburn,
NVLPGNR,1915,North Carolina State League,1915-06-24,0,regular,P1435681,Brandon,
NHFTQJN,1915,North Carolina State League,1915-06-24,0,regular,P5218584,Boyle,
YFXBFWN,1915,North Carolina State League,1915-06-24,0,regular,P8742046,Kelly,
XJLDKKX,1915,North Carolina State League,1915-06-25,0,regular,P1435681,Brandon,
XJLDKKX,1915,North Carolina State League,1915-06-25,0,regular,P1494577,Blackburn,
SYXXYVR,1915,North Carolina State League,1915-06-25,0,regular,P5218584,Boyle,
RYCBWCK,1915,North Carolina State League,1915-06-25,0,regular,P8742046,Kelly,
QGRDVDP,1915,North Carolina State League,1915-06-26,0,regular,P1494577,Blackburn,
QGRDVDP,1915,North Carolina State League,1915-06-26,0,regular,P1435681,Brandon,
RDYYKGC,1915,North Carolina State League,1915-06-26,0,regular,P5218584,Boyle,
HYNQZSF,1915,North Carolina State League,1915-06-26,0,regular,P8742046,Kelly,
DCCKQTS,1915,North Carolina State League,1915-06-28,0,regular,P1494577,Blackburn,
NYNGYNS,1915,North Carolina State League,1915-06-28,0,regular,P5218584,Boyle,
ZHGGMPV,1915,North Carolina State League,1915-06-28,0,regular,P8742046,Kelly,
ZXWHQTT,1915,North Carolina State League,1915-06-29,0,regular,P1494577,Blackburn,
RKKMTCH,1915,North Carolina State League,1915-06-29,0,regular,P5218584,Boyle,
CTCKCHM,1915,North Carolina State League,1915-06-29,0,regular,P8742046,Kelly,
SSFQGTH,1915,North Carolina State League,1915-06-30,0,regular,P1494577,Blackburn,
JLGMYDN,1915,North Carolina State League,1915-06-30,0,regular,P5218584,Boyle,
JSKJWGJ,1915,North Carolina State League,1915-07-08,0,regular,P1494577,Blackburn,
LPMZHSS,1915,North Carolina State League,1915-07-09,1,regular,P8163017,Dooley,
HRDGGXV,1915,North Carolina State League,1915-07-09,2,regular,P8163017,Dooley,
BPGXQHG,1915,North Carolina State League,1915-07-09,1,regular,P8742046,Kelly,
ZQPBZDV,1915,North Carolina State League,1915-07-09,2,regular,P8742046,Kelly,
PVZNSYS,1915,North Carolina State League,1915-07-09,0,regular,P1494577,Blackburn,
DSYGPCM,1915,North Carolina State League,1915-07-10,0,regular,P8163017,Dooley,
SFJPYFS,1915,North Carolina State League,1915-07-10,0,regular,P8742046,Kelly,
GQFMFJL,1915,North Carolina State League,1915-07-10,0,regular,P1494577,Blackburn,
WBQJGNM,1915,North Carolina State League,1915-07-12,0,regular,P1494577,Blackburn,
RRKXPYC,1915,North Carolina State League,1915-07-12,0,regular,P8163017,Dooley,
PNKPRPQ,1915,North Carolina State League,1915-07-12,0,regular,P8742046,Kelly,
LGSFPCF,1915,North Carolina State League,1915-07-13,0,regular,P1494577,Blackburn,
SWKXWYD,1915,North Carolina State League,1915-07-13,0,regular,P8163017,Dooley,
XVGWFJB,1915,North Carolina State League,1915-07-13,0,regular,P8742046,Kelly,
SZRZTZZ,1915,North Carolina State League,1915-07-14,0,regular,P1494577,Blackburn,
LCYGBGN,1915,North Carolina State League,1915-07-14,0,regular,P8163017,Dooley,
GRGWNCH,1915,North Carolina State League,1915-07-14,0,regular,P8742046,Kelly,
QMGTZNY,1915,North Carolina State League,1915-06-17,0,regular,P5218584,Boyle,
CYLGCQW,1915,North Carolina State League,1915-06-17,0,regular,P1494577,Blackburn,
