league.year,league.name,league.phase,person.ref,person.name.last,person.name.given,S_FIRST,S_LAST,U_G
1915,Northern League,regular,P0674093,,,1915-08-12,1915-08-12,1
1915,Northern League,regular,P6921393,Bartoff,,1915-07-05,1915-07-05,1
1915,Northern League,regular,P7327517,Blum,,1915-08-25,1915-09-06,2
1915,Northern League,regular,P2536719,Carney,,1915-05-08,1915-09-06,62
1915,Northern League,regular,P8134618,Fox,,1915-07-23,1915-09-03,29
1915,Northern League,regular,P3043230,Gervais,,1915-07-12,1915-07-12,2
1915,Northern League,regular,P7537228,Harkness,,1915-07-03,1915-07-22,3
1915,Northern League,regular,P6509599,Jacobs,,1915-05-21,1915-06-30,21
1915,Northern League,regular,P4536443,Kennedy,,1915-05-08,1915-07-01,42
1915,Northern League,regular,P8743767,Landry,,1915-05-09,1915-08-31,69
1915,Northern League,regular,P1007826,Murphy,,1915-08-20,1915-08-20,1
1915,Northern League,regular,P6369683,Rhoades,,1915-07-12,1915-07-12,1
1915,Northern League,regular,P5257454,Rhoads,,1915-07-12,1915-07-12,1
1915,Northern League,regular,P5452754,Rhodes,,1915-07-11,1915-07-11,1
1915,Northern League,regular,P2684777,Robert Boese,,1915-07-05,1915-07-05,1
1915,Northern League,regular,P2255794,Stevenson,,1915-08-20,1915-09-06,3
1915,Northern League,regular,P2232409,Thomas,,1915-07-05,1915-07-11,2
1915,Northern League,regular,P9602303,W. Fox,,1915-07-23,1915-07-23,1
1915,Northern League,regular,P6812433,W. Harkness,,1915-07-03,1915-07-03,1
