game.key,league.year,league.name,game.date,game.number,game.phase,ref,name.last,name.first
PLSGRDF,1915,Northern League,1915-08-19,0,regular,P2536719,Carney,
VCSRSZB,1915,Northern League,1915-08-19,1,regular,P8743767,Landry,
VSSPBQM,1915,Northern League,1915-08-19,2,regular,P8743767,Landry,
TWPKFPW,1915,Northern League,1915-08-20,0,regular,P8743767,Landry,
YBXJTNN,1915,Northern League,1915-08-20,0,regular,P2536719,Carney,
YBXJTNN,1915,Northern League,1915-08-20,0,regular,P1007826,Murphy,
YBXJTNN,1915,Northern League,1915-08-20,0,regular,P2255794,Stevenson,
PQMKMPZ,1915,Northern League,1915-08-21,1,regular,P8743767,Landry,
LDCHRHC,1915,Northern League,1915-08-21,2,regular,P8743767,Landry,
KBXMDSF,1915,Northern League,1915-08-24,1,regular,P8743767,Landry,
WLSBQYT,1915,Northern League,1915-08-24,2,regular,P8743767,Landry,
GKVXPBD,1915,Northern League,1915-08-25,0,regular,P8743767,Landry,
GKVXPBD,1915,Northern League,1915-08-25,0,regular,P2255794,Stevenson,
GKVXPBD,1915,Northern League,1915-08-25,0,regular,P7327517,Blum,
HYYWVDS,1915,Northern League,1915-07-29,1,regular,P8134618,Fox,
QCXTRTZ,1915,Northern League,1915-07-29,2,regular,P8134618,Fox,
JRRYJNQ,1915,Northern League,1915-07-29,0,regular,P2536719,Carney,
BQXQGDT,1915,Northern League,1915-07-30,1,regular,P8134618,Fox,
FGHRLTZ,1915,Northern League,1915-07-30,2,regular,P8134618,Fox,
RVGHKZL,1915,Northern League,1915-07-30,0,regular,P2536719,Carney,
YNGSYVN,1915,Northern League,1915-07-30,2,regular,P8743767,Landry,
ZJWVQRH,1915,Northern League,1915-07-31,0,regular,P2536719,Carney,
TMFXHCK,1915,Northern League,1915-07-31,0,regular,P8134618,Fox,
XCGCRFL,1915,Northern League,1915-08-01,1,regular,P8134618,Fox,
QBSMGQJ,1915,Northern League,1915-08-01,2,regular,P8134618,Fox,
