game.key,game.date,game.number,name.last,name.first,club.name,pos,seq,B_AB,B_R,B_ER,B_H,B_2B,B_3B,B_HR,B_RBI,B_BB,B_SO,B_HP,B_SH,B_SF,B_SB,B_LOB,B_ROE,P_IP,P_R,P_H,P_BB,P_SO,P_HP,P_WP,P_BK,F_PO,F_A,F_E,F_DP,F_TP,F_PB
7962dde8-8a6a-55d3-af15-4a01aebf1e83,1915-06-14,0,TOTALS,,Duluth,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7962dde8-8a6a-55d3-af15-4a01aebf1e83,1915-06-14,0,TOTALS,,Virginia,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58900c61-7a01-5975-b009-6fc050ededc5,1915-06-14,1,TOTALS,,Fort William-Port Arthur,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58900c61-7a01-5975-b009-6fc050ededc5,1915-06-14,1,TOTALS,,Superior,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87dc48a6-e05a-5348-ad39-8b8bbef77fae,1915-06-14,2,TOTALS,,Fort William-Port Arthur,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87dc48a6-e05a-5348-ad39-8b8bbef77fae,1915-06-14,2,TOTALS,,Superior,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1a07e134-df18-5ee8-9477-c03f034b83d2,1915-06-15,0,TOTALS,,Fargo-Moorhead,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1a07e134-df18-5ee8-9477-c03f034b83d2,1915-06-15,0,TOTALS,,Virginia,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a6778f10-e2c1-52a4-961b-50a74a66d95a,1915-06-15,0,TOTALS,,Grand Forks,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a6778f10-e2c1-52a4-961b-50a74a66d95a,1915-06-15,0,TOTALS,,Superior,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
db0dd5e0-09f6-58fa-bfe9-ad62882faa71,1915-06-15,0,Wertzi,,Fort William-Port Arthur,2b,1,4,0,,1,,,,,,,,,,,,,,,,,,,,,0,2,1,,,
db0dd5e0-09f6-58fa-bfe9-ad62882faa71,1915-06-15,0,Sullivan,,Fort William-Port Arthur,lf,2,4,1,,1,1,,,,,,,,,,,,,,,,,,,,0,0,0,,,
db0dd5e0-09f6-58fa-bfe9-ad62882faa71,1915-06-15,0,Fortier,,Fort William-Port Arthur,cf,3,4,1,,3,,1,,,,,,,,,,,,,,,,,,,1,0,0,,,
db0dd5e0-09f6-58fa-bfe9-ad62882faa71,1915-06-15,0,Derose,,Fort William-Port Arthur,rf,4,4,1,,1,,,1,,,,,,,,,,,,,,,,,,0,0,0,,,
db0dd5e0-09f6-58fa-bfe9-ad62882faa71,1915-06-15,0,Wines,,Fort William-Port Arthur,3b,5,3,1,,1,,,,,,,,,,,,,,,,,,,,,1,4,0,,,
db0dd5e0-09f6-58fa-bfe9-ad62882faa71,1915-06-15,0,Dancy,,Fort William-Port Arthur,1b,6,3,0,,0,,,,,,,,,,,,,,,,,,,,,10,0,0,,,
db0dd5e0-09f6-58fa-bfe9-ad62882faa71,1915-06-15,0,Weidell,,Fort William-Port Arthur,ss,7,3,0,,0,,,,,,,,,,,,,,,,,,,,,1,0,2,,,
db0dd5e0-09f6-58fa-bfe9-ad62882faa71,1915-06-15,0,Fusner,,Fort William-Port Arthur,c,8,3,0,,1,,,,,,,,,,,,,,,,,,,,,14,2,0,,,
db0dd5e0-09f6-58fa-bfe9-ad62882faa71,1915-06-15,0,Hewitt,,Fort William-Port Arthur,p,9,3,0,,0,,,,,,,,,,,,,,,,6,13,,1,,0,3,1,,,
db0dd5e0-09f6-58fa-bfe9-ad62882faa71,1915-06-15,0,TOTALS,,Fort William-Port Arthur,,,31,4,3,8,,,,,,,,,,,3,,,,,,,,,,27,11,4,,,
db0dd5e0-09f6-58fa-bfe9-ad62882faa71,1915-06-15,0,Bemis,,Winnipeg,cf,1,5,1,,1,,,,,,,,,,,,,,,,,,,,,0,0,0,,,
db0dd5e0-09f6-58fa-bfe9-ad62882faa71,1915-06-15,0,Pickering,,Winnipeg,lf,2,4,1,,0,,,,,,,,,,,,,,,,,,,,,3,0,0,,,
db0dd5e0-09f6-58fa-bfe9-ad62882faa71,1915-06-15,0,Baker,,Winnipeg,2b,3,4,0,,0,,,,,,,,,,,,,,,,,,,,,4,3,0,1,,
db0dd5e0-09f6-58fa-bfe9-ad62882faa71,1915-06-15,0,Mitchell,,Winnipeg,3b,4,5,0,,0,,,,,,,,,,,,,,,,,,,,,0,2,3,,,
db0dd5e0-09f6-58fa-bfe9-ad62882faa71,1915-06-15,0,Kline,,Winnipeg,ss,5,2,0,,1,,,,,,,,,,,,,,,,,,,,,0,1,1,,,
db0dd5e0-09f6-58fa-bfe9-ad62882faa71,1915-06-15,0,Jude,,Winnipeg,rf,6,3,1,,1,,,,,,,,,,,,,,,,,,,,,0,1,0,,,
db0dd5e0-09f6-58fa-bfe9-ad62882faa71,1915-06-15,0,Gervais,,Winnipeg,1b,7,3,0,,1,,,,,,,,,,,,,,,,,,,,,11,0,1,1,,
db0dd5e0-09f6-58fa-bfe9-ad62882faa71,1915-06-15,0,Wilson,,Winnipeg,c,8,4,0,,0,,,,,,,,,,,,,,,,,,,,,6,3,0,,,
db0dd5e0-09f6-58fa-bfe9-ad62882faa71,1915-06-15,0,Thomas,,Winnipeg,p,9,4,0,,2,1,,,,,,,,,,,,,,,,5,,,,0,4,0,,,
db0dd5e0-09f6-58fa-bfe9-ad62882faa71,1915-06-15,0,TOTALS,,Winnipeg,,,34,3,,6,,,,,,,,,,,10,,,,,,,,,,24,14,5,,,
dc8071cb-e732-5723-af1a-f53da33932df,1915-06-15,0,Brown,,Duluth,3b,1,4,1,,1,,,,,,,,,,1,,,,,,,,,,,2,4,0,,,
dc8071cb-e732-5723-af1a-f53da33932df,1915-06-15,0,Croake,,Duluth,1b,2,4,1,,2,,,,,,,,,,1,,,,,,,,,,,7,0,0,2,,
dc8071cb-e732-5723-af1a-f53da33932df,1915-06-15,0,Williams,,Duluth,cf,3,5,0,,1,1,,,,,,,,,,,,,,,,,,,,3,0,0,,,
dc8071cb-e732-5723-af1a-f53da33932df,1915-06-15,0,Collins,,Duluth,lf,4,5,0,,1,1,,,,,,,,,1,,,,,,,,,,,1,0,0,,,
dc8071cb-e732-5723-af1a-f53da33932df,1915-06-15,0,Truman,,Duluth,rf,5,5,1,,0,,,,,,,,,,,,,,,,,,,,,0,1,0,,,
dc8071cb-e732-5723-af1a-f53da33932df,1915-06-15,0,Wolfe,,Duluth,ss,6,4,0,,0,,,,,,,,,,,,,,,,,,,,,6,1,1,1,,
dc8071cb-e732-5723-af1a-f53da33932df,1915-06-15,0,O'Brien,,Duluth,2b,7,4,0,,1,,,,,,,,,,,,,,,,,,,,,2,3,0,1,,
dc8071cb-e732-5723-af1a-f53da33932df,1915-06-15,0,Sweeley,,Duluth,c,8,4,1,,2,,,,,,,,,,,,,,,,,,,,,9,0,1,,,
dc8071cb-e732-5723-af1a-f53da33932df,1915-06-15,0,Boley,,Duluth,p,9,4,0,,1,,,,,,,,,,,,,,,,5,8,,,,0,3,0,1,,
dc8071cb-e732-5723-af1a-f53da33932df,1915-06-15,0,TOTALS,,Duluth,,,39,4,,9,,,,,,,,,,,7,,,,,,,,,,30,12,2,,,
dc8071cb-e732-5723-af1a-f53da33932df,1915-06-15,0,Pfeffer,,St. Boniface,ss,1,5,0,,1,,,,,,,,,,,,,,,,,,,,,2,4,1,,,
dc8071cb-e732-5723-af1a-f53da33932df,1915-06-15,0,Adams,,St. Boniface,1b,2,4,1,,1,,,,,,,,,,,,,,,,,,,,,9,0,0,,,
dc8071cb-e732-5723-af1a-f53da33932df,1915-06-15,0,Lane,,St. Boniface,lf,3,4,2,,3,1,,,,,,,,,1,,,,,,,,,,,2,0,0,,,
dc8071cb-e732-5723-af1a-f53da33932df,1915-06-15,0,Miller,,St. Boniface,cf,4,4,0,,0,,,,,,,,,,,,,,,,,,,,,3,0,0,,,
dc8071cb-e732-5723-af1a-f53da33932df,1915-06-15,0,Mueller,,St. Boniface,rf,5,3,1,,1,,,,,,,,,,1,,,,,,,,,,,0,1,0,,,
dc8071cb-e732-5723-af1a-f53da33932df,1915-06-15,0,Murphy,,St. Boniface,3b,6,5,0,,0,,,,,,,,,,,,,,,,,,,,,2,0,1,,,
dc8071cb-e732-5723-af1a-f53da33932df,1915-06-15,0,Nagle,,St. Boniface,2b,7,5,1,,2,1,,,,,,,,,1,,,,,,,,,,,3,2,0,,,
dc8071cb-e732-5723-af1a-f53da33932df,1915-06-15,0,Spellman,,St. Boniface,c,8,3,0,,2,,,,,,,,,,,,,,,,,,,,,9,1,1,,,
dc8071cb-e732-5723-af1a-f53da33932df,1915-06-15,0,Stevenson,,St. Boniface,p,9,4,0,,1,,,,,,,,,,,,,,,,2,7,,,,0,3,0,,,
dc8071cb-e732-5723-af1a-f53da33932df,1915-06-15,0,TOTALS,,St. Boniface,,,37,5,,11,,,,,,,,,,,7,,,,,,,,,,30,11,3,,,
2b527508-683b-5379-b0ab-e8a9045394d6,1915-06-16,0,Wertze,,Fort William-Port Arthur,2b,1,3,0,,0,,,,,,,,,,,,,,,,,,,,,2,1,0,1,,
2b527508-683b-5379-b0ab-e8a9045394d6,1915-06-16,0,Sullivan,,Fort William-Port Arthur,lf,2,3,0,,2,,,,,,,1,,,,,,,,,,,,,,2,0,0,,,
2b527508-683b-5379-b0ab-e8a9045394d6,1915-06-16,0,Fortier,,Fort William-Port Arthur,cf,3,3,0,,0,,,,,,,,1,,,,,,,,,,,,,2,0,0,,,
2b527508-683b-5379-b0ab-e8a9045394d6,1915-06-16,0,Derose,,Fort William-Port Arthur,rf,4,4,0,,0,,,,,,,,,,,,,,,,,,,,,4,0,0,,,
2b527508-683b-5379-b0ab-e8a9045394d6,1915-06-16,0,Wines,,Fort William-Port Arthur,3b,5,2,1,,1,,,,,,,,,,,,,,,,,,,,,3,0,1,,,
2b527508-683b-5379-b0ab-e8a9045394d6,1915-06-16,0,Dancy,,Fort William-Port Arthur,1b,6,3,1,,1,,,,,,,,1,,,,,,,,,,,,,9,0,0,1,,
2b527508-683b-5379-b0ab-e8a9045394d6,1915-06-16,0,Weidell,,Fort William-Port Arthur,ss,7,3,1,,1,,,,,,,,,,,,,,,,,,,,,2,2,0,,,
2b527508-683b-5379-b0ab-e8a9045394d6,1915-06-16,0,Fusner,,Fort William-Port Arthur,c,8,4,0,,1,,1,,,,,,,,,,,,,,,,,,,3,1,0,,,1
2b527508-683b-5379-b0ab-e8a9045394d6,1915-06-16,0,Griffin,,Fort William-Port Arthur,p,9,1,1,,0,,,,,,,,,,,,,,,,2,3,,,,0,6,0,,,
2b527508-683b-5379-b0ab-e8a9045394d6,1915-06-16,0,TOTALS,,Fort William-Port Arthur,,,26,4,3,6,,,,,,,,,,,7,,,,,,,,,,27,10,1,,,
2b527508-683b-5379-b0ab-e8a9045394d6,1915-06-16,0,Bemis,,Winnipeg,cf,1,5,1,,0,,,,,,,,,,,,,,,,,,,,,0,0,0,,,
2b527508-683b-5379-b0ab-e8a9045394d6,1915-06-16,0,Pickering,,Winnipeg,lf,2,4,0,,2,,,,,,,,,,,,,,,,,,,,,2,0,0,,,
2b527508-683b-5379-b0ab-e8a9045394d6,1915-06-16,0,Baker,,Winnipeg,2b,3,4,0,,1,,,,,,,,,,,,,,,,,,,,,1,1,0,,,
2b527508-683b-5379-b0ab-e8a9045394d6,1915-06-16,0,Mitchell,,Winnipeg,3b,4,4,0,,0,,,,,,,,,,,,,,,,,,,,,1,3,0,,,
2b527508-683b-5379-b0ab-e8a9045394d6,1915-06-16,0,Kline,,Winnipeg,1b,5,3,0,,2,1,,,,,,,,1,,,,,,,,,,,,7,0,0,,,
2b527508-683b-5379-b0ab-e8a9045394d6,1915-06-16,0,Jude,,Winnipeg,rf,6,4,0,,2,,,,,,,,,,,,,,,,,,,,,0,0,0,,,
2b527508-683b-5379-b0ab-e8a9045394d6,1915-06-16,0,Lawler,,Winnipeg,ss,7,4,0,,1,,,,,,,,,,,,,,,,,,,,,0,1,0,,,
2b527508-683b-5379-b0ab-e8a9045394d6,1915-06-16,0,Wilson,,Winnipeg,c,8,4,0,,1,,,,,,,,,,,,,,,,,,,,,13,1,0,,,1
2b527508-683b-5379-b0ab-e8a9045394d6,1915-06-16,0,Shirley,,Winnipeg,p,9,3,1,,1,,,,,,,,,,,,,,,,6,11,1,,,0,5,0,,,
2b527508-683b-5379-b0ab-e8a9045394d6,1915-06-16,0,TOTALS,,Winnipeg,,,35,2,1,10,,,,,,,,,,,9,,,,,,,,,,24,11,0,,,
6536cae3-a5d0-5ffc-ba77-6e1db6aa80bd,1915-06-16,0,Brown,,Duluth,3b,1,5,1,,1,,,,,,,,,,,,,,,,,,,,,0,1,0,,,
6536cae3-a5d0-5ffc-ba77-6e1db6aa80bd,1915-06-16,0,Truman,,Duluth,cf,10,2,1,,0,,,,,,,,,,,,,,,,,,,,,2,1,0,,,
6536cae3-a5d0-5ffc-ba77-6e1db6aa80bd,1915-06-16,0,Croake,,Duluth,1b,2,4,0,,0,,,,,,,,,,,,,,,,,,,,,10,0,0,,,
6536cae3-a5d0-5ffc-ba77-6e1db6aa80bd,1915-06-16,0,Williams,,Duluth,cf-p,3,4,1,,1,,1,,,,,,,,,,,4,,2,2,1,,,,1,1,0,,,
6536cae3-a5d0-5ffc-ba77-6e1db6aa80bd,1915-06-16,0,Collins,,Duluth,lf,4,4,1,,0,,,,,,,,,,,,,,,,,,,,,1,0,0,,,
6536cae3-a5d0-5ffc-ba77-6e1db6aa80bd,1915-06-16,0,Ford,,Duluth,rf,5,3,1,,1,,,,,,,,,,,,,,,,,,,,,1,0,0,,,
6536cae3-a5d0-5ffc-ba77-6e1db6aa80bd,1915-06-16,0,Wolfe,,Duluth,ss,6,3,0,,2,,1,,,,,,,,,,,,,,,,,,,2,1,0,,,
6536cae3-a5d0-5ffc-ba77-6e1db6aa80bd,1915-06-16,0,O'Brien,,Duluth,2b,7,3,0,,0,,,,,,,,,,,,,,,,,,,,,1,4,1,,,
6536cae3-a5d0-5ffc-ba77-6e1db6aa80bd,1915-06-16,0,Sweeley,,Duluth,c,8,4,0,,0,,,,,,,,,,,,,,,,,,,,,7,2,0,,,
6536cae3-a5d0-5ffc-ba77-6e1db6aa80bd,1915-06-16,0,Jackson,,Duluth,p,9,1,0,,0,,,,,,,,,,,,,5,,5,2,5,,,,2,0,0,,,
6536cae3-a5d0-5ffc-ba77-6e1db6aa80bd,1915-06-16,0,TOTALS,,Duluth,,,33,5,,5,,,,,,,,,,,6,,,,,,,,,,27,10,1,,,
6536cae3-a5d0-5ffc-ba77-6e1db6aa80bd,1915-06-16,0,Pfeffer,,St. Boniface,ss,1,4,0,,0,,,,,,,,,,,,,,,,,,,,,3,1,0,,,
6536cae3-a5d0-5ffc-ba77-6e1db6aa80bd,1915-06-16,0,Adams,,St. Boniface,1b,2,4,2,,1,,,,,,,,,,,,,,,,,,,,,8,0,0,,,
6536cae3-a5d0-5ffc-ba77-6e1db6aa80bd,1915-06-16,0,Lane,,St. Boniface,3b,3,4,0,,1,1,,,,,,,,,,,,,,,,,,,,2,2,0,,,
6536cae3-a5d0-5ffc-ba77-6e1db6aa80bd,1915-06-16,0,Miller,,St. Boniface,cf,4,4,1,,1,,,1,,,,,,,,,,,,,,,,,,2,0,0,,,
6536cae3-a5d0-5ffc-ba77-6e1db6aa80bd,1915-06-16,0,Mueller,,St. Boniface,rf,5,4,0,,0,,,,,,,,,,,,,,,,,,,,,0,0,0,,,
6536cae3-a5d0-5ffc-ba77-6e1db6aa80bd,1915-06-16,0,Stevenson,,St. Boniface,lf,6,3,0,,2,1,,,,,,,,,1,,,,,,,,,,,1,0,0,,,
6536cae3-a5d0-5ffc-ba77-6e1db6aa80bd,1915-06-16,0,Nagle,,St. Boniface,2b,7,3,0,,0,,,,,,,,,,,,,,,,,,,,,1,4,1,,,
6536cae3-a5d0-5ffc-ba77-6e1db6aa80bd,1915-06-16,0,Spellman,,St. Boniface,c,8,3,1,,2,1,,,,,,,,,,,,,,,,,,,,9,2,0,,,
6536cae3-a5d0-5ffc-ba77-6e1db6aa80bd,1915-06-16,0,Boardman,,St. Boniface,p,9,4,2,,0,,,,,,,,,,,,,,,,4,9,1,1,,0,1,1,,,
6536cae3-a5d0-5ffc-ba77-6e1db6aa80bd,1915-06-16,0,TOTALS,,St. Boniface,,,33,6,,7,,,,,,,,,,,5,,,,,,,,,,27,10,2,,,
8ec0fc3b-b9c7-53d4-9fb3-e1416869a1b0,1915-06-16,0,TOTALS,,Grand Forks,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8ec0fc3b-b9c7-53d4-9fb3-e1416869a1b0,1915-06-16,0,TOTALS,,Superior,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274d2d8f-300f-5f2f-9d93-159d010618dc,1915-06-17,0,TOTALS,,Grand Forks,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274d2d8f-300f-5f2f-9d93-159d010618dc,1915-06-17,0,TOTALS,,Superior,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3fa5865a-6114-5f33-a443-6abeb3da3d05,1915-06-17,0,TOTALS,,Fargo-Moorhead,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3fa5865a-6114-5f33-a443-6abeb3da3d05,1915-06-17,0,TOTALS,,Virginia,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b5a9ed6f-4963-5890-b9c2-3c70da421afa,1915-06-17,0,Brown,,Duluth,3b,1,6,0,,2,,,,,,,,,,1,,,,,,,,,,,0,4,0,,,
b5a9ed6f-4963-5890-b9c2-3c70da421afa,1915-06-17,0,Boley,,Duluth,p,10,1,0,,0,,,,,,,,,,,,,4,,2,,1,,,,1,2,0,,,
b5a9ed6f-4963-5890-b9c2-3c70da421afa,1915-06-17,0,Truman,,Duluth,ph,11,0,0,,0,,,,,,,,,,,,,,,,,,,,,0,0,0,,,
b5a9ed6f-4963-5890-b9c2-3c70da421afa,1915-06-17,0,Croake,,Duluth,1b,2,6,2,,2,,,,,,,,,,2,,,,,,,,,,,8,0,0,,,
b5a9ed6f-4963-5890-b9c2-3c70da421afa,1915-06-17,0,Williams,,Duluth,cf,3,6,1,,3,,,,,,,,,,1,,,,,,,,,,,1,0,0,,,
b5a9ed6f-4963-5890-b9c2-3c70da421afa,1915-06-17,0,Collins,,Duluth,lf,4,4,1,,0,,,,,,,,,,,,,,,,,,,,,1,0,1,,,
b5a9ed6f-4963-5890-b9c2-3c70da421afa,1915-06-17,0,Ford,,Duluth,rf,5,5,1,,2,1,1,,,,,,,,,,,,,,,,,,,1,0,1,,,
b5a9ed6f-4963-5890-b9c2-3c70da421afa,1915-06-17,0,Wolfe,,Duluth,ss,6,4,1,,2,1,,,,,,,,,,,,,,,,,,,,7,1,1,,,
b5a9ed6f-4963-5890-b9c2-3c70da421afa,1915-06-17,0,O'Brien,,Duluth,2b,7,4,1,,2,1,,,,,,,,,,,,,,,,,,,,3,2,1,,,
b5a9ed6f-4963-5890-b9c2-3c70da421afa,1915-06-17,0,Sweeley,,Duluth,c,8,4,2,,1,,,,,,,,,,,,,,,,,,,,,8,3,0,,,1
b5a9ed6f-4963-5890-b9c2-3c70da421afa,1915-06-17,0,Blancke,,Duluth,p,9,3,0,,1,,,,,,,,,,,,,6,,7,4,6,1,,,0,0,0,,,
b5a9ed6f-4963-5890-b9c2-3c70da421afa,1915-06-17,0,TOTALS,,Duluth,,,43,9,,15,,,,,,,,,,,10,,,,,,,,,,30,12,4,,,
b5a9ed6f-4963-5890-b9c2-3c70da421afa,1915-06-17,0,Pfeffer,,St. Boniface,ss,1,5,1,,1,,,,,,,,,,,,,,,,,,,,,1,1,0,,,
b5a9ed6f-4963-5890-b9c2-3c70da421afa,1915-06-17,0,Culver,,St. Boniface,p,10,0,0,,0,,,,,,,,,,,,,.2,,3,,,,,,0,1,1,,,
b5a9ed6f-4963-5890-b9c2-3c70da421afa,1915-06-17,0,Blum,,St. Boniface,p,11,3,0,,0,,,,,,,,,,,,,9.1,,13,6,7,,,,0,6,0,,,
b5a9ed6f-4963-5890-b9c2-3c70da421afa,1915-06-17,0,Adams,,St. Boniface,1b,2,2,1,,1,,,,,,,,,,1,,,,,,,,,,,11,0,0,,,
b5a9ed6f-4963-5890-b9c2-3c70da421afa,1915-06-17,0,Lane,,St. Boniface,3b,3,5,1,,1,,,,,,,,,,1,,,,,,,,,,,1,2,1,,,
b5a9ed6f-4963-5890-b9c2-3c70da421afa,1915-06-17,0,Miller,,St. Boniface,cf-2b,4,5,0,,1,,,,,,,,,,,,,,,,,,,,,3,1,0,,,
b5a9ed6f-4963-5890-b9c2-3c70da421afa,1915-06-17,0,Mueller,,St. Boniface,rf,5,5,2,,2,,,1,,,,,,,,,,,,,,,,,,1,0,0,,,
b5a9ed6f-4963-5890-b9c2-3c70da421afa,1915-06-17,0,Stevenson,,St. Boniface,lf,6,4,0,,1,,,,,,,,,,,,,,,,,,,,,1,0,0,,,
b5a9ed6f-4963-5890-b9c2-3c70da421afa,1915-06-17,0,Boardman,,St. Boniface,cf,7,5,1,,0,,,,,,,,,,,,,,,,,,,,,3,1,1,,,
b5a9ed6f-4963-5890-b9c2-3c70da421afa,1915-06-17,0,Nagle,,St. Boniface,2b,8,0,0,,0,,,,,,,,,,,,,,,,,,,,,0,0,0,,,
b5a9ed6f-4963-5890-b9c2-3c70da421afa,1915-06-17,0,Spellman,,St. Boniface,c,9,4,2,,2,1,,,,,,,,,,,,,,,,,,,,9,1,0,,,
b5a9ed6f-4963-5890-b9c2-3c70da421afa,1915-06-17,0,TOTALS,,St. Boniface,,,38,8,,9,,,,,,,,,,,7,,,,,,,,,,30,13,3,,,
c31efdc9-2adc-5bad-8cc2-407706201062,1915-06-17,0,Wertzi,,Fort William-Port Arthur,2b,1,4,0,,0,,,,,,,,,,,,,,,,,,,,,2,2,1,,,
c31efdc9-2adc-5bad-8cc2-407706201062,1915-06-17,0,Lorenzen,,Fort William-Port Arthur,p,10,0,0,,0,,,,,,,,,,,,,1.1,,1,3,,1,,,0,2,0,,,
c31efdc9-2adc-5bad-8cc2-407706201062,1915-06-17,0,Penfold,,Fort William-Port Arthur,p,11,3,0,,0,,,,,,,,,,,,,7.2,,5,1,5,,,,0,2,0,,,
c31efdc9-2adc-5bad-8cc2-407706201062,1915-06-17,0,Sullivan,,Fort William-Port Arthur,lf,2,4,1,,2,,,,,,,,,,,,,,,,,,,,,2,0,0,,,
c31efdc9-2adc-5bad-8cc2-407706201062,1915-06-17,0,Fortier,,Fort William-Port Arthur,cf,3,4,0,,1,,1,,,,,,,,,,,,,,,,,,,2,0,0,,,
c31efdc9-2adc-5bad-8cc2-407706201062,1915-06-17,0,Derose,,Fort William-Port Arthur,rf,4,4,0,,1,,,,,,,,,,,,,,,,,,,,,2,0,1,,,
c31efdc9-2adc-5bad-8cc2-407706201062,1915-06-17,0,Wines,,Fort William-Port Arthur,3b,5,3,1,,0,,,,,,,,,,,,,,,,,,,,,1,1,0,1,,
c31efdc9-2adc-5bad-8cc2-407706201062,1915-06-17,0,Dancy,,Fort William-Port Arthur,1b,6,4,1,,2,,,1,,,,,,,,,,,,,,,,,,9,0,3,1,,
c31efdc9-2adc-5bad-8cc2-407706201062,1915-06-17,0,Weidell,,Fort William-Port Arthur,ss,7,4,0,,0,,,,,,,,,,,,,,,,,,,,,2,1,0,,,
c31efdc9-2adc-5bad-8cc2-407706201062,1915-06-17,0,Fusner,,Fort William-Port Arthur,c,8,4,0,,1,,,,,,,,,,,,,,,,,,,,,7,3,0,1,,
c31efdc9-2adc-5bad-8cc2-407706201062,1915-06-17,0,Huggins,,Fort William-Port Arthur,p,9,0,0,,0,,,,,,,,,,,,,,,,3,,,,,0,0,0,,,
c31efdc9-2adc-5bad-8cc2-407706201062,1915-06-17,0,TOTALS,,Fort William-Port Arthur,,,34,3,2,7,,,,,,,,,,,5,,,,,,,,,,27,11,5,,,
c31efdc9-2adc-5bad-8cc2-407706201062,1915-06-17,0,Bemis,,Winnipeg,cf,1,3,1,,0,,,,,,,1,,,1,,,,,,,,,,,0,0,0,,,
c31efdc9-2adc-5bad-8cc2-407706201062,1915-06-17,0,Pickering,,Winnipeg,lf,2,4,1,,2,,,,,,,,,,,,,,,,,,,,,2,0,1,,,
c31efdc9-2adc-5bad-8cc2-407706201062,1915-06-17,0,Baker,,Winnipeg,2b,3,4,2,,2,1,,,,,,,,,1,,,,,,,,,,,3,3,0,,,
c31efdc9-2adc-5bad-8cc2-407706201062,1915-06-17,0,Mitchell,,Winnipeg,3b,4,3,0,,2,,1,,,,,,,1,,,,,,,,,,,,0,2,0,,,
c31efdc9-2adc-5bad-8cc2-407706201062,1915-06-17,0,Kline,,Winnipeg,1b,5,4,0,,0,,,,,,,,,,,,,,,,,,,,,10,0,0,,,
c31efdc9-2adc-5bad-8cc2-407706201062,1915-06-17,0,Jude,,Winnipeg,rf,6,4,0,,0,,,,,,,,,,1,,,,,,,,,,,0,0,0,,,
c31efdc9-2adc-5bad-8cc2-407706201062,1915-06-17,0,Lawler,,Winnipeg,ss,7,4,1,,0,,,,,,,,,,,,,,,,,,,,,1,0,0,,,
c31efdc9-2adc-5bad-8cc2-407706201062,1915-06-17,0,Wilson,,Winnipeg,c,8,4,0,,0,,,,,,,,,,,,,,,,,,,,,10,0,0,,,
c31efdc9-2adc-5bad-8cc2-407706201062,1915-06-17,0,Patterson,,Winnipeg,p,9,3,1,,0,,,,,,,,,,,,,,,,1,10,,,,1,6,0,,,
c31efdc9-2adc-5bad-8cc2-407706201062,1915-06-17,0,TOTALS,,Winnipeg,,,34,6,2,6,,,,,,,,,,,10,,,,,,,,,,27,11,1,,,
0d0325ba-f641-5364-8ce1-faba9603a8be,1915-06-19,0,McCabe,,Virginia,rf,1,3,1,,1,,,,,,,,,,,,,,,,,,,,,0,0,0,,,
0d0325ba-f641-5364-8ce1-faba9603a8be,1915-06-19,0,Sundheim,,Virginia,ss,2,2,1,,0,,,,,,,1,,,,,,,,,,,,,,1,2,0,,,
0d0325ba-f641-5364-8ce1-faba9603a8be,1915-06-19,0,Fortman,,Virginia,2b,3,2,0,,0,,,,,,,,1,,,,,,,,,,,,,2,4,1,,,
0d0325ba-f641-5364-8ce1-faba9603a8be,1915-06-19,0,Griesch,,Virginia,lf,4,3,1,,1,,,,,,,,,,,,,,,,,,,,,0,0,0,,,
0d0325ba-f641-5364-8ce1-faba9603a8be,1915-06-19,0,Brokaw,,Virginia,cf,5,3,0,,1,,,,,,,,,,,,,,,,,,,,,3,0,0,,,
0d0325ba-f641-5364-8ce1-faba9603a8be,1915-06-19,0,Kernan,,Virginia,3b,6,2,0,,0,,,,,,,,,,,,,,,,,,,,,2,2,0,,,
0d0325ba-f641-5364-8ce1-faba9603a8be,1915-06-19,0,Couture,,Virginia,1b,7,3,0,,1,,,,,,,,,,,,,,,,,,,,,11,0,0,,,
0d0325ba-f641-5364-8ce1-faba9603a8be,1915-06-19,0,Agnew,,Virginia,c,8,3,0,,0,,,,,,,,,,,,,,,,,,,,,8,1,1,,,
0d0325ba-f641-5364-8ce1-faba9603a8be,1915-06-19,0,Sorenson,,Virginia,p,9,3,0,,0,,,,,,,,,,,,,,,,2,8,2,,,0,1,0,,,
0d0325ba-f641-5364-8ce1-faba9603a8be,1915-06-19,0,TOTALS,,Virginia,,,24,3,2,4,,,,,,,,,,,1,,,,,,,,,,27,10,2,,,
