game.key,game.date,game.number,name.last,name.first,club.name,pos,seq,B_AB,B_R,B_ER,B_H,B_2B,B_3B,B_HR,B_RBI,B_BB,B_SO,B_HP,B_SH,B_SF,B_SB,B_LOB,B_ROE,P_IP,P_R,P_H,P_BB,P_SO,P_HP,P_WP,P_BK,F_PO,F_A,F_E,F_DP,F_TP,F_PB
ab636791-51b2-5250-b52e-1a86a4a18305,1915-07-03,1,Bemis,,Winnipeg,cf,2,3,0,,0,,,,,,,,,,,,,,,,,,,,,3,0,0,,,
ab636791-51b2-5250-b52e-1a86a4a18305,1915-07-03,1,Baker,,Winnipeg,2b,3,4,0,,0,,,,,,,,,,,,,,,,,,,,,2,1,1,,,
ab636791-51b2-5250-b52e-1a86a4a18305,1915-07-03,1,Mitchell,,Winnipeg,3b,4,4,0,,0,,,,,,,,,,,,,,,,,,,,,0,3,0,,,
ab636791-51b2-5250-b52e-1a86a4a18305,1915-07-03,1,Kline,,Winnipeg,1b,5,4,0,,0,,,,,,,,,,,,,,,,,,,,,12,1,1,,,
ab636791-51b2-5250-b52e-1a86a4a18305,1915-07-03,1,Jude,,Winnipeg,rf,6,2,0,,2,1,,,,,,,,,,,,,,,,,,,,1,0,0,,,
ab636791-51b2-5250-b52e-1a86a4a18305,1915-07-03,1,Lawler,,Winnipeg,ss,7,3,0,,0,,,,,,,,,,,,,,,,,,,,,4,1,1,,,
ab636791-51b2-5250-b52e-1a86a4a18305,1915-07-03,1,Wilson,,Winnipeg,c,8,4,0,,1,,1,,,,,,,,,,,,,,,,,,,3,3,0,,,
ab636791-51b2-5250-b52e-1a86a4a18305,1915-07-03,1,Hogue,,Winnipeg,p,9,3,0,,0,,,,,,,,,,,,,,,,1,3,,,,1,1,0,,,
ab636791-51b2-5250-b52e-1a86a4a18305,1915-07-03,1,TOTALS,,Winnipeg,,,31,0,,4,,,,,,,,,,,6,,,,,,,,,,27,10,3,,,
5f34e54a-2fdb-5e86-882a-a17abd56e721,1915-07-03,2,Block,,Grand Forks,cf,1,4,0,,0,,,,,,,,,,1,,,,,,,,,,,2,0,0,,,
5f34e54a-2fdb-5e86-882a-a17abd56e721,1915-07-03,2,Fox,,Grand Forks,2b,2,4,0,,0,,,,,,,,,,,,,,,,,,,,,0,0,0,,,
5f34e54a-2fdb-5e86-882a-a17abd56e721,1915-07-03,2,Flaherty,,Grand Forks,rf,3,4,0,,0,,,,,,,,,,,,,,,,,,,,,4,0,0,,,
5f34e54a-2fdb-5e86-882a-a17abd56e721,1915-07-03,2,Schroeder,,Grand Forks,1b,4,4,0,,0,,,,,,,,,,,,,,,,,,,,,11,0,0,,,
5f34e54a-2fdb-5e86-882a-a17abd56e721,1915-07-03,2,Morse,,Grand Forks,ss,5,4,1,,2,,,,,,,,,,,,,,,,,,,,,1,3,0,,,
5f34e54a-2fdb-5e86-882a-a17abd56e721,1915-07-03,2,Hoffman,,Grand Forks,lf,6,3,1,,1,1,,,,,,1,,,1,,,,,,,,,,,0,0,0,,,
5f34e54a-2fdb-5e86-882a-a17abd56e721,1915-07-03,2,Anderson,,Grand Forks,3b,7,3,0,,2,1,,,,,,1,,,,,,,,,,,,,,2,0,0,,,
5f34e54a-2fdb-5e86-882a-a17abd56e721,1915-07-03,2,Wolfe,,Grand Forks,c,8,4,0,,0,,,,,,,,,,,,,,,,,,,,,5,0,0,,,
5f34e54a-2fdb-5e86-882a-a17abd56e721,1915-07-03,2,Brenner,,Grand Forks,p,9,4,0,,1,,,,,,,,,,,,,,,,5,5,,,,0,8,0,,,
5f34e54a-2fdb-5e86-882a-a17abd56e721,1915-07-03,2,TOTALS,,Grand Forks,,,34,2,,6,,,,,,,,,,,8,,,,,,,,,,27,11,0,,,
5f34e54a-2fdb-5e86-882a-a17abd56e721,1915-07-03,2,Pfeffer,,St. Boniface,ss,1,4,0,,1,,,,,,,,,,,,,,,,,,,,,1,5,0,1,,
5f34e54a-2fdb-5e86-882a-a17abd56e721,1915-07-03,2,Adams,,St. Boniface,1b,2,3,0,,0,,,,,,,,1,,,,,,,,,,,,,15,0,0,1,,
5f34e54a-2fdb-5e86-882a-a17abd56e721,1915-07-03,2,Lane,,St. Boniface,lf,3,1,1,,0,,,,,,,,,1,,,,,,,,,,,,2,0,1,,,
5f34e54a-2fdb-5e86-882a-a17abd56e721,1915-07-03,2,Miller,H.,St. Boniface,cf,4,4,0,,0,,,,,,,,,,,,,,,,,,,,,1,0,0,,,
5f34e54a-2fdb-5e86-882a-a17abd56e721,1915-07-03,2,Spellman,,St. Boniface,rf,5,4,0,,1,,,,,,,,,,,,,,,,,,,,,0,0,0,,,
5f34e54a-2fdb-5e86-882a-a17abd56e721,1915-07-03,2,Nagle,,St. Boniface,2b,6,4,0,,0,,,,,,,,,,,,,,,,,,,,,2,3,1,1,,
5f34e54a-2fdb-5e86-882a-a17abd56e721,1915-07-03,2,Murphy,,St. Boniface,3b,7,3,0,,1,,,,,,,,,,,,,,,,,,,,,0,1,1,,,
5f34e54a-2fdb-5e86-882a-a17abd56e721,1915-07-03,2,Mueller,,St. Boniface,c,8,3,0,,0,,,,,,,,,,,,,,,,,,,,,6,1,0,,,1
5f34e54a-2fdb-5e86-882a-a17abd56e721,1915-07-03,2,Culver,,St. Boniface,p,9,1,0,,0,,,,,,,,1,,,,,,,,1,6,2,,,0,7,1,,,
5f34e54a-2fdb-5e86-882a-a17abd56e721,1915-07-03,2,TOTALS,,St. Boniface,,,27,1,,3,,,,,,,,,,,6,,,,,,,,,,27,17,4,,,
700eaab3-f1c7-5672-b751-9842349c3cc5,1915-07-03,2,Barrett,,Fargo-Moorhead,rf,1,4,0,,0,,,,,,,,,,,,,,,,,,,,,1,1,0,,,
700eaab3-f1c7-5672-b751-9842349c3cc5,1915-07-03,2,Dreis,,Fargo-Moorhead,3b,2,4,0,,1,,,,,,,,,,,,,,,,,,,,,0,1,0,,,
700eaab3-f1c7-5672-b751-9842349c3cc5,1915-07-03,2,Clymer,,Fargo-Moorhead,cf,3,4,0,,1,1,,,,,,,,,,,,,,,,,,,,4,0,0,,,
700eaab3-f1c7-5672-b751-9842349c3cc5,1915-07-03,2,Unglaub,,Fargo-Moorhead,1b,4,4,0,,0,,,,,,,,,,,,,,,,,,,,,12,1,1,,,
700eaab3-f1c7-5672-b751-9842349c3cc5,1915-07-03,2,Bell,,Fargo-Moorhead,lf,5,3,0,,0,,,,,,,,,,,,,,,,,,,,,1,0,0,,,
700eaab3-f1c7-5672-b751-9842349c3cc5,1915-07-03,2,Smith,,Fargo-Moorhead,2b,6,3,0,,0,,,,,,,,,,,,,,,,,,,,,3,3,1,,,
700eaab3-f1c7-5672-b751-9842349c3cc5,1915-07-03,2,Hooper,,Fargo-Moorhead,ss,7,3,0,,1,,,,,,,,,,1,,,,,,,,,,,2,3,0,,,
700eaab3-f1c7-5672-b751-9842349c3cc5,1915-07-03,2,Murphy,,Fargo-Moorhead,c,8,3,0,,1,,,,,,,,,,1,,,,,,,,,,,1,0,0,,,
700eaab3-f1c7-5672-b751-9842349c3cc5,1915-07-03,2,Rhodes,,Fargo-Moorhead,p,9,3,0,,0,,,,,,,,,,,,,,,,,,,,1,20,7,0,,,
700eaab3-f1c7-5672-b751-9842349c3cc5,1915-07-03,2,TOTALS,,Fargo-Moorhead,,,31,0,,4,,,,,,,,,,,4,,,,,,,,,,24,16,2,,,
700eaab3-f1c7-5672-b751-9842349c3cc5,1915-07-03,2,Pickering,,Winnipeg,lf,1,5,0,,1,,,,,,,,,,,,,,,,,,,,,2,0,0,,,
700eaab3-f1c7-5672-b751-9842349c3cc5,1915-07-03,2,Bemis,,Winnipeg,cf,2,4,1,,2,,2,,,,,,,,,,,,,,,,,,,1,0,0,,,
700eaab3-f1c7-5672-b751-9842349c3cc5,1915-07-03,2,Baker,,Winnipeg,2b,3,4,1,,0,,,,,,,,,,1,,,,,,,,,,,0,1,0,,,
700eaab3-f1c7-5672-b751-9842349c3cc5,1915-07-03,2,Mitchell,,Winnipeg,3b,4,3,0,,2,1,,,,,,,1,,,,,,,,,,,,,0,1,0,,,
700eaab3-f1c7-5672-b751-9842349c3cc5,1915-07-03,2,Kline,,Winnipeg,1b,5,4,0,,1,1,,,,,,,,,,,,,,,,,,,,10,0,0,,,
700eaab3-f1c7-5672-b751-9842349c3cc5,1915-07-03,2,Jude,,Winnipeg,rf,6,4,1,,2,,,,,,,,,,,,,,,,,,,,,3,0,0,,,
700eaab3-f1c7-5672-b751-9842349c3cc5,1915-07-03,2,Lawler,,Winnipeg,ss,7,3,1,,1,,,,,,,,1,,1,,,,,,,,,,,0,5,0,,,
700eaab3-f1c7-5672-b751-9842349c3cc5,1915-07-03,2,Wilson,,Winnipeg,c,8,4,1,,1,,,,,,,,,,,,,,,,,,,,,11,0,0,,,
700eaab3-f1c7-5672-b751-9842349c3cc5,1915-07-03,2,Gervais,,Winnipeg,p,9,4,0,,1,,,,,,,,,,,,,,,,9,,,,,0,2,0,,,
700eaab3-f1c7-5672-b751-9842349c3cc5,1915-07-03,2,TOTALS,,Winnipeg,,,35,5,,11,,,,,,,,,,,8,,,,,,,,,,27,9,0,,,
14409121-3622-5f9a-8299-51e13f03cb11,1915-07-04,0,TOTALS,,Duluth,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14409121-3622-5f9a-8299-51e13f03cb11,1915-07-04,0,TOTALS,,Superior,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24e36fec-9d96-57eb-ba2a-c1b91311b804,1915-07-04,0,TOTALS,,Fargo-Moorhead,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24e36fec-9d96-57eb-ba2a-c1b91311b804,1915-07-04,0,TOTALS,,Grand Forks,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
773b275d-3c51-58d5-9c17-80268d5406fb,1915-07-04,0,Pfeffer,,St. Boniface,ss,1,6,0,,0,,,,,,,,,,,,,,,,,,,,,2,3,0,1,,
773b275d-3c51-58d5-9c17-80268d5406fb,1915-07-04,0,Adams,,St. Boniface,1b,2,3,1,,0,,,,,,,,,,,,,,,,,,,,,0,10,0,1,,
773b275d-3c51-58d5-9c17-80268d5406fb,1915-07-04,0,Lane,,St. Boniface,lf,3,3,2,,2,1,,,,,,,,,,,,,,,,,,,,1,0,0,,,
773b275d-3c51-58d5-9c17-80268d5406fb,1915-07-04,0,Miller,H.,St. Boniface,cf,4,4,0,,1,,,,,,,,,,,,,,,,,,,,,0,0,0,,,
773b275d-3c51-58d5-9c17-80268d5406fb,1915-07-04,0,Spellman,,St. Boniface,rf,5,3,1,,1,,,,,,,,,,,,,,,,,,,,,2,0,0,,,
773b275d-3c51-58d5-9c17-80268d5406fb,1915-07-04,0,Nagle,,St. Boniface,2b,6,4,0,,0,,,,,,,,,,,,,,,,,,,,,1,0,1,,,
773b275d-3c51-58d5-9c17-80268d5406fb,1915-07-04,0,Murphy,,St. Boniface,3b,7,3,0,,0,,,,,,,,1,,,,,,,,,,,,,1,0,0,,,
773b275d-3c51-58d5-9c17-80268d5406fb,1915-07-04,0,Mueller,,St. Boniface,c,8,2,0,,0,1,,,,,,,,,,,,,,,,,,,,9,2,0,,,
773b275d-3c51-58d5-9c17-80268d5406fb,1915-07-04,0,Boardman,,St. Boniface,p,9,4,0,,1,,,,,,,,,,,,,,,,4,8,,,,1,4,0,,,
773b275d-3c51-58d5-9c17-80268d5406fb,1915-07-04,0,TOTALS,,St. Boniface,,,31,4,,5,,,,,,,,,,,8,,,,,,,,,,27,9,1,,,
773b275d-3c51-58d5-9c17-80268d5406fb,1915-07-04,0,Pickering,,Winnipeg,lf,1,4,0,,1,,,,,,,,,,,,,,,,,,,,,0,0,0,,,
773b275d-3c51-58d5-9c17-80268d5406fb,1915-07-04,0,Bemis,,Winnipeg,cf,2,4,0,,0,,,,,,,,,,,,,,,,,,,,,0,0,0,,,
773b275d-3c51-58d5-9c17-80268d5406fb,1915-07-04,0,Baker,,Winnipeg,2b,3,2,0,,0,,,,,,,,,,,,,,,,,,,,,1,0,1,,,
773b275d-3c51-58d5-9c17-80268d5406fb,1915-07-04,0,Mitchell,,Winnipeg,3b,4,4,0,,0,,,,,,,,,,,,,,,,,,,,,1,3,1,,,
773b275d-3c51-58d5-9c17-80268d5406fb,1915-07-04,0,Kline,,Winnipeg,1b,5,4,0,,0,,,,,,,,,,,,,,,,,,,,,10,0,0,,,
773b275d-3c51-58d5-9c17-80268d5406fb,1915-07-04,0,Jude,,Winnipeg,rf,6,3,0,,1,,,,,,,,,,,,,,,,,,,,,2,1,1,,,
773b275d-3c51-58d5-9c17-80268d5406fb,1915-07-04,0,Lawler,,Winnipeg,ss,7,3,0,,0,,,,,,,,,,,,,,,,,,,,,3,3,0,,,
773b275d-3c51-58d5-9c17-80268d5406fb,1915-07-04,0,Wilson,,Winnipeg,c,8,2,0,,0,,,,,,,,,,,,,,,,,,,,,3,0,1,,,1
773b275d-3c51-58d5-9c17-80268d5406fb,1915-07-04,0,Shirley,,Winnipeg,p,9,2,0,,0,,,,,,,,,,,,,,,,5,5,,1,,0,5,0,,,
773b275d-3c51-58d5-9c17-80268d5406fb,1915-07-04,0,TOTALS,,Winnipeg,,,28,0,,2,,,,,,,,,,,5,,,,,,,,,,24,13,4,,,
47daf676-da1b-5869-a8cf-b31b805d8b64,1915-07-05,1,TOTALS,,Duluth,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47daf676-da1b-5869-a8cf-b31b805d8b64,1915-07-05,1,TOTALS,,Superior,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afc3b07e-3ccd-5379-a9b6-e44557652841,1915-07-05,1,TOTALS,,Fort William-Port Arthur,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afc3b07e-3ccd-5379-a9b6-e44557652841,1915-07-05,1,TOTALS,,Virginia,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b93e8ff8-d034-5e63-aaa1-e91ce820cf44,1915-07-05,1,Block,,Grand Forks,cf,1,4,0,,1,1,,,,,,,,,,,,,,,,,,,,3,0,0,,,
b93e8ff8-d034-5e63-aaa1-e91ce820cf44,1915-07-05,1,Fox,,Grand Forks,2b,2,4,0,,0,,,,,,,,,,1,,,,,,,,,,,5,3,0,1,,
b93e8ff8-d034-5e63-aaa1-e91ce820cf44,1915-07-05,1,Flaherty,,Grand Forks,rf,3,4,1,,2,,,,,,,,,,,,,,,,,,,,,0,0,0,,,
b93e8ff8-d034-5e63-aaa1-e91ce820cf44,1915-07-05,1,Schroeder,,Grand Forks,1b,4,4,2,,3,,,,,,,,,,,,,,,,,,,,,14,0,0,1,,
b93e8ff8-d034-5e63-aaa1-e91ce820cf44,1915-07-05,1,Morse,,Grand Forks,ss,5,4,0,,4,,,,,,,,,,1,,,,,,,,,,,2,2,0,,,
b93e8ff8-d034-5e63-aaa1-e91ce820cf44,1915-07-05,1,Hoffman,,Grand Forks,lf,6,1,0,,0,,,,,,,,1,,1,,,,,,,,,,,1,0,0,,,
b93e8ff8-d034-5e63-aaa1-e91ce820cf44,1915-07-05,1,Anderson,,Grand Forks,3b,7,3,0,,0,,,,,,,,,1,,,,,,,,,,,,1,5,1,1,,
b93e8ff8-d034-5e63-aaa1-e91ce820cf44,1915-07-05,1,Wolfe,,Grand Forks,c,8,3,1,,1,,,,,,,,,,,,,,,,,,,,,1,0,0,,,
b93e8ff8-d034-5e63-aaa1-e91ce820cf44,1915-07-05,1,Larson,,Grand Forks,p,9,3,0,,0,,,,,,,,,,,,,,,,3,1,,,,0,7,0,,,
b93e8ff8-d034-5e63-aaa1-e91ce820cf44,1915-07-05,1,TOTALS,,Grand Forks,,,30,4,2,11,,,,,,,,,,,7,1,,,,,,,,,27,17,1,,,
b93e8ff8-d034-5e63-aaa1-e91ce820cf44,1915-07-05,1,Pickering,,Winnipeg,lf,1,4,0,,0,,,,,,,,,,,,,,,,,,,,,1,0,0,,,
b93e8ff8-d034-5e63-aaa1-e91ce820cf44,1915-07-05,1,Bachant,,Winnipeg,ph,10,1,0,,0,,,,,,,,,,,,,,,,,,,,,0,0,0,,,
b93e8ff8-d034-5e63-aaa1-e91ce820cf44,1915-07-05,1,Bemis,,Winnipeg,cf,2,3,0,,2,,,,,,,,,,1,,,,,,,,,,,0,0,1,,,
b93e8ff8-d034-5e63-aaa1-e91ce820cf44,1915-07-05,1,Baker,,Winnipeg,2b,3,3,0,,0,,,,,,,,1,,,,,,,,,,,,,4,2,1,1,,
b93e8ff8-d034-5e63-aaa1-e91ce820cf44,1915-07-05,1,Mitchell,,Winnipeg,3b,4,4,0,,1,,,,,,,,,,,,,,,,,,,,,3,0,0,1,,
b93e8ff8-d034-5e63-aaa1-e91ce820cf44,1915-07-05,1,Cline,,Winnipeg,1b,5,4,1,,1,,,,,,,,,,,,,,,,,,,,,9,0,0,,,
b93e8ff8-d034-5e63-aaa1-e91ce820cf44,1915-07-05,1,Jude,,Winnipeg,rf,6,2,0,,0,,,,,,,,,,,,,,,,,,,,,3,1,0,,,
b93e8ff8-d034-5e63-aaa1-e91ce820cf44,1915-07-05,1,Lawler,,Winnipeg,ss,7,4,0,,1,,,,,,,,,,,,,,,,,,,,,2,5,0,1,,
b93e8ff8-d034-5e63-aaa1-e91ce820cf44,1915-07-05,1,Wilson,,Winnipeg,c,8,3,1,,1,,,,,,,,1,,,,,,,,,,,,,2,1,0,,,
b93e8ff8-d034-5e63-aaa1-e91ce820cf44,1915-07-05,1,Patterson,,Winnipeg,p,9,2,0,,0,,,,,,,,1,,,,,,,,1,2,,,,0,1,0,,,
b93e8ff8-d034-5e63-aaa1-e91ce820cf44,1915-07-05,1,TOTALS,,Winnipeg,,,30,2,1,6,,,,,,,,,,,7,1,,,,,,,,,24,10,2,,,
e46f546f-72cf-5ff3-8f0c-5a46484a4a64,1915-07-05,1,Barrett,,Fargo-Moorhead,lf,1,3,1,,1,,1,,,,,,,,,,,,,,,,,,,3,0,1,,,
e46f546f-72cf-5ff3-8f0c-5a46484a4a64,1915-07-05,1,Dreis,,Fargo-Moorhead,3b,2,3,0,,2,1,,,,,,,1,,1,,,,,,,,,,,1,1,0,,,
e46f546f-72cf-5ff3-8f0c-5a46484a4a64,1915-07-05,1,Clymer,,Fargo-Moorhead,cf,3,4,0,,0,,,,,,,,,,,,,,,,,,,,,2,0,0,,,
e46f546f-72cf-5ff3-8f0c-5a46484a4a64,1915-07-05,1,Unglaub,,Fargo-Moorhead,1b,4,3,0,,1,,,,,,,,,,1,,,,,,,,,,,11,1,0,,,
e46f546f-72cf-5ff3-8f0c-5a46484a4a64,1915-07-05,1,Pedone,,Fargo-Moorhead,rf,5,2,0,,0,,,,,,,,1,,,,,,,,,,,,,1,0,0,,,
e46f546f-72cf-5ff3-8f0c-5a46484a4a64,1915-07-05,1,Hooper,,Fargo-Moorhead,ss,6,4,0,,0,,,,,,,,,,,,,,,,,,,,,3,4,2,,,
e46f546f-72cf-5ff3-8f0c-5a46484a4a64,1915-07-05,1,Nifnecker,,Fargo-Moorhead,2b,7,2,0,,0,,,,,,,,,,,,,,,,,,,,,2,2,0,,,
e46f546f-72cf-5ff3-8f0c-5a46484a4a64,1915-07-05,1,Smith,,Fargo-Moorhead,c,8,3,1,,2,,1,,,,,,,,,,,,,,,,,,,4,1,0,,,
e46f546f-72cf-5ff3-8f0c-5a46484a4a64,1915-07-05,1,Rhoades,,Fargo-Moorhead,p,9,3,1,,1,,,,,,,,,,,,,,,,1,3,1,,,0,6,0,,,
e46f546f-72cf-5ff3-8f0c-5a46484a4a64,1915-07-05,1,TOTALS,,Fargo-Moorhead,,,27,3,2,7,,,,,,,,,,,5,,,,,,,,,,27,15,3,,,
e46f546f-72cf-5ff3-8f0c-5a46484a4a64,1915-07-05,1,Pfeffer,,St. Boniface,ss,1,4,1,,2,,,,,,,,,,1,,,,,,,,,,,0,2,0,,,
e46f546f-72cf-5ff3-8f0c-5a46484a4a64,1915-07-05,1,Stevenson,,St. Boniface,ph,10,1,0,,0,,,,,,,,,,,,,,,,,,,,,0,0,0,,,
e46f546f-72cf-5ff3-8f0c-5a46484a4a64,1915-07-05,1,Adams,,St. Boniface,1b,2,3,0,,0,,,,,,,,1,,,,,,,,,,,,,12,0,0,2,,
e46f546f-72cf-5ff3-8f0c-5a46484a4a64,1915-07-05,1,Lane,,St. Boniface,lf,3,3,1,,2,,,,,,,1,,,,,,,,,,,,,,1,0,1,,,
e46f546f-72cf-5ff3-8f0c-5a46484a4a64,1915-07-05,1,Miller,,St. Boniface,cf,4,4,0,,1,1,,,,,,,,,,,,,,,,,,,,3,1,0,1,,
e46f546f-72cf-5ff3-8f0c-5a46484a4a64,1915-07-05,1,Mueller,,St. Boniface,rf,5,4,0,,0,,,,,,,,,,,,,,,,,,,,,2,0,0,,,
e46f546f-72cf-5ff3-8f0c-5a46484a4a64,1915-07-05,1,Nagle,,St. Boniface,2b,6,4,0,,0,,,,,,,,,,,,,,,,,,,,,1,2,0,,,
e46f546f-72cf-5ff3-8f0c-5a46484a4a64,1915-07-05,1,Murphy,,St. Boniface,3b,7,4,0,,1,,,,,,,,,,,,,,,,,,,,,1,0,0,,,
e46f546f-72cf-5ff3-8f0c-5a46484a4a64,1915-07-05,1,Spellman,,St. Boniface,c,8,4,0,,1,1,,,,,,,,,,,,,,,,,,,,3,2,0,,,
e46f546f-72cf-5ff3-8f0c-5a46484a4a64,1915-07-05,1,Blum,,St. Boniface,p,9,3,0,,0,,,,,,,,,,,,,,,,4,2,,,,1,5,0,1,,
e46f546f-72cf-5ff3-8f0c-5a46484a4a64,1915-07-05,1,TOTALS,,St. Boniface,,,34,2,,7,,,,,,,,,,,7,,,,,,,,,,24,12,1,,,
34fa60d2-aa8b-57d5-b476-d15542d1bb1d,1915-07-05,2,TOTALS,,Duluth,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34fa60d2-aa8b-57d5-b476-d15542d1bb1d,1915-07-05,2,TOTALS,,Superior,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4403b927-6f7d-55ce-9f70-64ab55ce11e9,1915-07-05,2,TOTALS,,Fort William-Port Arthur,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4403b927-6f7d-55ce-9f70-64ab55ce11e9,1915-07-05,2,TOTALS,,Virginia,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
963c7b22-4a81-52af-9ea2-ba6a885d8d3d,1915-07-05,2,Barrett,,Fargo-Moorhead,lf,1,5,0,,3,,1,,,,,,,,1,,,,,,,,,,,2,0,0,,,
963c7b22-4a81-52af-9ea2-ba6a885d8d3d,1915-07-05,2,Dreis,,Fargo-Moorhead,3b,2,4,0,,0,,,,,,,,,,,,,,,,,,,,,0,2,0,,,
963c7b22-4a81-52af-9ea2-ba6a885d8d3d,1915-07-05,2,Clymer,,Fargo-Moorhead,cf,3,3,0,,1,,,,,,,,,,,,,,,,,,,,,3,0,0,,,
963c7b22-4a81-52af-9ea2-ba6a885d8d3d,1915-07-05,2,Unglaub,,Fargo-Moorhead,1b,4,4,0,,0,,,,,,,,,,,,,,,,,,,,,13,0,0,,,
963c7b22-4a81-52af-9ea2-ba6a885d8d3d,1915-07-05,2,Pedone,,Fargo-Moorhead,rf,5,4,0,,0,,,,,,,,,,,,,,,,,,,,,1,1,0,,,
963c7b22-4a81-52af-9ea2-ba6a885d8d3d,1915-07-05,2,Hooper,,Fargo-Moorhead,ss,6,4,2,,2,,,,,,,,,,1,,,,,,,,,,,3,3,0,,,
963c7b22-4a81-52af-9ea2-ba6a885d8d3d,1915-07-05,2,Nifnecker,,Fargo-Moorhead,2b,7,4,1,,1,1,,,,,,,,,,,,,,,,,,,,1,4,0,,,
963c7b22-4a81-52af-9ea2-ba6a885d8d3d,1915-07-05,2,Smith,,Fargo-Moorhead,c,8,4,1,,1,,,,,,,,,,,,,,,,,,,,,4,1,0,,,
963c7b22-4a81-52af-9ea2-ba6a885d8d3d,1915-07-05,2,Bell,,Fargo-Moorhead,p,9,4,1,,2,1,,,,,,,,,,,,,,,,4,1,1,,0,3,0,,,
963c7b22-4a81-52af-9ea2-ba6a885d8d3d,1915-07-05,2,TOTALS,,Fargo-Moorhead,,,36,5,,10,,,,,,,,,,,6,,,,,,,,,,27,14,0,,,
963c7b22-4a81-52af-9ea2-ba6a885d8d3d,1915-07-05,2,Pfeffer,,St. Boniface,ss,1,4,0,,0,,,,,,,,,,,,,,,,,,,,,1,1,0,,,
963c7b22-4a81-52af-9ea2-ba6a885d8d3d,1915-07-05,2,Adams,,St. Boniface,1b,2,3,2,,1,1,,,,,,1,,,2,,,,,,,,,,,13,1,0,,,
963c7b22-4a81-52af-9ea2-ba6a885d8d3d,1915-07-05,2,Lane,,St. Boniface,lf,3,3,1,,1,,1,,,,,,,,1,,,,,,,,,,,3,0,0,,,
963c7b22-4a81-52af-9ea2-ba6a885d8d3d,1915-07-05,2,Miller,H.,St. Boniface,cf,4,4,0,,1,1,,,,,,,,,,,,,,,,,,,,2,0,0,,,
963c7b22-4a81-52af-9ea2-ba6a885d8d3d,1915-07-05,2,Spellman,,St. Boniface,rf,5,4,1,,2,2,,,,,,,,,,,,,,,,,,,,0,0,0,,,
963c7b22-4a81-52af-9ea2-ba6a885d8d3d,1915-07-05,2,Nagle,,St. Boniface,2b,6,4,0,,0,,,,,,,,,,,,,,,,,,,,,4,5,0,,,
963c7b22-4a81-52af-9ea2-ba6a885d8d3d,1915-07-05,2,Murphy,,St. Boniface,3b,7,3,0,,0,,,,,,,,,,,,,,,,,,,,,1,2,1,,,
963c7b22-4a81-52af-9ea2-ba6a885d8d3d,1915-07-05,2,Mueller,,St. Boniface,c,8,4,0,,2,,,,,,,,,,,,,,,,,,,,,2,1,0,,,1
963c7b22-4a81-52af-9ea2-ba6a885d8d3d,1915-07-05,2,Miller,E.,St. Boniface,p,9,3,0,,0,,,,,,,,,,,,,,,,1,1,,1,,1,3,0,,,
963c7b22-4a81-52af-9ea2-ba6a885d8d3d,1915-07-05,2,TOTALS,,St. Boniface,,,32,4,,7,,,,,,,,,,,6,,,,,,,,,,27,13,1,,,
ab30716c-cde7-5198-b317-4aca9797b33d,1915-07-05,2,Block,,Grand Forks,cf,1,5,0,,3,,,,,,,,,,,,,,,,,,,,,2,0,0,,,
ab30716c-cde7-5198-b317-4aca9797b33d,1915-07-05,2,Fox,,Grand Forks,2b,2,3,0,,0,,,,,,,,,,,,,,,,,,,,,0,0,0,,,
ab30716c-cde7-5198-b317-4aca9797b33d,1915-07-05,2,Flaherty,,Grand Forks,rf,3,4,0,,1,,,,,,,,,,,,,,,,,,,,,2,2,0,,,
ab30716c-cde7-5198-b317-4aca9797b33d,1915-07-05,2,Schroeder,,Grand Forks,1b-p,4,4,0,,0,,,,,,,,,,,,,,,,,,,,,5,0,0,,,
ab30716c-cde7-5198-b317-4aca9797b33d,1915-07-05,2,Morse,,Grand Forks,ss,5,4,0,,2,,,,,,,,,,,,,,,,,,,,,1,0,0,,,
ab30716c-cde7-5198-b317-4aca9797b33d,1915-07-05,2,Hoffman,,Grand Forks,lf,6,4,0,,0,,,,,,,,,,,,,,,,,,,,,3,0,0,,,
ab30716c-cde7-5198-b317-4aca9797b33d,1915-07-05,2,Anderson,,Grand Forks,3b,7,4,0,,0,,,,,,,,,,,,,,,,,,,,,2,1,1,,,
ab30716c-cde7-5198-b317-4aca9797b33d,1915-07-05,2,Wolfe,,Grand Forks,c,8,4,0,,1,,,,,,,,,,,,,,,,,,,,,7,2,0,,,
ab30716c-cde7-5198-b317-4aca9797b33d,1915-07-05,2,Bartoff,,Grand Forks,p-1b,9,3,0,,0,,,,,,,,,,,,,,,,,,,,,1,2,0,,,
