key,date,number,league,phase,site,away,away.score,away.manager,home,home.score,home.manager,A,T,forfeit.to,status,status.reason,outsatend,filename,source,away.score.1,away.score.2,away.score.3,away.score.4,away.score.5,away.score.6,away.score.7,away.score.8,away.score.9,away.score.10,away.score.11,away.score.12,away.score.13,away.score.14,away.score.15,away.score.16,home.score.1,home.score.2,home.score.3,home.score.4,home.score.5,home.score.6,home.score.7,home.score.8,home.score.9,home.score.10,home.score.11,home.score.12,home.score.13,home.score.14,home.score.15,home.score.16
CMZDXVG,1910-06-02,0,Central Kansas,regular,,Junction City,0,,Abilene,2,,,1:40,,final,,,1910/1910-JCDU/JCDU-19100530.txt,"The Junction City Daily Union Jun 3, 1910",0,0,0,0,0,0,0,0,0,,,,,,,,0,1,0,1,0,0,0,0,x,,,,,,,
YXYPVBL,1910-06-03,0,Central Kansas,regular,,Junction City,0,,Abilene,7,,,1:40,,final,,,1910/1910-JCDU/JCDU-19100530.txt,"The Junction City Daily Union Jun 4, 1910",0,0,0,0,0,0,0,0,0,,,,,,,,1,0,1,0,1,1,0,3,x,,,,,,,
GXBNQGQ,1910-06-05,0,Central Kansas,regular,,Clay Center,1,,Junction City,5,,,,,final,,,1910/1910-JCDU/JCDU-19100530.txt,"The Nuction City Daily Union Jun 6, 1910",0,0,0,0,0,0,1,0,0,,,,,,,,0,1,0,0,0,2,2,0,x,,,,,,,
XRWQFLQ,1910-06-10,0,Central Kansas,regular,,Junction City,5,,Clay Center,1,,,1:30,,final,,,1910/1910-JCDU/JCDU-19100606.txt,"The Junction City Daily Union Jun 11, 1910",1,2,0,0,1,0,0,1,0,,,,,,,,0,0,0,0,0,0,0,0,1,,,,,,,
VTKBJRT,1910-06-11,0,Central Kansas,regular,,Junction City,0,,Clay Center,4,,,1:28,,final,,,1910/1910-JCDU/JCDU-19100606.txt,"The Junction City Daily Union Jun 13, 1910",0,0,0,0,0,0,0,0,0,,,,,,,,1,0,1,0,0,2,0,0,x,,,,,,,
BNVZMHY,1910-06-13,1,Central Kansas,regular,,Junction City,2,,Manhattan,5,,,,,final,,,1910/1910-JCDU/JCDU-19100613.txt,"The Junction City Daily Union Jun 14, 1910",0,0,0,0,0,1,1,0,0,,,,,,,,4,0,0,0,0,1,0,0,x,,,,,,,
KDLHRDY,1910-06-13,2,Central Kansas,regular,,Junction City,3,,Manhattan,1,,,,,final,,,1910/1910-JCDU/JCDU-19100613.txt,"The Junction City Daily Union Jun 14, 1910",0,0,0,0,1,2,0,0,x,,,,,,,,0,0,0,0,1,0,0,0,0,,,,,,,
XVSTKVL,1910-06-17,0,Central Kansas,regular,,Abilene,5,,Junction City,6,,,,,final,,,1910/1910-JCDU/JCDU-19100613.txt,"The Junction City Daily Union Jun 18, 1910",1,0,0,0,0,1,0,0,3,0,,,,,,,1,1,0,1,0,0,0,0,2,1,,,,,,
NFTQQBX,1910-06-20,0,Central Kansas,regular,,Beloit,3,,Junction City,9,,,,,final,,,1910/1910-JCDU/JCDU-19100620.txt,"The Junction City Daily Union Jun 21, 1910",0,0,2,0,1,0,0,0,0,,,,,,,,0,1,2,3,0,3,0,1,x,,,,,,,
RQKVMYX,1910-06-21,0,Central Kansas,regular,,Beloit,7,,Junction City,4,,,,,final,,,1910/1910-JCDU/JCDU-19100620.txt,"The Junction City Daily Union Jun 22, 1910",0,0,0,2,0,1,0,0,4,,,,,,,,0,0,0,0,1,2,0,1,0,,,,,,,
QPSSJKZ,1910-06-22,0,Central Kansas,regular,,Beloit,3,,Junction City,8,,,,,final,,,1910/1910-JCDU/JCDU-19100620.txt,"The Junction City Daily Union Jun 23, 1910",0,0,1,0,0,0,2,0,0,,,,,,,,0,0,0,1,2,2,0,3,x,,,,,,,
XHQNZPM,1910-06-26,0,Central Kansas,regular,,Ellsworth,5,,Junction City,3,,,,,final,,,1910/1910-JCDU/JCDU-19100620.txt,"The Junction City Daily Union Jun 27, 1910",3,0,0,0,0,0,0,0,0,0,2,,,,,,0,0,1,0,1,0,0,1,0,0,0,,,,,
YPMLLXT,1910-06-27,0,Central Kansas,regular,,Ellsworth,0,,Junction City,4,,,,,final,,,1910/1910-JCDU/JCDU-19100627.txt,"The Junction City Daily Union Jun 28, 1910",0,0,0,0,0,0,0,0,0,,,,,,,,1,2,0,0,0,1,0,0,x,,,,,,,
NCFBBVB,1910-06-28,0,Central Kansas,regular,,Ellsworth,7,,Junction City,0,,,,,final,,,1910/1910-JCDU/JCDU-19100627.txt,"The Junction City Daily Union Jun 29, 1910",0,0,0,1,0,0,2,2,2,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,
WJHDXGJ,1910-07-03,0,Central Kansas,regular,,Ellsworth,2,,Junction City,3,,,,,final,,0,1910/1910-JCDU/JCDU-19100704.txt,"The Junction City Daily Union Jul 5, 1910",0,0,0,0,0,0,0,2,0,0,0,,,,,,0,0,0,0,0,0,1,1,0,0,1,,,,,
CJYQJQW,1910-07-04,0,Central Kansas,regular,,Ellsworth,3,,Junction City,2,,,,,final,,,1910/1910-JCDU/JCDU-19100704.txt,"The Junction City Daily Union Jul 5, 1910",0,0,0,0,0,1,1,0,1,,,,,,,,0,0,0,1,0,1,0,0,0,,,,,,,
NDLXFSL,1910-07-05,0,Central Kansas,regular,,Ellsworth,10,,Junction City,2,,,,,final,,,1910/1910-JCDU/JCDU-19100704.txt,"The Junction City Daily Union Jul 6, 1910",0,2,3,0,1,0,0,1,3,,,,,,,,0,0,0,1,0,0,0,0,0,,,,,,,
NSLGQQN,1910-07-08,0,Central Kansas,regular,,Manhattan,7,,Junction City,3,,,,,final,,,1910/1910-JCDU/JCDU-19100704.txt,"The Junction City Daily Union Jul 9, 1910",1,1,1,0,5,0,0,0,0,,,,,,,,0,0,0,0,0,0,2,0,1,,,,,,,
XXLKQCT,1910-07-10,0,Central Kansas,regular,,Junction City,3,,Ellsworth,4,,,,,final,,,1910/1910-JCDU/JCDU-19100704.txt,"The Junction City Daily Union Jul 11, 1910",0,0,0,0,0,1,0,0,2,,,,,,,,1,0,3,0,0,0,0,0,0,,,,,,,
NDRHNDH,1910-08-01,0,Central Kansas,regular,,Clay Center,8,,Junction City,4,,,,,final,,,1910/1910-JCDU/JCDU-19100801.txt,"The Junction City Daily Union Aug 2, 1910",0,0,1,0,0,0,0,0,7,,,,,,,,0,0,0,0,0,0,0,0,4,,,,,,,
DRYZCSV,1910-08-02,0,Central Kansas,regular,,Clay Center,0,,Junction City,4,,,,,final,,,1910/1910-JCDU/JCDU-19100801.txt,"The Junction City Daily Union Aug 3, 1910",0,0,0,0,0,0,0,0,0,,,,,,,,0,2,1,1,0,0,0,0,x,,,,,,,
HLFZBQT,1910-08-03,0,Central Kansas,regular,,Clay Center,5,,Junction City,4,,,,,final,,,1910/1910-JCDU/JCDU-19100801.txt,"The Junction City Daily Union Aug 4, 1910",0,1,0,2,0,0,0,1,1,,,,,,,,0,0,0,0,0,3,0,0,1,,,,,,,
SJDXDPH,1910-08-11,0,Central Kansas,regular,,Junction City,0,,Chapman,2,,,,,final,,,1910/1910-JCDU/JCDU-19100808.txt,"The Junction City Daily Union Aug 13, 1910",0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,2,0,0,0,0,x,,,,,,,
NZHSQWG,1910-08-12,0,Central Kansas,regular,,Junction City,4,,Chapman,1,,,,,final,,,1910/1910-JCDU/JCDU-19100808.txt,"The Junction City Daily Union Aug 15, 1910",0,0,0,2,0,1,0,1,0,,,,,,,,0,0,0,0,0,0,1,0,0,,,,,,,
NGVWBDQ,1910-08-15,0,Central Kansas,regular,,Abilene,2,,Junction City,3,,,,,final,,1,1910/1910-JCDU/JCDU-19100815.txt,"The Junction City Daily Union Aug 17, 1910",0,0,0,1,0,1,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,3,,,,,,,
MPDFQGK,1910-08-16,0,Central Kansas,regular,,Abilene,2,,Junction City,7,,,,,final,,,1910/1910-JCDU/JCDU-19100815.txt,"The Junction City Daily Union Aug 18, 1910",0,0,0,1,0,0,0,0,1,,,,,,,,0,3,2,1,0,1,0,0,x,,,,,,,
CVQYJBQ,1910-08-18,0,Central Kansas,regular,,Salina,0,,Junction City,1,,,,,final,,1,1910/1910-JCDU/JCDU-19100815.txt,"The Junction City Daily Union Aug 19, 1910",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
TJWHNLH,1910-08-20,0,Central Kansas,regular,,Salina,1,,Junction City,3,,,,,final,,,1910/1910-JCDU/JCDU-19100815.txt,"The Junction City Daily Union Aug 22, 1910",0,0,0,0,0,1,0,0,0,,,,,,,,0,2,0,0,0,0,0,1,x,,,,,,,
