game.key,league.year,league.name,game.date,game.number,game.phase,ref,name.last,name.first,club.name,pos,seq,B_AB,B_R,B_ER,B_H,B_2B,B_3B,B_HR,B_RBI,B_BB,B_SO,B_HP,B_SH,B_SF,B_SB,B_XO,B_LOB,B_ROE,P_GS,P_GF,P_W,P_L,P_SV,P_IP,P_TBF,P_AB,P_R,P_ER,P_H,P_BB,P_SO,P_HP,P_WP,P_BK,F_PO,F_A,F_E,F_DP,F_TP,F_PB,F_SB
XQBSRHF,1910,Central Kansas League,1910-05-16,0,regular,P5544249,Schlusker,,Ellsworth,rf,1,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,,,,
XQBSRHF,1910,Central Kansas League,1910-05-16,0,regular,P9335314,Pickens,,Ellsworth,ss,2,2,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,,,,
XQBSRHF,1910,Central Kansas League,1910-05-16,0,regular,P3463527,Poindexter,,Ellsworth,lf,3,4,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,,,,
XQBSRHF,1910,Central Kansas League,1910-05-16,0,regular,P4450867,Bankhead,,Ellsworth,c,4,5,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,0,,,,
XQBSRHF,1910,Central Kansas League,1910-05-16,0,regular,P6587526,White,,Ellsworth,cf,5,3,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,
XQBSRHF,1910,Central Kansas League,1910-05-16,0,regular,P9642247,Johns,,Ellsworth,3b,6,3,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2,,,,
XQBSRHF,1910,Central Kansas League,1910-05-16,0,regular,P8224229,Reed,,Ellsworth,2b,7,3,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5,0,,,,
XQBSRHF,1910,Central Kansas League,1910-05-16,0,regular,P4897698,Armstrong,,Ellsworth,1b,8,4,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,1,0,,,,
XQBSRHF,1910,Central Kansas League,1910-05-16,0,regular,P8688583,Fulwider,,Ellsworth,p,9,4,,,1,,,,,,,,,,,,,,,,1,,,9,,,,,3,,5,,,,0,5,1,,,,
XQBSRHF,1910,Central Kansas League,1910-05-16,0,regular,,TOTALS,,Ellsworth,,,31,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,15,1,,,,
XQBSRHF,1910,Central Kansas League,1910-05-16,0,regular,P1313062,Meyer,,Junction City,2b,1,4,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,0,,,,
