key,date,number,league,phase,site,away,away.score,away.manager,home,home.score,home.manager,A,T,forfeit.to,status,status.reason,outsatend,filename,source,away.score.1,away.score.2,away.score.3,away.score.4,away.score.5,away.score.6,away.score.7,away.score.8,away.score.9,away.score.10,away.score.11,away.score.12,away.score.13,away.score.14,away.score.15,home.score.1,home.score.2,home.score.3,home.score.4,home.score.5,home.score.6,home.score.7,home.score.8,home.score.9,home.score.10,home.score.11,home.score.12,home.score.13,home.score.14,home.score.15
RSMRQBG,1915-05-19,0,Buckeye,regular,,Akron,,,Canton,,,,,,,,,transcript/1915/1915-NDA/boxes/BUCK-19150519.txt,"Newark Daily Advocate, May 20, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FLLWVGS,1915-05-19,0,Buckeye,regular,,Findlay,,,Lima,,,,,,,,,transcript/1915/1915-NDA/boxes/BUCK-19150519.txt,"Newark Daily Advocate, May 20, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NLQSWGT,1915-05-19,0,Buckeye,regular,,Marion,3,,Newark,1,,,1:55,,,,,transcript/1915/1915-NDA/boxes/BUCK-19150519.txt,"Newark Daily Advocate, May 20, 1915",0,0,0,0,0,0,0,3,0,,,,,,,0,1,0,0,0,0,0,0,0,,,,,,
MTJLTZD,1915-05-20,0,Buckeye,regular,,Akron,,,Canton,,,,,,postponed,rain,,transcript/1915/1915-NDA/boxes/BUCK-19150519.txt,"Newark Daily Advocate, May 21, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DMMSZLX,1915-05-20,0,Buckeye,regular,,Findlay,,,Lima,,,,,,postponed,rain,,transcript/1915/1915-NDA/boxes/BUCK-19150519.txt,"Newark Daily Advocate, May 21, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CVJGTPY,1915-05-20,0,Buckeye,regular,,Marion,,,Newark,,,,,,postponed,rain,,transcript/1915/1915-NDA/boxes/BUCK-19150519.txt,"Newark Daily Advocate, May 21, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KLCJNVQ,1915-05-21,0,Buckeye,regular,,Canton,,,Akron,,,,,,,,,transcript/1915/1915-NDA/boxes/BUCK-19150519.txt,"Newark Daily Advocate, May 22, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JMHHLRN,1915-05-21,0,Buckeye,regular,,Findlay,,,Lima,,,,,,,,,transcript/1915/1915-NDA/boxes/BUCK-19150519.txt,"Newark Daily Advocate, May 22, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QRWWLMD,1915-05-21,0,Buckeye,regular,,Newark,3,,Marion,4,,,2:02,,,,,transcript/1915/1915-NDA/boxes/BUCK-19150519.txt,"Newark Daily Advocate, May 22, 1915",1,0,1,0,0,0,0,1,0,,,,,,,0,0,0,0,0,1,1,2,x,,,,,,
SNYDCFK,1915-05-22,0,Buckeye,regular,,Newark,1,,Marion,6,,,1:55,,,,,transcript/1915/1915-NDA/boxes/BUCK-19150519.txt,"Newark Daily Advocate, May 24, 1915",0,0,0,0,0,0,0,0,1,,,,,,,0,0,4,0,1,0,1,0,x,,,,,,
JKLZSJT,1915-05-23,0,Buckeye,regular,,Marion,,,Canton,,,,,,,,,transcript/1915/1915-NDA/boxes/BUCK-19150519.txt,"Newark Daily Advocate, May 24, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SBQJXHG,1915-05-23,0,Buckeye,regular,,Akron,,,Lima,,,,,,,,,transcript/1915/1915-NDA/boxes/BUCK-19150519.txt,"Newark Daily Advocate, May 24, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RCQWQKJ,1915-05-23,0,Buckeye,regular,,Findlay,7,,Newark,1,,,2:05,,,,,transcript/1915/1915-NDA/boxes/BUCK-19150519.txt,"Newark Daily Advocate, May 24, 1915",6,1,0,0,0,0,0,0,0,,,,,,,1,0,0,0,0,0,0,0,0,,,,,,
QGMVWWG,1915-05-24,0,Buckeye,regular,,Marion,,,Canton,,,,,,postponed,rain,,transcript/1915/1915-NDA/boxes/BUCK-19150519.txt,"Newark Daily Advocate, May 25, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YCZQMDR,1915-05-24,0,Buckeye,regular,,Akron,,,Lima,,,,,,,,,transcript/1915/1915-NDA/boxes/BUCK-19150519.txt,"Newark Daily Advocate, May 25, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JVJZXGJ,1915-05-24,0,Buckeye,regular,,Findlay,1,,Newark,4,,,,,,,,transcript/1915/1915-NDA/boxes/BUCK-19150519.txt,"Newark Daily Advocate, May 25, 1915",0,0,0,1,0,0,0,0,0,,,,,,,1,0,3,0,0,0,0,0,x,,,,,,
JJCKJVD,1915-05-25,0,Buckeye,regular,,Akron,,,Findlay,,,,,,,,,transcript/1915/1915-NDA/boxes/BUCK-19150519.txt,"Newark Daily Advocate, May 26, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLCFMGK,1915-05-25,0,Buckeye,regular,,Newark,2,,Lima,4,,,,,,,,transcript/1915/1915-NDA/boxes/BUCK-19150519.txt,"Newark Daily Advocate, May 26, 1915",0,0,0,0,0,2,0,0,0,,,,,,,2,0,0,0,0,2,0,0,x,,,,,,
YLZGGMQ,1915-05-25,0,Buckeye,regular,,Canton,,,Marion,,,,,,,,,transcript/1915/1915-NDA/boxes/BUCK-19150519.txt,"Newark Daily Advocate, May 26, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YJHPVDW,1915-05-26,0,Buckeye,regular,,Akron,,,Findlay,,,,,,,,,transcript/1915/1915-NDA/boxes/BUCK-19150526.txt,"Newark Daily Advocate, May 27, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBCWJLZ,1915-05-26,0,Buckeye,regular,,Newark,,,Lima,,,,,,postponed,rain,,transcript/1915/1915-NDA/boxes/BUCK-19150526.txt,"Newark Daily Advocate, May 27, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QFRXVZD,1915-05-26,0,Buckeye,regular,,Canton,,,Marion,,,,,,postponed,rain,,transcript/1915/1915-NDA/boxes/BUCK-19150526.txt,"Newark Daily Advocate, May 27, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PGPYPDV,1915-05-27,0,Buckeye,regular,,Newark,5,,Akron,7,,,,,,,,transcript/1915/1915-NDA/boxes/BUCK-19150526.txt,"Newark Daily Advocate, May 28, 1915",0,2,0,0,0,0,3,0,0,,,,,,,1,0,0,1,1,1,0,3,x,,,,,,
