league.year,league.name,league.phase,person.ref,person.name.last,person.name.given,entry.name,S_FIRST,S_LAST,B_G,P_G,F_1B_G,F_2B_G,F_3B_G,F_SS_G,F_OF_G,F_LF_G,F_CF_G,F_RF_G,F_C_G,F_P_G
1911,Carolina Association,regular,P4229747,Anthony,,Anderson,1911-04-28,1911-05-17,10,0,0,0,0,0,7,0,3,4,1,0
1911,Carolina Association,regular,P6273878,Bayle,,Winston-Salem,1911-05-02,1911-05-02,1,1,0,0,0,0,0,0,0,0,0,1
1911,Carolina Association,regular,P2826497,Bentley,,Greensboro,1911-04-27,1911-05-17,12,0,0,0,0,0,11,0,0,11,0,0
1911,Carolina Association,regular,P3989212,Bently,,Greensboro,1911-05-16,1911-05-16,1,0,0,0,0,0,1,0,0,1,0,0
1911,Carolina Association,regular,P5418955,Blackstone,,Greenville,1911-04-27,1911-05-17,13,0,0,0,0,0,13,13,0,0,0,0
1911,Carolina Association,regular,P9272804,Boyle,,Winston-Salem,1911-04-28,1911-05-17,5,3,0,0,0,0,3,1,0,2,0,3
1911,Carolina Association,regular,P2223915,Brandow,,Charlotte,1911-04-27,1911-05-17,13,0,0,0,13,0,0,0,0,0,0,0
1911,Carolina Association,regular,P6364800,Brannon,,Anderson,1911-05-02,1911-05-17,7,0,0,0,0,0,3,0,3,0,2,0
1911,Carolina Association,regular,P1289605,Branson,,Anderson,1911-04-28,1911-04-28,1,0,0,0,0,0,0,0,0,0,1,0
1911,Carolina Association,regular,P3834705,Brown,,Winston-Salem,1911-05-02,1911-05-02,1,0,0,0,1,0,0,0,0,0,0,0
1911,Carolina Association,regular,P5585078,Cahill,,Winston-Salem,1911-05-15,1911-05-15,1,0,0,0,0,0,0,0,0,0,0,0
1911,Carolina Association,regular,P7447334,Calvin,,Winston-Salem,1911-05-15,1911-05-15,1,0,0,0,0,0,0,0,0,0,1,0
1911,Carolina Association,regular,P0605308,Canney,,Charlotte,1911-05-08,1911-05-08,1,0,0,0,0,0,0,0,0,0,1,0
1911,Carolina Association,regular,P7219351,Canny,,Charlotte,1911-04-27,1911-05-15,6,0,0,0,0,0,0,0,0,0,6,0
1911,Carolina Association,regular,P3031754,Cashion,,Greenville,1911-05-03,1911-05-17,9,5,0,0,0,0,2,0,0,2,0,5
1911,Carolina Association,regular,P6625059,Clancy,,Winston-Salem,1911-04-27,1911-05-17,14,0,0,0,0,14,0,0,0,0,0,0
1911,Carolina Association,regular,P7107742,Clapp,,Greensboro,1911-04-27,1911-05-17,13,0,0,3,0,0,10,10,0,0,0,0
1911,Carolina Association,regular,P5139455,Clark,,Anderson,1911-05-17,1911-05-17,1,1,0,0,0,0,0,0,0,0,0,1
1911,Carolina Association,regular,P5717488,Clemens,,Winston-Salem,1911-04-27,1911-05-17,13,0,0,0,0,0,13,13,0,0,0,0
1911,Carolina Association,regular,P5010165,Coombs,,Anderson,1911-05-03,1911-05-16,6,4,0,2,0,0,0,0,0,0,0,4
1911,Carolina Association,regular,P5921555,Cooms,,Anderson,1911-04-27,1911-05-02,3,0,0,3,0,0,0,0,0,0,0,0
1911,Carolina Association,regular,P4563077,Corbett,,Anderson,1911-05-05,1911-05-17,6,0,0,6,0,0,0,0,0,0,0,0
1911,Carolina Association,regular,P0227871,Corvin,,Greensboro,1911-05-03,1911-05-03,1,0,0,0,0,1,0,0,0,0,0,0
1911,Carolina Association,regular,P0850400,Corwin,,Greensboro,1911-04-27,1911-05-15,10,0,0,0,0,9,1,1,0,0,0,0
1911,Carolina Association,regular,P3247536,Cothran,,Spartanburg,1911-05-16,1911-05-17,2,0,0,0,0,0,2,0,0,2,0,0
1911,Carolina Association,regular,P6007200,Coutts,,Charlotte,1911-04-27,1911-05-17,13,0,0,0,0,0,13,13,0,0,0,0
1911,Carolina Association,regular,P8869960,Cross,,Charlotte,1911-04-27,1911-05-17,12,0,0,11,1,0,0,0,0,0,0,0
