game.key,league.year,league.name,game.date,game.number,game.phase,ref,name.last,name.first,club.name,pos,seq,B_AB,B_R,B_ER,B_H,B_2B,B_3B,B_HR,B_RBI,B_BB,B_SO,B_HP,B_SH,B_SF,B_SB,B_XO,B_LOB,B_ROE,P_IP,P_TBF,P_R,P_ER,P_H,P_BB,P_SO,P_HP,P_WP,P_BK,F_PO,F_A,F_E,F_DP,F_TP,F_PB,F_SB
JPWRSWG,1911,Carolina Association,1911-04-27,0,regular,P2192070,McMillan,[Apr],Charlotte,cf,1,4,0,,0,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,,,,
JPWRSWG,1911,Carolina Association,1911-04-27,0,regular,P2223915,Brandow,,Charlotte,3b,2,4,0,,0,,,,,,,,,,,,,,,,,,,,,,,,3,4,1,,,,
JPWRSWG,1911,Carolina Association,1911-04-27,0,regular,P3393204,Garman,,Charlotte,1b,3,4,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,10,0,0,,,,
JPWRSWG,1911,Carolina Association,1911-04-27,0,regular,P8869960,Cross,,Charlotte,2b,4,3,0,,1,,,,,,,,,,,,,,,,,,,,,,,,2,3,0,,,,
JPWRSWG,1911,Carolina Association,1911-04-27,0,regular,P2276763,Roth,,Charlotte,rf,5,4,0,,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,
JPWRSWG,1911,Carolina Association,1911-04-27,0,regular,P6007200,Coutts,,Charlotte,lf,6,3,0,,1,,1,,,,,,,,,,,,,,,,,,,,,,2,0,0,,,,
JPWRSWG,1911,Carolina Association,1911-04-27,0,regular,P4778957,Weiser,,Charlotte,ss,7,3,0,,0,,,,,,,,,,,,,,,,,,,,,,,,4,2,1,,,,
JPWRSWG,1911,Carolina Association,1911-04-27,0,regular,P7219351,Canny,,Charlotte,c,8,3,0,,0,,,,,,,,,,,,,,,,,,,,,,,,6,1,1,,,,
JPWRSWG,1911,Carolina Association,1911-04-27,0,regular,P2168078,Hankie,,Charlotte,p,9,3,1,,1,,1,,,,,,,,,,,,,,,,,4,5,1,,,0,3,1,,,,
JPWRSWG,1911,Carolina Association,1911-04-27,0,regular,,TOTALS,,Charlotte,,,31,1,,4,,,,,,,,,,,,6,2,,,,,,,,,,,27,14,5,,,,
JPWRSWG,1911,Carolina Association,1911-04-27,0,regular,P1578230,Mullen,,Winston-Salem,cf,1,4,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,1,0,0,,,,
JPWRSWG,1911,Carolina Association,1911-04-27,0,regular,P5717488,Clemens,,Winston-Salem,lf,2,2,1,,0,,,,,,,,,,,,,,,,,,,,,,,,4,0,0,,,,
JPWRSWG,1911,Carolina Association,1911-04-27,0,regular,P2746000,O'Halloran,,Winston-Salem,2b,3,5,0,,2,,1,,,,,,,,,,,,,,,,,,,,,,4,3,0,1,,,
JPWRSWG,1911,Carolina Association,1911-04-27,0,regular,P1887897,Spencer,,Winston-Salem,rf,4,4,1,,1,,1,,,,,1,,,,,,,,,,,,,,,,,0,0,0,,,,
JPWRSWG,1911,Carolina Association,1911-04-27,0,regular,P2866473,Shumaker,,Winston-Salem,1b,5,5,1,,2,1,,,,,,,,,,,,,,,,,,,,,,,10,0,0,1,,,
JPWRSWG,1911,Carolina Association,1911-04-27,0,regular,P4946595,Tully,,Winston-Salem,3b,6,5,0,,0,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,
JPWRSWG,1911,Carolina Association,1911-04-27,0,regular,P6625059,Clancy,,Winston-Salem,ss,7,4,1,,2,,,,,,,,,,,,,,,,,,,,,,,,1,4,1,1,,,
JPWRSWG,1911,Carolina Association,1911-04-27,0,regular,P0541738,Galvin,,Winston-Salem,c,8,4,0,,1,,,,,,,,,,,,,,,,,,,,,,,,6,1,0,,,,
JPWRSWG,1911,Carolina Association,1911-04-27,0,regular,P3057067,Swindell,,Winston-Salem,p,9,4,1,,1,,,,,,,,,,,,,,,,,,,1,5,,,,0,2,0,,,,
JPWRSWG,1911,Carolina Association,1911-04-27,0,regular,,TOTALS,,Winston-Salem,,,37,6,,10,,,,,,,,,,,,9,3,,,,,,,,,,,27,11,2,,,,
LDRFVDJ,1911,Carolina Association,1911-04-27,0,regular,P2402798,Rickard,,Greensboro,cf,1,4,4,,3,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,,,,
LDRFVDJ,1911,Carolina Association,1911-04-27,0,regular,P4763467,Doyle,,Greensboro,3b,2,4,0,,3,,,,,,,,1,,1,,,,,,,,,,,,,,1,1,1,,,,
LDRFVDJ,1911,Carolina Association,1911-04-27,0,regular,P1745336,Fuller,,Greensboro,1b,3,3,2,,1,,,,,,,,,,,,,,,,,,,,,,,,12,3,0,1,,,
LDRFVDJ,1911,Carolina Association,1911-04-27,0,regular,P2826497,Bentley,,Greensboro,rf,4,5,0,,3,2,,,,,,,,,,,,,,,,,,,,,,,1,0,0,,,,
LDRFVDJ,1911,Carolina Association,1911-04-27,0,regular,P7107742,Clapp,,Greensboro,2b,5,5,0,,2,,,,,,,,,,2,,,,,,,,,,,,,,2,5,0,1,,,
LDRFVDJ,1911,Carolina Association,1911-04-27,0,regular,P5734748,Lowman,,Greensboro,lf,6,5,0,,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,
LDRFVDJ,1911,Carolina Association,1911-04-27,0,regular,P0850400,Corwin,,Greensboro,ss,7,3,2,,2,,1,,,,,,,,,,,,,,,,,,,,,,3,1,0,1,,,
LDRFVDJ,1911,Carolina Association,1911-04-27,0,regular,P4013981,Ware,,Greensboro,c,8,4,1,,0,,,,,,,,,,,,,,,,,,,,,,,,3,1,0,1,,,
LDRFVDJ,1911,Carolina Association,1911-04-27,0,regular,P8103470,Eldridge,,Greensboro,p,9,4,1,,0,,,,,,,,,,,,,,,,,,,1,3,,,,2,2,0,,,,
LDRFVDJ,1911,Carolina Association,1911-04-27,0,regular,,TOTALS,,Greensboro,,,37,13,,13,,,,,,,,,,,,4,4,,,,,,,,,,,27,13,1,,,,
LDRFVDJ,1911,Carolina Association,1911-04-27,0,regular,P1498771,McCraney,,Spartanburg,cf,1,4,0,,0,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,,,,
LDRFVDJ,1911,Carolina Association,1911-04-27,0,regular,P3629526,Meyers,,Spartanburg,p,10,2,0,,0,,,,,,,,,,,,,,5,,,,8,4,3,,,,0,4,1,,,,
LDRFVDJ,1911,Carolina Association,1911-04-27,0,regular,P4264338,Wynne,,Spartanburg,2b,2,4,1,,1,,,,,,,,,,,,,,,,,,,,,,,,2,3,1,,,,
LDRFVDJ,1911,Carolina Association,1911-04-27,0,regular,P1994023,Walker,,Spartanburg,lf,3,4,2,,3,,1,,,,,,,,,,,,,,,,,,,,,,0,0,1,,,,
LDRFVDJ,1911,Carolina Association,1911-04-27,0,regular,P6164427,Wagnon,,Spartanburg,rf,4,4,0,,0,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,,,,
LDRFVDJ,1911,Carolina Association,1911-04-27,0,regular,P4848355,Williams,,Spartanburg,3b,5,3,0,,2,1,,,,,,,,,,,,,,,,,,,,,,,2,3,1,,,,
LDRFVDJ,1911,Carolina Association,1911-04-27,0,regular,P9555761,Laval,,Spartanburg,1b,6,4,0,,0,,,,,,,,,,,,,,,,,,,,,,,,9,0,1,,,,
LDRFVDJ,1911,Carolina Association,1911-04-27,0,regular,P0150582,McDuff,,Spartanburg,ss,7,3,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,3,1,1,,,,
LDRFVDJ,1911,Carolina Association,1911-04-27,0,regular,P9710371,Moore,,Spartanburg,c,8,3,0,,0,,,,,,,,,,,,,,,,,,,,,,,,4,3,0,,,2,
LDRFVDJ,1911,Carolina Association,1911-04-27,0,regular,P6113022,Vickery,,Spartanburg,p,9,1,0,,0,,,,,,,,,,,,,,3,,,,5,,2,,1,,0,1,0,,,,
LDRFVDJ,1911,Carolina Association,1911-04-27,0,regular,,TOTALS,,Spartanburg,,,32,3,,7,,,,,,,,,,,,3,1,,,,,,,,,,,24,15,6,,,,
