league.year,league.name,league.phase,person.ref,person.name.last,person.name.given,S_FIRST,S_LAST,U_G
1911,Carolina Association,regular,P0298762,,,1911-07-04,1911-09-02,4
1911,Carolina Association,regular,P9655557,Brandt,,1911-05-20,1911-07-01,2
1911,Carolina Association,regular,P1369251,Canny,,1911-05-22,1911-06-22,24
1911,Carolina Association,regular,P8657288,Coak,,1911-05-12,1911-05-12,2
1911,Carolina Association,regular,P0284630,Cook,,1911-05-15,1911-05-16,2
1911,Carolina Association,regular,P3238459,Cooke,,1911-05-10,1911-05-10,1
1911,Carolina Association,regular,P5324922,Hankie,,1911-07-12,1911-08-08,2
1911,Carolina Association,regular,P5770216,Hardfrandt,,1911-09-02,1911-09-02,1
1911,Carolina Association,regular,P2875972,Hayes,,1911-07-05,1911-08-19,2
1911,Carolina Association,regular,P6523500,Leibrich,,1911-06-02,1911-08-28,27
1911,Carolina Association,regular,P2378223,Leibrick,,1911-06-10,1911-06-10,1
1911,Carolina Association,regular,P4998764,Liebrich,,1911-06-03,1911-09-01,40
1911,Carolina Association,regular,P2002180,Morrisey,,1911-06-30,1911-06-30,1
1911,Carolina Association,regular,P9655387,Nugent,,1911-04-28,1911-08-28,93
1911,Carolina Association,regular,P3024048,O'Brien,,1911-04-27,1911-09-01,88
1911,Carolina Association,regular,P5056304,Redfern,,1911-05-30,1911-05-30,1
1911,Carolina Association,regular,P6802990,Reid,,1911-05-19,1911-05-19,1
1911,Carolina Association,regular,P7640454,Ridgeway,,1911-07-12,1911-07-12,1
1911,Carolina Association,regular,P6917672,Robertson,,1911-04-27,1911-04-27,1
1911,Carolina Association,regular,P3464111,Scheesley,,1911-07-05,1911-07-05,1
1911,Carolina Association,regular,P2860619,Shea,,1911-04-27,1911-05-18,14
1911,Carolina Association,regular,P0142173,"Shea, O'Brien",,1911-05-10,1911-05-10,1
1911,Carolina Association,regular,P7429807,Smith,,1911-08-08,1911-08-19,2
1911,Carolina Association,regular,P4316776,Wilkerson,,1911-07-11,1911-07-14,4
1911,Carolina Association,regular,P1349352,Wilkinson,,1911-07-17,1911-09-01,33
1911,Carolina Association,regular,P5134567,Wolfe,,1911-05-30,1911-05-30,1
1911,Carolina Association,regular,P4493283,Wood,,1911-06-30,1911-06-30,1
