game.key,league.year,league.name,game.date,game.number,game.phase,ref,name.last,name.first
RBRGTPX,1911,Carolina Association,1911-04-27,0,regular,P2860619,Shea,
LDRFVDJ,1911,Carolina Association,1911-04-27,0,regular,P3024048,O'Brien,
CCJSFQD,1911,Carolina Association,1911-04-27,0,regular,P6917672,Robertson,
CTBYGHX,1911,Carolina Association,1911-04-28,0,regular,P2860619,Shea,
MKNHZVJ,1911,Carolina Association,1911-04-28,0,regular,P3024048,O'Brien,
PRFTYJY,1911,Carolina Association,1911-04-28,0,regular,P9655387,Nugent,
QWDBDDJ,1911,Carolina Association,1911-05-02,0,regular,P2860619,Shea,
NHYTZXD,1911,Carolina Association,1911-05-02,0,regular,P3024048,O'Brien,
ZKNSYKL,1911,Carolina Association,1911-05-03,0,regular,P2860619,Shea,
CCDRCMR,1911,Carolina Association,1911-05-03,0,regular,P3024048,O'Brien,
MWXYMLJ,1911,Carolina Association,1911-05-03,0,regular,P9655387,Nugent,
CTHPGQQ,1911,Carolina Association,1911-05-04,0,regular,P9655387,Nugent,
FWKYSXZ,1911,Carolina Association,1911-05-04,0,regular,P2860619,Shea,
NNNXRRH,1911,Carolina Association,1911-05-04,0,regular,P3024048,O'Brien,
WHCBMGS,1911,Carolina Association,1911-05-05,0,regular,P9655387,Nugent,
FZTZWVP,1911,Carolina Association,1911-05-05,0,regular,P2860619,Shea,
MYKYWRQ,1911,Carolina Association,1911-05-05,0,regular,P3024048,O'Brien,
LNFVWKZ,1911,Carolina Association,1911-05-08,0,regular,P3024048,O'Brien,
LZCTBSL,1911,Carolina Association,1911-05-08,0,regular,P2860619,Shea,
YXWWJKM,1911,Carolina Association,1911-05-10,0,regular,P9655387,Nugent,
GJJWVTW,1911,Carolina Association,1911-05-10,0,regular,P3238459,Cooke,
HLVTVFP,1911,Carolina Association,1911-05-10,0,regular,P6291345,Shea,O'Brien
YMWQWHC,1911,Carolina Association,1911-05-11,0,regular,P3024048,O'Brien,
YMWQWHC,1911,Carolina Association,1911-05-11,0,regular,P2860619,Shea,
VNLXVXX,1911,Carolina Association,1911-05-11,0,regular,P9655387,Nugent,
ZXXNLPJ,1911,Carolina Association,1911-05-12,0,regular,P2860619,Shea,
ZXXNLPJ,1911,Carolina Association,1911-05-12,0,regular,P3024048,O'Brien,
FHSGSYZ,1911,Carolina Association,1911-05-12,0,regular,P9655387,Nugent,
BSCTNKG,1911,Carolina Association,1911-05-12,1,regular,P8657288,Coak,
YFGBWMS,1911,Carolina Association,1911-05-12,2,regular,P8657288,Coak,
VKGJZVK,1911,Carolina Association,1911-05-13,0,regular,P9655387,Nugent,
NKYYTXT,1911,Carolina Association,1911-05-15,0,regular,P3024048,O'Brien,
NKYYTXT,1911,Carolina Association,1911-05-15,0,regular,P0284630,Cook,
KVHZBKT,1911,Carolina Association,1911-05-15,0,regular,P2860619,Shea,
SKJQQBN,1911,Carolina Association,1911-05-15,0,regular,P9655387,Nugent,
QPGLWHY,1911,Carolina Association,1911-05-16,0,regular,P0284630,Cook,
QPGLWHY,1911,Carolina Association,1911-05-16,0,regular,P3024048,O'Brien,
JWHLSGZ,1911,Carolina Association,1911-05-16,0,regular,P2860619,Shea,
VVWLBBL,1911,Carolina Association,1911-05-16,0,regular,P2860619,Shea,
SLLKZFJ,1911,Carolina Association,1911-05-16,0,regular,P9655387,Nugent,
JKJCWYS,1911,Carolina Association,1911-05-17,0,regular,P3024048,O'Brien,
JHQZNXN,1911,Carolina Association,1911-05-17,0,regular,P2860619,Shea,
CHMGJXL,1911,Carolina Association,1911-05-17,0,regular,P9655387,Nugent,
RSVQJXR,1911,Carolina Association,1911-05-18,0,regular,P3024048,O'Brien,
BCVCTXB,1911,Carolina Association,1911-05-18,0,regular,P9655387,Nugent,
KGDSQRH,1911,Carolina Association,1911-05-18,0,regular,P2860619,Shea,
RSVPDMC,1911,Carolina Association,1911-05-19,0,regular,P3024048,O'Brien,
YGCPCSJ,1911,Carolina Association,1911-05-19,0,regular,P9655387,Nugent,
DFGYBPG,1911,Carolina Association,1911-05-19,0,regular,P6802990,Reid,
CDNSGTB,1911,Carolina Association,1911-05-20,2,regular,P3024048,O'Brien,
RLLHYRT,1911,Carolina Association,1911-05-20,0,regular,P9655387,Nugent,
VBPLWLJ,1911,Carolina Association,1911-05-20,0,regular,P9655557,Brandt,
DWFTMTR,1911,Carolina Association,1911-05-22,0,regular,P1369251,Canny,
PZPVBBY,1911,Carolina Association,1911-05-22,0,regular,P3024048,O'Brien,
WTJXWGL,1911,Carolina Association,1911-05-22,0,regular,P9655387,Nugent,
RQJBFVN,1911,Carolina Association,1911-05-24,0,regular,P3024048,O'Brien,
BKYBZNQ,1911,Carolina Association,1911-05-24,0,regular,P9655387,Nugent,
PQNWDRH,1911,Carolina Association,1911-05-24,0,regular,P1369251,Canny,
ZJBHBRG,1911,Carolina Association,1911-05-25,0,regular,P3024048,O'Brien,
JWKSNFV,1911,Carolina Association,1911-05-25,0,regular,P9655387,Nugent,
WHYPXRL,1911,Carolina Association,1911-05-25,0,regular,P1369251,Canny,
SQNWWPC,1911,Carolina Association,1911-05-26,0,regular,P9655387,Nugent,
CLYQYQN,1911,Carolina Association,1911-05-26,0,regular,P1369251,Canny,
WMMWCVR,1911,Carolina Association,1911-05-26,0,regular,P3024048,O'Brien,
PRFDCTT,1911,Carolina Association,1911-05-27,0,regular,P3024048,O'Brien,
LTHYGJC,1911,Carolina Association,1911-05-29,0,regular,P3024048,O'Brien,
MMYTVSW,1911,Carolina Association,1911-05-29,0,regular,P1369251,Canny,
PBNQRJS,1911,Carolina Association,1911-05-29,0,regular,P9655387,Nugent,
SMGTYZG,1911,Carolina Association,1911-05-30,0,regular,P5056304,Redfern,
SMGTYZG,1911,Carolina Association,1911-05-30,0,regular,P5134567,Wolfe,
XCTYZNB,1911,Carolina Association,1911-05-30,0,regular,P1369251,Canny,
WMYJFCB,1911,Carolina Association,1911-05-30,0,regular,P9655387,Nugent,
NYCJQRD,1911,Carolina Association,1911-05-31,0,regular,P3024048,O'Brien,
XHYDPDX,1911,Carolina Association,1911-05-31,0,regular,P1369251,Canny,
CDSNMZK,1911,Carolina Association,1911-06-01,0,regular,P1369251,Canny,
CBMNLNB,1911,Carolina Association,1911-06-01,0,regular,P3024048,O'Brien,
XZCLQNL,1911,Carolina Association,1911-06-01,0,regular,P9655387,Nugent,
DDVGWCL,1911,Carolina Association,1911-06-02,0,regular,P1369251,Canny,
DDVGWCL,1911,Carolina Association,1911-06-02,0,regular,P6523500,Leibrich,
ZRFFBZW,1911,Carolina Association,1911-06-02,0,regular,P3024048,O'Brien,
PZZTLLR,1911,Carolina Association,1911-06-02,0,regular,P9655387,Nugent,
VWJMVFS,1911,Carolina Association,1911-06-03,0,regular,P4998764,Liebrich,
VWJMVFS,1911,Carolina Association,1911-06-03,0,regular,P1369251,Canny,
HFGQPPV,1911,Carolina Association,1911-06-03,0,regular,P3024048,O'Brien,
ZYGTVCQ,1911,Carolina Association,1911-06-03,0,regular,P9655387,Nugent,
BJJFWPX,1911,Carolina Association,1911-06-05,0,regular,P9655387,Nugent,
RWZCCVP,1911,Carolina Association,1911-06-05,0,regular,P3024048,O'Brien,
RWZCCVP,1911,Carolina Association,1911-06-05,0,regular,P1369251,Canny,
CVZCRRB,1911,Carolina Association,1911-06-05,0,regular,P6523500,Leibrich,
SZVRJWH,1911,Carolina Association,1911-06-06,0,regular,P9655387,Nugent,
SZPDNDJ,1911,Carolina Association,1911-06-06,0,regular,P1369251,Canny,
SZPDNDJ,1911,Carolina Association,1911-06-06,0,regular,P3024048,O'Brien,
CMYGKCN,1911,Carolina Association,1911-06-06,0,regular,P6523500,Leibrich,
QDMTMTJ,1911,Carolina Association,1911-06-08,0,regular,P9655387,Nugent,
JQWQPCS,1911,Carolina Association,1911-06-08,0,regular,P4998764,Liebrich,
RTLNNDV,1911,Carolina Association,1911-06-08,0,regular,P3024048,O'Brien,
RTLNNDV,1911,Carolina Association,1911-06-08,0,regular,P1369251,Canny,
DHKSYFW,1911,Carolina Association,1911-06-09,0,regular,P9655387,Nugent,
BZGSFWP,1911,Carolina Association,1911-06-09,0,regular,P6523500,Leibrich,
QYNCFJP,1911,Carolina Association,1911-06-09,0,regular,P1369251,Canny,
QYNCFJP,1911,Carolina Association,1911-06-09,0,regular,P3024048,O'Brien,
LBLTNKK,1911,Carolina Association,1911-06-10,0,regular,P9655387,Nugent,
PPLXZCS,1911,Carolina Association,1911-06-10,0,regular,P2378223,Leibrick,
WJXTNLY,1911,Carolina Association,1911-06-10,0,regular,P3024048,O'Brien,
WJXTNLY,1911,Carolina Association,1911-06-10,0,regular,P1369251,Canny,
RRDWJFK,1911,Carolina Association,1911-06-12,1,regular,P6523500,Leibrich,
RRDWJFK,1911,Carolina Association,1911-06-12,1,regular,P1369251,Canny,
DLLVXZP,1911,Carolina Association,1911-06-12,2,regular,P6523500,Leibrich,
DLLVXZP,1911,Carolina Association,1911-06-12,2,regular,P1369251,Canny,
MXTKTDQ,1911,Carolina Association,1911-06-12,0,regular,P9655387,Nugent,
HNJTFNC,1911,Carolina Association,1911-06-12,1,regular,P3024048,O'Brien,
ZJCQQSG,1911,Carolina Association,1911-06-12,2,regular,P3024048,O'Brien,
VNKTRMM,1911,Carolina Association,1911-06-13,0,regular,P1369251,Canny,
VNKTRMM,1911,Carolina Association,1911-06-13,0,regular,P6523500,Leibrich,
DBDYXHW,1911,Carolina Association,1911-06-13,0,regular,P9655387,Nugent,
BXQXDTL,1911,Carolina Association,1911-06-13,0,regular,P3024048,O'Brien,
RZMFGMS,1911,Carolina Association,1911-06-14,0,regular,P9655387,Nugent,
