key,date,number,league,phase,site,away,away.score,away.manager,home,home.score,home.manager,A,T,forfeit.to,status,status.reason,outsatend,filename,source,away.score.1,away.score.2,away.score.3,away.score.4,away.score.5,away.score.6,away.score.7,away.score.8,away.score.9,away.score.10,away.score.11,away.score.12,away.score.13,away.score.14,home.score.1,home.score.2,home.score.3,home.score.4,home.score.5,home.score.6,home.score.7,home.score.8,home.score.9,home.score.10,home.score.11,home.score.12,home.score.13,home.score.14
JNJVKWX,1908-06-30,0,Central Kansas,regular,,Minneapolis,0,,Little River,1,,,,,,,,1908/1908-SEJ/SEJ-19080629.txt,"The Salina Evening Journal Jul 1, 1908",0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,1,x,,,,,
XRYGSGY,1908-07-02,0,Central Kansas,regular,,Ellsworth,8,,Little River,5,,,,,,,,1908/1908-SEJ/SEJ-19080629.txt,"The Salina Evening Journal Jul 3, 1908",0,0,0,0,0,4,0,4,0,,,,,,1,0,0,0,0,0,0,0,4,,,,,
HXXWZDQ,1908-07-09,0,Central Kansas,regular,,Salina,3,,Ellsworth,2,,,1:50,,,,,1908/1908-SEJ/SEJ-19080706.txt,"The Salina Evening Journal Jul 10, 1908",0,0,0,0,0,1,0,0,2,,,,,,1,0,0,0,0,0,1,0,0,,,,,
DBPPHBX,1908-07-09,0,Central Kansas,regular,,Newton,3,,Little River,1,,,,,,,,1908/1908-SEJ/SEJ-19080706.txt,"The Salina Evening Journal Jul 10, 1908",0,0,0,0,0,0,2,1,0,,,,,,0,0,0,1,0,0,0,0,0,,,,,
DCGHCVW,1908-07-10,0,Central Kansas,regular,,Salina,0,,Ellsworth,2,,375,,,,,,1908/1908-SEJ/SEJ-19080706.txt,"The Salina Evening Journal Jul 11, 1908",0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,2,0,x,,,,,
VHVYGMC,1908-07-10,0,Central Kansas,regular,,Newton,1,,Little River,4,,,,,,,,1908/1908-SEJ/SEJ-19080706.txt,"The Salina Evening Journal Jul 11, 1908",0,0,0,0,1,0,0,0,0,,,,,,3,0,0,0,0,0,0,1,0,,,,,
XZHQFNJ,1908-07-11,0,Central Kansas,regular,,Salina,9,,Ellsworth,4,,,,,,,,1908/1908-SEJ/SEJ-19080706.txt,"The Salina Evening Journal Jul 13, 1908",0,0,2,4,0,0,2,1,0,,,,,,0,0,0,0,0,0,0,4,0,,,,,
YQVTPCG,1908-07-11,0,Central Kansas,regular,,Newton,4,,Little River,8,,,,,,,,1908/1908-SEJ/SEJ-19080706.txt,"The Salina Evening Journal Jul 13, 1908",3,0,0,0,1,0,0,0,0,,,,,,0,0,0,4,0,2,1,1,0,,,,,
LDSGDGH,1908-07-13,0,Central Kansas,regular,,Minneapolis,3,,Ellsworth,4,,,,,,,,1908/1908-SEJ/SEJ-19080713.txt,"The Salina Evening Journal Jul 14, 1908",0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1
BTVMBLG,1908-07-13,0,Central Kansas,regular,,McPherson,1,,Salina,6,,,,,,,,1908/1908-SEJ/SEJ-19080713.txt,"The Salina Evening Journal Jul 14, 1908",0,0,0,0,0,0,0,1,0,,,,,,1,0,1,1,3,0,0,0,x,,,,,
RCPJYLQ,1908-07-14,0,Central Kansas,regular,,Minneapolis,1,,Ellsworth,4,,425,,,,,,1908/1908-SEJ/SEJ-19080713.txt,"The Salina Evening Journal Jul 15, 1908",1,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,2,2,0,x,,,,,
ZLCVKKR,1908-07-14,0,Central Kansas,regular,,Little River,0,,Newton,5,,,,,,,,1908/1908-SEJ/SEJ-19080713.txt,"The Salina Evening Journal Jul 15, 1908",0,0,0,0,0,0,0,0,0,,,,,,1,0,0,2,1,1,0,0,x,,,,,
HMXXMXZ,1908-07-14,0,Central Kansas,regular,,McPherson,1,,Salina,0,,,1:45,,,,,1908/1908-SEJ/SEJ-19080713.txt,"The Salina Evening Journal Jul 15, 1908",0,0,1,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,,,,,
FWDRRVH,1908-07-15,0,Central Kansas,regular,,Minneapolis,2,,Ellsworth,8,,345,1:35,,,,,1908/1908-SEJ/SEJ-19080713.txt,"The Salina Evening Journal Jul 16, 1908",1,0,0,0,1,0,0,0,0,,,,,,0,0,0,0,3,2,2,1,x,,,,,
HRMCGGV,1908-07-15,0,Central Kansas,regular,,McPherson,0,,Salina,1,,500,1:30,,,,1,1908/1908-SEJ/SEJ-19080713.txt,"The Salina Evening Journal Jul 16, 1908",0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,1,,,,,
PLYYWJK,1908-07-16,0,Central Kansas,regular,,Little River,8,,Ellsworth,2,,,,,,,,1908/1908-SEJ/SEJ-19080713.txt,"The Salina Evening Journal Jul 17, 1908",0,1,3,0,1,0,2,1,0,,,,,,1,0,0,0,0,0,1,0,0,,,,,
FPTDLTX,1908-07-16,0,Central Kansas,regular,,Newton,0,,McPherson,9,,,,,forfeited to McPherson,,,1908/1908-SEJ/SEJ-19080713.txt,"The Salina Evening Journal Jul 17, 1908",,,,,,,,,,,,,,,,,,,,,,,,,,,,
FVDGMPN,1908-07-16,0,Central Kansas,regular,,Minneapolis,1,,Salina,4,,500,1:50,,,,,1908/1908-SEJ/SEJ-19080713.txt,"The Salina Evening Journal Jul 17, 1908",0,0,0,0,0,0,0,1,0,,,,,,0,0,0,0,1,0,1,2,x,,,,,
CMFYFTP,1908-07-17,0,Central Kansas,regular,,Little River,0,,Ellsworth,5,,472,,,,,,1908/1908-SEJ/SEJ-19080713.txt,"The Salina Evening Journal Jul 18, 1908",0,0,0,0,0,0,0,0,0,,,,,,0,0,1,0,2,0,2,0,x,,,,,
RTCQPGL,1908-07-17,0,Central Kansas,regular,,Minneapolis,7,,Salina,2,,700,1:55,,,,,1908/1908-SEJ/SEJ-19080713.txt,"The Salina Evening Journal Jul 18, 1908",0,0,0,0,0,1,0,1,0,0,5,,,,0,0,0,0,0,2,0,0,0,0,0,,,
RJDHJYG,1908-07-18,0,Central Kansas,regular,,Little River,1,,Ellsworth,6,,385,1:35,,,,,1908/1908-SEJ/SEJ-19080713.txt,"The Salina Evening Journal Jul 20, 1908",0,0,0,0,0,0,0,0,1,,,,,,3,1,0,1,1,0,0,0,x,,,,,
SLZLFWR,1908-07-18,0,Central Kansas,regular,,Minneapolis,0,,Salina,2,,,1:40,,,,,1908/1908-SEJ/SEJ-19080713.txt,"The Salina Evening Journal Jul 20, 1908",0,0,0,0,0,0,0,0,0,,,,,,1,0,0,0,0,0,0,0,1,x,,,,
XSZPHDY,1908-07-20,0,Central Kansas,regular,,Salina,0,,McPherson,1,,,1:15,,,,,1908/1908-SEJ/SEJ-19080720.txt,"The Salina Evening Journal Jul 21, 1908",0,0,0,0,0,0,0,0,0,,,,,,0,1,0,0,0,0,0,0,x,,,,,
KYHCHFG,1908-07-21,0,Central Kansas,regular,,Salina,1,,McPherson,4,,,1:40,,,,,1908/1908-SEJ/SEJ-19080720.txt,"The Salina Evening Journal Jul 22, 1908",0,0,0,0,0,0,0,1,0,,,,,,0,0,0,2,0,0,0,2,x,,,,,
XTYTFWN,1908-08-03,0,Central Kansas,regular,,Little River,3,,McPherson,4,,,1:40,,,,,1908/1908-SEJ/SEJ-19080803.txt,"The Salina Evening Journal Aug 4, 1908",0,0,0,2,0,0,0,1,0,,,,,,0,0,0,1,0,0,0,3,x,,,,,
HNBPRBY,1908-08-03,0,Central Kansas,regular,,Ellsworth,1,,Salina,5,,,1:40,,,,,1908/1908-SEJ/SEJ-19080803.txt,"The Salina Evening Journal Aug 4, 1908",0,0,0,0,0,0,0,0,1,,,,,,0,1,2,0,2,0,0,0,x,,,,,
PXVHGFS,1908-08-04,0,Central Kansas,regular,,Ellsworth,1,,Salina,2,,,2:00,,,,,1908/1908-SEJ/SEJ-19080803.txt,"The Salina Evening Journal Aug 5, 1908",0,0,0,1,0,0,0,0,0,0,,,,,0,1,0,0,0,0,0,0,0,1,,,,
TNXZBST,1908-08-05,0,Central Kansas,regular,,Ellsworth,2,,Salina,1,,,2:00,,,,,1908/1908-SEJ/SEJ-19080803.txt,"The Salina Evening Journal Aug 6, 1908",0,0,0,0,0,0,0,1,1,,,,,,0,0,0,1,0,0,0,0,0,,,,,
LLGNLPP,1908-08-06,0,Central Kansas,regular,,McPherson,0,,Ellsworth,4,,332,,,,,,1908/1908-SEJ/SEJ-19080803.txt,"The Salina Evening Journal Aug 7, 1908",0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,1,1,2,0,x,,,,,
DJTBCJJ,1908-08-06,0,Central Kansas,regular,,Salina,1,,Minneapolis,2,,,,,,,,1908/1908-SEJ/SEJ-19080803.txt,"The Salina Evening Journal Aug 7, 1908",0,0,0,0,0,0,1,0,0,,,,,,0,0,0,0,0,0,0,0,2,,,,,
WRDMGYW,1908-08-07,0,Central Kansas,regular,,Newton,2,,Little River,10,,,,,,,,1908/1908-SEJ/SEJ-19080803.txt,"The Salina Evening Journal Aug 8, 1908",2,0,0,0,0,0,0,0,0,,,,,,3,2,1,3,0,0,0,1,x,,,,,
NKDHKSJ,1908-08-11,0,Central Kansas,regular,,Little River,3,,Ellsworth,9,,,,,,,,1908/1908-SEJ/SEJ-19080810.txt,"The Salina Evening Journal Aug 12, 1908",0,0,0,0,0,3,0,0,0,,,,,,2,0,0,0,0,2,0,5,x,,,,,
NJWZSZV,1908-08-11,0,Central Kansas,regular,,Newton,2,,Minneapolis,1,,,,,,,,1908/1908-SEJ/SEJ-19080810.txt,"The Salina Evening Journal Aug 12, 1908",0,0,0,0,0,0,2,0,0,,,,,,0,0,0,0,0,1,0,0,0,,,,,
GBNHJMQ,1908-08-12,0,Central Kansas,regular,,Salina,1,,Newton,1,,,,,,,,1908/1908-SEJ/SEJ-19080810.txt,"The Salina Evening Journal Aug 13, 1908",0,0,0,1,0,0,0,0,0,0,,,,,0,0,0,1,0,0,0,0,0,0,,,,
SLKWTCM,1908-08-13,0,Central Kansas,regular,,Ellsworth,13,,Minneapolis,5,,,,,,,,1908/1908-SEJ/SEJ-19080810.txt,"The Salina Evening Journal Aug 14, 1908",,,,,,,,,,,,,,,,,,,,,,,,,,,,
BGMBDVK,1908-08-13,0,Central Kansas,regular,,Salina,1,,Newton,4,,,,,,,,1908/1908-SEJ/SEJ-19080810.txt,"The Salina Evening Journal Aug 14, 1908",0,0,0,0,0,0,1,0,0,,,,,,1,0,0,0,1,0,0,2,x,,,,,
CMMVNFS,1908-08-14,0,Central Kansas,regular,,Minneapolis,5,,Ellsworth,0,,,,,,,,1908/1908-SEJ/SEJ-19080810.txt,"The Salina Evening Journal Aug 15, 1908",0,0,1,0,1,0,0,3,0,,,,,,0,0,0,0,0,0,0,0,0,,,,,
YPBJGVS,1908-08-15,0,Central Kansas,regular,,Minneapolis,2,,Ellsworth,1,,500,1:48,,,,,1908/1908-SEJ/SEJ-19080810.txt,"The Salina Evening Journal Aug 17, 1908",0,0,0,0,0,2,0,0,0,,,,,,0,1,0,0,0,0,0,0,0,,,,,
GSRSDRP,1908-08-15,0,Central Kansas,regular,,Salina,5,,Little River,3,,,1:45,,,,,1908/1908-SEJ/SEJ-19080810.txt,"The Salina Evening Journal Aug 17, 1908",0,2,0,0,0,0,2,1,0,,,,,,0,1,0,1,0,0,0,0,1,,,,,
QQRJMDM,1908-08-17,0,Central Kansas,regular,,Little River,1,,Minneapolis,6,,,1:16,,,,,1908/1908-SEJ/SEJ-19080810.txt,"The Salina Evening Journal Aig 18, 1908",,,,,,,,,,,,,,,,,,,,,,,,,,,,
MRWJDRD,1908-08-17,0,Central Kansas,regular,,Newton,2,,Salina,3,,400,1:45,,,,,1908/1908-SEJ/SEJ-19080810.txt,"The Salina Evening Journal Aug 18, 1908",0,0,0,2,0,0,0,0,0,0,,,,,0,0,1,1,0,0,0,0,0,1,,,,
RBCCLKW,1908-08-18,0,Central Kansas,regular,,Little River,0,,Minneapolis,18,,,,,,,,1908/1908-SEJ/SEJ-19080810.txt,"The Salina Evening Journal Aug 19, 1908",0,0,0,0,0,0,0,0,0,,,,,,3,0,3,4,1,1,6,0,x,,,,,
BBMPRLJ,1908-08-18,0,Central Kansas,regular,,Newton,0,,Salina,1,,,1:20,,,,,1908/1908-SEJ/SEJ-19080810.txt,"The Salina Evening Journal Aug 19, 1908",0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,1,0,0,x,,,,,
