league.year,league.name,league.phase,person.ref,person.name.last,person.name.given,S_FIRST,S_LAST,U_G
1908,Central Kansas League,regular,P5203140,,,1908-07-09,1908-08-12,6
1908,Central Kansas League,regular,P3391537,Ashton,,1908-07-16,1908-07-16,1
1908,Central Kansas League,regular,P4120585,Aston,,1908-07-14,1908-07-18,4
1908,Central Kansas League,regular,P4759734,Bush,,1908-07-10,1908-07-14,2
1908,Central Kansas League,regular,P0795099,Clawson,,1908-08-03,1908-08-03,1
1908,Central Kansas League,regular,P2791222,Hassler,,1908-08-03,1908-08-03,1
1908,Central Kansas League,regular,P8017315,Johnson,,1908-08-13,1908-08-13,1
1908,Central Kansas League,regular,P8127618,K. McGrew,,1908-07-09,1908-07-09,1
1908,Central Kansas League,regular,P5866075,L. Ludes,,1908-08-04,1908-08-17,2
1908,Central Kansas League,regular,P9249281,Ludes,,1908-08-05,1908-08-15,2
1908,Central Kansas League,regular,P5889216,Mack,,1908-08-18,1908-08-18,1
1908,Central Kansas League,regular,P6074306,O'Neil,,1908-07-09,1908-07-09,1
1908,Central Kansas League,regular,P1199043,Rimer,,1908-07-10,1908-08-17,11
1908,Central Kansas League,regular,P9716247,Shaw,,1908-07-20,1908-07-21,2
1908,Central Kansas League,regular,P9221497,Wing,,1908-08-18,1908-08-18,1
