key,date,number,league,phase,site,away,away.score,away.manager,home,home.score,home.manager,A,T,forfeit.to,status,status.reason,outsatend,filename,source,away.score.1,away.score.2,away.score.3,away.score.4,away.score.5,away.score.6,away.score.7,away.score.8,away.score.9,away.score.10,away.score.11,away.score.12,away.score.13,home.score.1,home.score.2,home.score.3,home.score.4,home.score.5,home.score.6,home.score.7,home.score.8,home.score.9,home.score.10,home.score.11,home.score.12,home.score.13
TWKQFJN,1912-04-29,0,Carolina Association,regular,,Winston-Salem,,,Greenville,,,,,,postponed,rain,,data/boxscores/transcript/1912/1912-CN/CN-19120425.txt,"The Charlotte News Apr 30, 1912",,,,,,,,,,,,,,,,,,,,,,,,,,
YMLKVQD,1912-04-29,0,Carolina Association,regular,,Anderson,,,Spartanburg,,,,,,postponed,rain,,data/boxscores/transcript/1912/1912-CN/CN-19120425.txt,"The Charlotte News Apr 30, 1912",,,,,,,,,,,,,,,,,,,,,,,,,,
LRXQTHL,1912-04-30,0,Carolina Association,regular,,Charlotte,4,,Greensboro,2,,450,1:55,,,,,data/boxscores/transcript/1912/1912-CN/CN-19120425.txt,"The Charlotte News May 1, 1912",0,0,2,0,2,0,0,0,0,,,,,0,0,0,1,0,1,0,0,0,,,,
HYCCLHK,1912-04-30,1,Carolina Association,regular,,Winston-Salem,0,,Greenville,6,,600,1:42,,,,,data/boxscores/transcript/1912/1912-CN/CN-19120425.txt,"The Charlotte News May 1, 1912",0,0,0,0,0,0,0,,,,,,,3,0,0,0,3,0,x,,,,,,
VKKYZYW,1912-04-30,2,Carolina Association,regular,,Winston-Salem,1,,Greenville,0,,800,1:30,,,,,data/boxscores/transcript/1912/1912-CN/CN-19120425.txt,"The Charlotte News May 1, 1912",0,0,0,0,0,1,0,,,,,,,0,0,0,0,0,0,0,,,,,,
FMJMTBH,1912-04-30,1,Carolina Association,regular,,Anderson,6,,Spartanburg,9,,2500,2:25,,,,,data/boxscores/transcript/1912/1912-CN/CN-19120425.txt,"The Charlotte News May 1, 1912",5,0,0,0,0,0,1,0,0,,,,,2,1,0,1,1,0,0,1,x,,,,
RXXDQSF,1912-04-30,2,Carolina Association,regular,,Anderson,1,,Spartanburg,3,,2500,1:18,,,,,data/boxscores/transcript/1912/1912-CN/CN-19120425.txt,"The Charlotte News May 1, 1912",0,0,0,0,0,0,1,0,0,,,,,2,0,0,0,1,0,0,0,0,,,,
PSKRLJP,1912-05-01,0,Carolina Association,regular,,Charlotte,4,,Greensboro,2,,350,2:21,,,,,data/boxscores/transcript/1912/1912-CN/CN-19120425.txt,"The Charlotte News May 2, 1912",2,0,0,0,2,0,0,0,0,,,,,0,1,0,0,0,0,0,1,0,,,,
SXFMYVX,1912-05-01,0,Carolina Association,regular,,Winston-Salem,3,,Greenville,7,,400,1:56,,,,,data/boxscores/transcript/1912/1912-CN/CN-19120425.txt,"The Charlotte News May 2, 1912",0,0,2,1,0,0,0,0,0,,,,,0,0,0,3,0,0,0,4,x,,,,
TSRYBPW,1912-05-01,0,Carolina Association,regular,,Anderson,4,,Spartanburg,5,,450,1:50,,,,,data/boxscores/transcript/1912/1912-CN/CN-19120425.txt,"The Charlotte News May 2, 1912",1,0,2,0,0,0,0,0,1,,,,,2,0,1,0,2,0,0,0,x,,,,
RKDDBGW,1912-05-02,0,Carolina Association,regular,,Greenville,1,,Anderson,17,,1500,2:00,,,,,data/boxscores/transcript/1912/1912-CN/CN-19120502.txt,"The Charlotte News May 3, 1912",0,0,0,0,0,0,0,1,0,,,,,8,0,0,1,4,2,1,1,x,,,,
MCTLTFX,1912-05-02,0,Carolina Association,regular,,Greensboro,8,,Spartanburg,3,,300,1:45,,,,,data/boxscores/transcript/1912/1912-CN/CN-19120502.txt,"The Charlotte News May 3, 1912",0,7,1,0,0,0,0,0,0,,,,,0,0,0,0,0,3,0,0,0,,,,
SXXKVMW,1912-05-02,0,Carolina Association,regular,,Charlotte,1,,Winston-Salem,4,,600,1:50,,,,,data/boxscores/transcript/1912/1912-CN/CN-19120502.txt,"The Charlotte News May 3, 1912",0,0,0,0,0,1,0,0,0,,,,,0,0,0,0,0,0,1,3,x,,,,
DDQYMNN,1912-05-03,0,Carolina Association,regular,,Greenville,4,,Anderson,7,,300,2:00,,,,,data/boxscores/transcript/1912/1912-CN/CN-19120502.txt,"The Charlotte News May 4, 1912",3,0,0,1,0,0,0,0,0,,,,,1,1,1,0,0,1,0,3,x,,,,
MCSGZML,1912-05-03,0,Carolina Association,regular,,Greensboro,2,,Spartanburg,1,,300,1:20,,,,,data/boxscores/transcript/1912/1912-CN/CN-19120502.txt,"The Charlotte News May 4, 1912",0,2,0,0,0,0,0,0,0,,,,,0,0,0,1,0,0,0,0,0,,,,
ZZDKKPX,1912-05-03,0,Carolina Association,regular,,Charlotte,4,,Winston-Salem,2,,400,2:15,,,,,data/boxscores/transcript/1912/1912-CN/CN-19120502.txt,"The Charlotte News May 4, 1912",0,2,0,0,0,0,2,0,0,,,,,0,0,0,0,0,1,2,0,0,,,,
XHZNNHC,1912-05-04,0,Carolina Association,regular,,Greenville,,,Anderson,,,,,,postponed,rain,,data/boxscores/transcript/1912/1912-CN/CN-19120502.txt,"The Charlotte News May 5, 1912",,,,,,,,,,,,,,,,,,,,,,,,,,
LQCPQDV,1912-05-04,0,Carolina Association,regular,,Greensboro,3,,Spartanburg,2,,300,1:35,,,,,data/boxscores/transcript/1912/1912-CN/CN-19120502.txt,"The Charlotte News May 5, 1912",1,2,0,0,0,0,0,0,0,,,,,0,0,0,0,0,1,1,0,0,,,,
FVVSFRF,1912-05-04,0,Carolina Association,regular,,Charlotte,5,,Winston-Salem,4,,800,,,,,,data/boxscores/transcript/1912/1912-CN/CN-19120502.txt,"The Charlotte News May 5, 1912",0,3,0,1,0,1,0,0,0,,,,,4,0,0,0,0,0,0,0,0,,,,
DPSTPMT,1912-05-06,0,Carolina Association,regular,,Greensboro,0,,Anderson,5,,500,1:20,,,,,data/boxscores/transcript/1912/1912-CN/CN-19120502.txt,"The Charlotte News May 7, 1912",0,0,0,0,0,0,0,0,0,,,,,0,1,1,0,1,2,0,0,x,,,,
TDFTQVZ,1912-05-06,0,Carolina Association,regular,,Greenville,2,,Charlotte,6,,900,2:00,,,,,data/boxscores/transcript/1912/1912-CN/CN-19120502.txt,"The Charlotte News May 7, 1912",0,1,0,1,0,0,0,0,0,,,,,2,1,0,0,0,0,3,0,x,,,,
TWVGFGW,1912-05-06,0,Carolina Association,regular,,Spartanburg,12,,Winston-Salem,6,,350,2:00,,,,,data/boxscores/transcript/1912/1912-CN/CN-19120502.txt,"The Charlotte News May 7, 1912",0,4,0,0,0,0,3,2,3,,,,,1,0,2,0,2,0,0,1,0,,,,
DWTVCFK,1912-05-07,0,Carolina Association,regular,,Greensboro,2,,Anderson,3,,400,1:50,,,,,data/boxscores/transcript/1912/1912-CN/CN-19120502.txt,"The Charlotte News May 8, 1912",0,0,0,0,0,0,2,0,0,,,,,0,0,0,1,2,0,0,0,x,,,,
ZRHXNWG,1912-05-07,0,Carolina Association,regular,,Greenville,4,,Charlotte,3,,750,1:50,,,,,data/boxscores/transcript/1912/1912-CN/CN-19120502.txt,"The Charlotte News May 8, 1912",0,0,3,0,0,1,0,0,0,,,,,0,1,0,0,0,2,0,0,0,,,,
FJTVNWM,1912-05-07,0,Carolina Association,regular,,Spartanburg,3,,Winston-Salem,4,,300,1:45,,,,2,data/boxscores/transcript/1912/1912-CN/CN-19120502.txt,"The Charlotte News May 8, 1912",0,1,0,0,0,0,0,0,2,,,,,0,0,0,0,0,3,0,0,1,,,,
BCLBCQH,1912-05-08,0,Carolina Association,regular,,Greensboro,5,,Anderson,4,,500,1:45,,,,,data/boxscores/transcript/1912/1912-CN/CN-19120502.txt,"The Charlotte News May 9, 1912",0,0,1,0,3,1,,,,,,,,3,0,0,1,0,0,,,,,,,
PJBTXYV,1912-05-08,0,Carolina Association,regular,,Greenville,1,,Charlotte,12,,370,2:02,,,,,data/boxscores/transcript/1912/1912-CN/CN-19120502.txt,"The Charlotte News May 9, 1912",0,1,0,0,0,0,0,0,0,,,,,8,0,3,0,0,1,0,0,x,,,,
DHKZYGR,1912-05-08,0,Carolina Association,regular,,Spartanburg,9,,Winston-Salem,3,,400,2:00,,,,,data/boxscores/transcript/1912/1912-CN/CN-19120502.txt,"The Charlotte News May 9, 1912",1,0,3,3,0,0,2,0,0,,,,,0,0,3,0,0,0,0,0,0,,,,
NFFBQHR,1912-05-09,0,Carolina Association,regular,,Winston-Salem,1,,Charlotte,5,,1050,1:28,,,,,data/boxscores/transcript/1912/1912-CN/CN-19120509.txt,"The Charlotte News May 10, 1912",0,0,0,0,0,0,0,1,0,,,,,1,0,0,1,2,1,0,0,x,,,,
PJCZYWB,1912-05-09,0,Carolina Association,regular,,Spartanburg,9,,Greensboro,7,,350,2:05,,,,,data/boxscores/transcript/1912/1912-CN/CN-19120509.txt,"The Charlotte News May 10, 1912",0,1,0,0,0,1,3,1,2,,,,,1,0,0,0,4,1,0,0,1,,,,
MKBJQQL,1912-05-09,0,Carolina Association,regular,,Anderson,5,,Greenville,6,,500,1:45,,,,,data/boxscores/transcript/1912/1912-CN/CN-19120509.txt,"The Charlotte News May 10, 1912",2,3,0,0,0,0,0,0,0,,,,,0,2,0,0,1,0,0,3,x,,,,
KGBVWZF,1912-05-10,0,Carolina Association,regular,,Winston-Salem,1,,Charlotte,4,,1200,1:40,,,,,data/boxscores/transcript/1912/1912-CN/CN-19120509.txt,"The Charlotte News May 11, 1912",0,1,0,0,0,0,0,0,0,,,,,2,0,0,2,0,0,0,0,x,,,,
LNMGPVC,1912-05-11,0,Carolina Association,regular,,Spartanburg,7,,Greensboro,3,,600,1:50,,,,,data/boxscores/transcript/1912/1912-CN/CN-19120509.txt,"The Charlotte News May 11, 1912",0,0,0,0,1,0,0,6,0,,,,,0,2,1,0,0,0,0,0,0,,,,
QNXBGBB,1912-05-11,0,Carolina Association,regular,,Anderson,12,,Greenville,11,,600,2:31,,,,,data/boxscores/transcript/1912/1912-CN/CN-19120509.txt,"The Charlotte News May 12, 1912",0,0,0,2,0,0,2,0,8,,,,,3,1,2,0,0,2,0,0,3,,,,
JQYCSHF,1912-05-13,0,Carolina Association,regular,,Charlotte,3,,Anderson,5,,500,1:50,,,,,data/boxscores/transcript/1912/1912-CN/CN-19120509.txt,"The Charlotte News May 13, 1912",2,0,0,0,0,0,0,0,1,,,,,1,1,0,0,3,0,0,0,x,,,,
CBJLRXB,1912-05-13,0,Carolina Association,regular,,Winston-Salem,4,,Greensboro,8,,650,1:40,,,,,data/boxscores/transcript/1912/1912-CN/CN-19120509.txt,"The Charlotte News May 14, 1912",1,0,1,0,0,0,0,0,2,,,,,0,0,1,1,3,2,1,0,x,,,,
WFNQYYM,1912-05-13,0,Carolina Association,regular,,Spartanburg,3,,Greenville,10,,400,2:01,,,,,data/boxscores/transcript/1912/1912-CN/CN-19120509.txt,"The Charlotte News May 14, 1912",0,0,0,0,1,1,1,0,0,,,,,2,0,3,1,4,0,0,0,x,,,,
QZTSWYY,1912-05-14,0,Carolina Association,regular,,Charlotte,1,,Anderson,5,,400,1:45,,,,,data/boxscores/transcript/1912/1912-CN/CN-19120509.txt,"The Charlotte News May 15, 1912",0,0,0,0,0,0,1,,,,,,,0,0,2,2,0,0,1,,,,,,
QFYQGZJ,1912-05-14,0,Carolina Association,regular,,Winston-Salem,1,,Greensboro,2,,650,1:30,,,,,data/boxscores/transcript/1912/1912-CN/CN-19120509.txt,"The Charlotte News May 15, 1912",1,0,0,0,0,0,0,0,0,,,,,1,0,0,0,0,0,0,1,x,,,,
JKGKZQY,1912-05-14,0,Carolina Association,regular,,Greenville,6,,Spartanburg,3,,350,1:45,,,,,data/boxscores/transcript/1912/1912-CN/CN-19120509.txt,"The Charlotte News May 15, 1912",0,0,3,0,0,0,3,0,0,,,,,1,0,2,0,0,0,0,0,0,,,,
FWYFCLM,1912-05-15,0,Carolina Association,regular,,Spartanburg,6,,Charlotte,1,,600,1:57,,,,,data/boxscores/transcript/1912/1912-CN/CN-19120509.txt,"The Charlotte News May 16, 1912",0,0,0,0,1,5,0,0,0,,,,,0,0,0,0,0,0,0,1,0,,,,
CVPJTGF,1912-05-15,0,Carolina Association,regular,,Greensboro,5,,Greenville,2,,650,1:40,,,,,data/boxscores/transcript/1912/1912-CN/CN-19120509.txt,"The Charlotte News May 16, 1912",0,0,0,1,2,1,0,0,1,,,,,0,0,0,0,0,2,0,0,0,,,,
THBQMZD,1912-05-15,0,Carolina Association,regular,,Anderson,,,Winston-Salem,,,,,,postponed,rain,,data/boxscores/transcript/1912/1912-CN/CN-19120509.txt,"The Charlotte News May 16, 1912",,,,,,,,,,,,,,,,,,,,,,,,,,
XCCTTCB,1912-05-16,0,Carolina Association,regular,,Spartanburg,0,,Charlotte,8,,1800,2:00,,,,,data/boxscores/transcript/1912/1912-CN/CN-19120516.txt,"The Charlotte News May 17, 1912",0,0,0,0,0,0,0,0,0,,,,,1,0,0,0,0,5,2,0,x,,,,
RKCZDVT,1912-05-16,0,Carolina Association,regular,,Greensboro,3,,Greenville,6,,500,1:33,,,,,data/boxscores/transcript/1912/1912-CN/CN-19120516.txt,"The Charlotte News May 17, 1912",0,0,0,1,0,2,0,0,0,,,,,0,0,0,0,1,3,2,0,x,,,,
VXYGWKF,1912-05-16,1,Carolina Association,regular,,Anderson,5,,Winston-Salem,1,,900,1:35,,,,,data/boxscores/transcript/1912/1912-CN/CN-19120516.txt,"The Charlotte News May 17, 1912",0,2,2,0,0,0,1,,,,,,,0,0,1,0,0,0,0,,,,,,
YFZNHJT,1912-05-16,2,Carolina Association,regular,,Anderson,1,,Winston-Salem,5,,900,1:25,,,,,data/boxscores/transcript/1912/1912-CN/CN-19120516.txt,"The Charlotte News May 17, 1912",0,0,0,0,0,0,1,,,,,,,2,0,1,1,1,0,x,,,,,,
ZVVVLMZ,1912-05-17,0,Carolina Association,regular,,Anderson,2,,Greensboro,1,,,1:50,,,,,data/boxscores/transcript/1912/1912-CN/CN-19120516.txt,"The Charlotte News May 18, 1912",0,1,0,0,0,0,1,0,0,,,,,0,0,0,0,0,0,1,0,0,,,,
CRCQCJY,1912-05-17,0,Carolina Association,regular,,Charlotte,8,,Greenville,6,,700,2:08,,,,,data/boxscores/transcript/1912/1912-CN/CN-19120516.txt,"The Charlotte News May 18, 1912",0,3,0,0,4,1,0,0,0,,,,,3,0,0,0,0,0,1,0,2,,,,
HYFCBBJ,1912-05-17,0,Carolina Association,regular,,Winston-Salem,1,,Spartanburg,9,,300,1:40,,,,,data/boxscores/transcript/1912/1912-CN/CN-19120516.txt,"The Charlotte News May 18, 1912",0,1,0,0,0,0,0,0,0,,,,,0,1,2,0,0,2,3,1,x,,,,
RJHRDKX,1912-05-18,0,Carolina Association,regular,,Anderson,10,,Greensboro,4,,800,2:10,,,,,data/boxscores/transcript/1912/1912-CN/CN-19120516.txt,"The Charlotte News May 19, 1912",1,0,2,5,1,0,0,1,0,,,,,1,0,1,0,1,1,0,0,0,,,,
FYQHHQH,1912-05-18,0,Carolina Association,regular,,Charlotte,11,,Greenville,7,,1000,1:55,,,,,data/boxscores/transcript/1912/1912-CN/CN-19120516.txt,"The Charlotte News May 19, 1912",1,5,0,0,2,0,0,3,0,,,,,3,0,0,0,0,1,3,0,0,,,,
RGSXBTP,1912-05-18,0,Carolina Association,regular,,Winston-Salem,0,,Spartanburg,4,,300,1:35,,,,,data/boxscores/transcript/1912/1912-CN/CN-19120516.txt,"The Charlotte News May 19, 1912",0,0,0,0,0,0,0,0,0,,,,,0,1,0,0,0,2,0,1,x,,,,
XJBRMRM,1912-05-20,0,Carolina Association,regular,,Winston-Salem,4,,Anderson,5,,500,2:15,,,,,data/boxscores/transcript/1912/1912-CN/CN-19120516.txt,"The Charlotte News May 21, 1912",0,3,0,0,1,0,0,0,0,,,,,1,0,2,0,1,0,1,0,x,,,,
DRVZMCM,1912-05-20,0,Carolina Association,regular,,Spartanburg,0,,Charlotte,11,,4800,1:35,,,,,data/boxscores/transcript/1912/1912-CN/CN-19120516.txt,"The Charlotte News May 21, 1912",0,0,0,0,0,0,0,0,0,,,,,3,2,1,0,0,5,0,0,x,,,,
RLXMVKM,1912-05-20,0,Carolina Association,regular,,Greenville,1,,Greensboro,7,,400,1:28,,,,,data/boxscores/transcript/1912/1912-CN/CN-19120516.txt,"The Charlotte News May 21, 1912",0,0,1,0,0,0,0,0,0,,,,,1,1,0,0,0,0,0,5,x,,,,
TCQKCHL,1912-05-21,0,Carolina Association,regular,,Winston-Salem,2,,Anderson,3,,500,1:55,,,,,data/boxscores/transcript/1912/1912-CN/CN-19120516.txt,"The Charlotte News May 22, 1912",2,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,3,0,x,,,,
NPJRCMM,1912-05-21,0,Carolina Association,regular,,Spartanburg,0,,Charlotte,9,,2100,1:46,,,,,data/boxscores/transcript/1912/1912-CN/CN-19120516.txt,"The Charlotte News May 22, 1912",0,0,0,0,0,0,0,0,0,,,,,4,1,1,0,1,0,0,2,x,,,,
JNPFNKP,1912-05-21,0,Carolina Association,regular,,Greenville,5,,Greensboro,4,,250,1:45,,,,,data/boxscores/transcript/1912/1912-CN/CN-19120516.txt,"The Charlotte News May 22, 1912",0,0,0,1,1,0,0,3,0,,,,,0,1,0,1,0,0,0,2,0,,,,
SLYGLQK,1912-05-22,0,Carolina Association,regular,,Winston-Salem,1,,Anderson,6,,500,1:45,,,,,data/boxscores/transcript/1912/1912-CN/CN-19120516.txt,"The Charlotte News May 23, 1912",0,0,0,0,1,0,0,,,,,,,0,2,1,1,0,0,2,,,,,,
NJQMWGS,1912-05-22,0,Carolina Association,regular,,Spartanburg,0,,Charlotte,4,,2400,1:35,,,,,data/boxscores/transcript/1912/1912-CN/CN-19120516.txt,"The Charlotte News May 23, 1912",0,0,0,0,0,0,0,0,0,,,,,0,1,0,0,0,0,2,1,x,,,,
WCDNXJP,1912-05-22,0,Carolina Association,regular,,Greenville,4,,Greensboro,1,,400,1:40,,,,,data/boxscores/transcript/1912/1912-CN/CN-19120516.txt,"The Charlotte News May 23, 1912",0,0,0,1,2,0,0,0,1,,,,,0,0,0,0,0,0,1,0,0,,,,
ZSMDBGT,1912-05-23,0,Carolina Association,regular,,Spartanburg,8,,Anderson,16,,700,2:10,,,,,data/boxscores/transcript/1912/1912-CN/CN-19120523.txt,"The Charlotte News May 24, 1912",2,0,1,4,0,0,0,0,1,,,,,0,0,0,5,3,2,6,0,x,,,,
ZDLGCVR,1912-05-23,0,Carolina Association,regular,,Greensboro,0,,Charlotte,1,,1200,1:25,,,,1,data/boxscores/transcript/1912/1912-CN/CN-19120523.txt,"The Charlotte News May 24, 1912",0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,1,,,,
YDPCHNG,1912-05-23,0,Carolina Association,regular,,Greenville,8,,Winston-Salem,1,,700,1:45,,,,,data/boxscores/transcript/1912/1912-CN/CN-19120523.txt,"The Charlotte News May 24, 1912",0,1,0,0,0,0,6,1,0,,,,,0,0,0,0,0,0,0,0,1,,,,
WBXZSNF,1912-05-24,0,Carolina Association,regular,,Spartanburg,3,,Anderson,6,,500,1:45,,,,,data/boxscores/transcript/1912/1912-CN/CN-19120523.txt,"The Charlotte News May 25, 1912",0,0,0,0,0,0,1,0,2,,,,,0,0,2,0,1,3,0,0,x,,,,
CBCZFVY,1912-05-24,0,Carolina Association,regular,,Greensboro,6,,Charlotte,6,,1100,2:05,,,,,data/boxscores/transcript/1912/1912-CN/CN-19120523.txt,"The Charlotte News May 25, 1912",0,0,1,1,1,3,0,0,0,,,,,0,1,0,1,1,3,0,0,0,,,,
DCRHCXV,1912-05-24,0,Carolina Association,regular,,Greenville,5,,Winston-Salem,6,,500,2:10,,,,2,data/boxscores/transcript/1912/1912-CN/CN-19120523.txt,"The Charlotte News May 25, 1912",1,0,2,0,0,0,0,0,2,,,,,2,2,0,1,0,0,0,0,1,,,,
MFHCCTR,1912-05-25,0,Carolina Association,regular,,Spartanburg,3,,Anderson,2,,1100,1:50,,,,,data/boxscores/transcript/1912/1912-CN/CN-19120523.txt,"The Charlotte News May 26, 1912",0,2,0,1,0,0,0,0,0,,,,,0,2,0,0,0,0,0,0,0,,,,
QDNJGVP,1912-05-25,0,Carolina Association,regular,,Greensboro,,,Charlotte,,,,,,called after 1 inning,rain,,data/boxscores/transcript/1912/1912-CN/CN-19120523.txt,"The Charlotte News May 26, 1912",,,,,,,,,,,,,,,,,,,,,,,,,,
CNQGLPD,1912-05-25,0,Carolina Association,regular,,Greenville,3,,Winston-Salem,7,,900,1:45,,,,,data/boxscores/transcript/1912/1912-CN/CN-19120523.txt,"The Charlotte News May 26, 1912",0,0,3,0,0,0,0,0,0,,,,,2,0,1,1,0,1,0,2,x,,,,
PLVZPMB,1912-05-27,0,Carolina Association,regular,,Anderson,4,,Charlotte,4,,1700,2:35,,,,,data/boxscores/transcript/1912/1912-CN/CN-19120523.txt,"The Charlotte News May 28, 1912",0,0,1,1,0,0,0,0,2,0,0,0,,0,0,1,0,0,1,2,0,0,0,0,0,
RMKNWHJ,1912-05-27,0,Carolina Association,regular,,Spartanburg,1,,Greenville,4,,600,1:22,,,,,data/boxscores/transcript/1912/1912-CN/CN-19120523.txt,"The Charlotte News May 28, 1912",0,0,0,0,0,0,0,0,1,,,,,0,1,0,2,1,0,0,0,x,,,,
XZCSCMG,1912-05-27,0,Carolina Association,regular,,Greensboro,6,,Winston-Salem,4,,500,2:00,,,,,data/boxscores/transcript/1912/1912-CN/CN-19120523.txt,"The Charlotte News May 28, 1912",1,0,3,0,0,0,1,1,0,,,,,0,0,4,0,0,0,0,0,0,,,,
MXVWKHY,1912-05-28,0,Carolina Association,regular,,Anderson,3,,Charlotte,2,,1300,1:50,,,,,data/boxscores/transcript/1912/1912-CN/CN-19120523.txt,"The Charlotte News May 29, 1912",0,0,0,0,0,1,0,2,0,,,,,1,0,0,0,0,0,0,1,0,,,,
NQGZSKJ,1912-05-28,0,Carolina Association,regular,,Spartanburg,2,,Greenville,3,,500,1:45,,,,1,data/boxscores/transcript/1912/1912-CN/CN-19120523.txt,"The Charlotte News May 29, 1912",1,0,0,0,0,0,0,0,1,,,,,1,0,0,1,0,0,0,0,1,,,,
KKFDGMX,1912-05-28,0,Carolina Association,regular,,Greensboro,1,,Winston-Salem,7,,1250,1:35,,,,,data/boxscores/transcript/1912/1912-CN/CN-19120523.txt,"The Charlotte News May 29, 1912",0,0,0,1,0,0,0,0,0,,,,,1,4,0,0,0,2,0,0,x,,,,
BMPQJJP,1912-05-29,0,Carolina Association,regular,,Anderson,1,,Charlotte,0,,1000,1:40,,,,,data/boxscores/transcript/1912/1912-CN/CN-19120523.txt,"The Charlotte News May 30, 1912",0,0,0,0,0,1,0,0,0,,,,,0,0,0,0,0,0,0,0,0,,,,
BRHVKDG,1912-05-29,0,Carolina Association,regular,,Spartanburg,2,,Greenville,1,,300,1:45,,,,,data/boxscores/transcript/1912/1912-CN/CN-19120523.txt,"The Charlotte News May 30, 1912",0,0,0,1,0,0,0,1,0,,,,,0,0,0,1,0,0,0,0,0,,,,
WCCTFGT,1912-05-29,0,Carolina Association,regular,,Greensboro,2,,Winston-Salem,13,,500,2:15,,,,,data/boxscores/transcript/1912/1912-CN/CN-19120523.txt,"The Charlotte News May 30, 1912",0,1,0,0,0,0,0,1,0,,,,,2,0,3,0,5,2,0,1,x,,,,
CZHGWTP,1912-05-30,0,Carolina Association,regular,,Charlotte,3,,Greensboro,5,,700,1:42,,,,,data/boxscores/transcript/1912/1912-CN/CN-19120530.txt,"The Charlotte News May 31, 1912",,,,,,,,,,,,,,,,,,,,,,,,,,
WBHVMXH,1912-05-30,0,Carolina Association,regular,,Winston-Salem,8,,Greenville,6,,600,2:06,,,,,data/boxscores/transcript/1912/1912-CN/CN-19120530.txt,"The Charlotte News May 31, 1912",0,0,0,3,3,0,0,1,1,,,,,1,2,1,1,0,1,0,0,0,,,,
YNJFYRW,1912-05-30,0,Carolina Association,regular,,Anderson,3,,Spartanburg,2,,500,2:10,,,,,data/boxscores/transcript/1912/1912-CN/CN-19120530.txt,"The Charlotte News May 31, 1912",0,0,0,0,0,0,0,0,2,1,,,,0,0,0,0,0,0,2,0,0,0,,,
