league.year,league.name,league.phase,person.ref,person.name.last,person.name.given,S_FIRST,S_LAST,U_G
1912,Carolina Association,regular,P4665268,Barr,,1912-05-10,1912-07-11,53
1912,Carolina Association,regular,P0535755,Bauswein,,1912-06-01,1912-06-01,1
1912,Carolina Association,regular,P1096063,Bowers,,1912-06-03,1912-07-25,19
1912,Carolina Association,regular,P6834066,Brings,,1912-07-11,1912-07-11,1
1912,Carolina Association,regular,P1238375,Bruings,,1912-06-03,1912-06-03,1
1912,Carolina Association,regular,P6577419,Brung,,1912-06-04,1912-07-08,2
1912,Carolina Association,regular,P1555870,Brungs,,1912-06-06,1912-08-07,49
1912,Carolina Association,regular,P3993274,Clark,,1912-07-26,1912-08-05,2
1912,Carolina Association,regular,P1850549,Cooper,,1912-08-06,1912-08-07,2
1912,Carolina Association,regular,P6451963,Earle,Howard,1912-05-23,1912-05-23,1
1912,Carolina Association,regular,P7955988,Fittery,,1912-07-12,1912-08-05,2
1912,Carolina Association,regular,P2170467,Frey,,1912-07-06,1912-07-06,1
1912,Carolina Association,regular,P5006836,Gallagher,,1912-04-25,1912-05-31,31
1912,Carolina Association,regular,P7617038,Galvin,,1912-05-23,1912-05-23,1
1912,Carolina Association,regular,P1651299,Gilroy,,1912-05-22,1912-05-22,1
1912,Carolina Association,regular,P6546607,Handerson,,1912-06-08,1912-06-08,1
1912,Carolina Association,regular,P0733909,Hauser,,1912-05-22,1912-06-01,2
1912,Carolina Association,regular,P8720435,Henderson,,1912-06-10,1912-08-07,48
1912,Carolina Association,regular,P5742986,Hickey,,1912-05-24,1912-06-03,9
1912,Carolina Association,regular,P4643763,O'Brien,,1912-04-25,1912-05-21,22
1912,Carolina Association,regular,P1694309,Pearson,,1912-04-25,1912-05-09,12
1912,Carolina Association,regular,P3408640,Powell,,1912-06-21,1912-06-21,1
1912,Carolina Association,regular,P2376745,Rudderham,,1912-07-18,1912-08-03,15
1912,Carolina Association,regular,P0247372,Sisson,,1912-06-20,1912-06-20,1
1912,Carolina Association,regular,P0544242,Smith,,1912-06-21,1912-07-26,2
1912,Carolina Association,regular,P7874585,Vail,,1912-07-12,1912-07-12,1
