league.year,league.name,league.phase,person.ref,person.name.last,person.name.given,S_FIRST,S_LAST,U_G
1911,Kansas State League,regular,P7249210,Barrett,,1911-07-07,1911-07-07,2
1911,Kansas State League,regular,P3835664,Weaver,,1911-07-10,1911-07-11,2
