key,date,number,league,phase,site,away,away.score,away.manager,home,home.score,home.manager,A,T,forfeit.to,status,status.reason,outsatend,filename,source,away.score.1,away.score.2,away.score.3,away.score.4,away.score.5,away.score.6,away.score.7,away.score.8,away.score.9,home.score.1,home.score.2,home.score.3,home.score.4,home.score.5,home.score.6,home.score.7,home.score.8,home.score.9
JFQPZQM,1911-07-07,1,Kansas State,regular,,Wellington,5,,Lyons,11,,,,,final,,,1911/1911-LDN/LDN-19110706.txt,"Lyons Daily News Jul 8, 1911",0,0,0,1,0,2,2,,,2,0,6,2,0,1,x,,
DWKKSBZ,1911-07-07,2,Kansas State,regular,,Wellington,6,,Lyons,7,,,,,final,,,1911/1911-LDN/LDN-19110706.txt,"Lyons Daily News Jul 8, 1911",0,0,0,0,0,0,4,2,0,1,1,2,0,2,0,0,1,x
SGZGBVX,1911-07-10,0,Kansas State,regular,,El Dorado,0,,Lyons,7,,,,,final,,,1911/1911-LDN/LDN-19110706.txt,"Lyons Daily News Jul 11, 1911",0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,1,1,x
VGXZFKV,1911-07-11,0,Kansas State,regular,,El Dorado,1,,Lyons,4,,,,,final,,,1911/1911-LDN/LDN-19110706.txt,"Lyons Daily News Jul 12, 1911",0,0,0,0,0,0,0,0,1,1,0,0,3,0,0,0,0,0
